Genename	UniProtID	Length	Hk	genelength
Or2ag2	Q9EPF8	316	0	5573
Tor3a	Q9ER38	385	0	20739
Ifi30	Q9ESY9	248	0	3888
Scamp5	Q9JKD3	235	0	26733
Pla2g2e	Q9QUL3	142	0	4875
Naa10	Q9QY36	235	0	5071
Nphp1	Q9QY53	687	0	-
Smok1	Q9QYZ4	484	0	-
Trim3	Q9R1R2	744	0	29108
Incenp	Q9WU62	880	0	27255
Ptgfrn	Q9WV91	879	0	70046
Kcnh3	Q9WVJ0	1095	0	17956
Trav4-3	A0A0B4J1K1	110	0	582
Smim40	A0A2I3BQC3	81	0	1540
Gm11837	A0A9L6KDP1	117	0	23180
Fam217b	A2AJW5	387	0	9904
Ctag2l2	A2BG94	208	0	1261
Gm14743	A2BHD2	171	0	5459
Ankrd50	A6H6J9	467	0	35585
Ptpru	B1AUH1	1446	0	69831
Vmn1r180	B9EK86	305	0	5059
Nsun4	C4P6S0	806	0	21034
Vmn2r24	D3YUI0	854	0	46033
Tmed7	D3YZZ5	224	0	37300
Fam170b	E9PXT9	378	0	2827
Heatr4	E9Q357	955	0	30353
Cspg4b	F6RXI4	2391	0	86552
Atf6	F6VAN0	656	1	163097
Dsg3	O35902	993	0	-
Rab33b	O35963	229	1	12312
Cript	O70333	101	1	10260
Ubr1	O70481	1757	1	110446
Zbtb7a	O88939	569	0	17775
Nfatc1	O88942	717	0	-
Hba	P01942	142	0	-
Saa3	P04918	122	0	3702
Sptb	P15508	2128	0	-
Serpine1	P22777	402	0	-
Dcn	P28654	354	0	38534
Rab7a	P51150	207	1	46164
Ccng1	P51945	294	0	6759
Lefty2	P57785	368	0	5995
L3mbtl2	P59178	703	1	24426
Rpl27	P61358	136	0	3231
Pcbd1	P61458	104	0	4993
Cacng7	P62956	275	0	35266
Fv1	P70213	459	0	1379
Sox4	Q06831	440	0	4794
Prss48	Q14B25	312	0	8681
Pilrb	Q2YFS2	224	0	5959
Urgcp	Q5NCI0	926	0	48959
Parl	Q5XJY4	377	1	22569
Itgae	Q60677	1167	0	56863
Mst1r	Q62190	1378	0	13510
Ptprj	Q64455	1238	0	150893
Atp11b	Q6DFW5	1175	0	102170
Astl	Q6HA09	435	0	19012
Sez6l	Q6P1D5	963	0	158034
Gsta13	Q6P8Q0	223	0	12037
Kctd12	Q6WVG3	327	0	-
Ostc	Q78XF5	149	1	13532
Or12j2	Q7TRT9	305	0	4534
Enkd1	Q7TSV9	346	0	4559
Mapda	Q80SY6	360	0	16252
Galp	Q810H5	117	0	19047
Susd6	Q8BGE4	302	0	90325
Csnk1a1	Q8BK63	337	1	34787
Cpsf4	Q8BQZ5	211	0	14828
Spring1	Q8BTG6	205	0	20866
Bbs4	Q8C1Z7	520	1	31518
Tmem252	Q8C353	183	0	8225
Amt	Q8CFA2	403	0	5449
Paxx	Q8K0Y7	205	0	5953
Ppp1r11	Q8K1L5	131	1	-
None	Q8K1L6	111	0	39030
Stxbp5	Q8K400	1152	1	145532
Sgsm3	Q8VCZ6	750	0	34525
Or4a69	Q8VF91	314	0	5812
Or4c104	Q8VF94	310	0	6274
Or4c11b	Q8VGF5	307	0	3791
Or5p55	Q8VGI4	310	0	4711
Acot11	Q8VHQ9	594	0	60443
Ptov1	Q91VU8	416	0	6721
Pcdhgc4	Q91XX0	941	0	26794
Gzmn	Q920S1	248	0	8802
Dpp3	Q99KK7	738	1	21058
Marchf2	Q99M02	246	1	32978
Epdr1	Q99M71	224	0	28221
Lrrc4	Q99PH1	652	0	169916
Rtn4r	Q99PI8	473	0	24766
Ndufa6	Q9CQZ5	131	0	4182
Rchy1	Q9CR50	261	1	14164
Micu3	Q9CTY5	523	0	78850
2310003L06Rik	Q9CV82	495	0	3411
Ola1	Q9CZ30	396	0	126123
Cmss1	Q9CZT6	276	1	304864
Neurl2	Q9D0S4	285	0	-
Uvssa	Q9D479	717	0	41205
Psmd12	Q9D8W5	456	1	24878
Rnf138rt1	Q9D9M9	248	0	1190
Or10d4c	Q9EQ84	314	0	4471
Ppbp	Q9EQI5	113	0	1545
Gdpd2	Q9ESM6	539	0	9022
Doc2g	Q9ESN1	387	0	-
Praf2	Q9JIG8	178	0	2625
Tlr5	Q9JLF7	859	0	-
Spag6	Q9JLI7	507	0	76440
Slc7a8	Q9QXW9	531	0	59737
Abt1	Q9QYL7	269	0	5505
Mnx1	Q9QZW9	404	0	-
Aadat	Q9WVM8	425	0	39745
Sart1	Q9Z315	806	1	11180
Or5k8	A0A140T8K4	308	0	3120
Or10h1	A0A2I3BQR4	319	0	11204
Lekr1	A0A571BF98	690	0	165127
None	A0A9L6KDZ6	49	0	2406
None	A0AAA9WWD5	23	0	-
Gm572	B1ARY8	399	0	32979
Zar1l	C3VD30	291	0	11109
Foxi3	D3Z120	399	0	4535
Sva	E9PX96	165	0	4457
Vmn2r98	E9PZ56	857	0	28951
Vmn2r115	E9Q0E7	857	0	18797
Pira12	E9Q1Z6	680	0	13878
Xkr6	E9Q6C8	638	0	214306
Znf296	E9Q6W4	445	0	3369
Gm5796	E9Q7M8	205	0	17429
Gml2	G5E8L7	176	0	15800
Or2d3	K7N662	307	0	10795
Or8c15	K7N678	312	0	3233
Gm3453	K7N724	263	0	8393
Vmn1r20	K7N778	303	0	6331
Foxd2	O35392	492	0	2591
Dok2	O70469	412	0	12459
Zfp1000	O88245	57	0	170
Ikbkb	O88351	757	1	-
Ifna2	P01573	190	0	-
Wnt1	P04426	370	0	3980
Saa2	P05367	122	0	2523
Zfp28	P10078	825	0	13620
Mapt	P10637	733	0	100700
Tnfrsf9	P20334	256	0	31540
Pdgfb	P31240	241	0	-
Rln1	P47932	185	0	-
Cox6b1	P56391	86	0	9290
Prkcg	P63318	697	0	41911
Ppm1j	Q149T7	507	0	4962
Kmt5a	Q2YDW7	349	0	-
Dnaaf6	Q3KNI6	218	0	1450
Prss38	Q3UKY7	322	0	2988
Lyg2	Q3V1I0	213	0	10570
Gcnt3	Q5JCT0	437	0	6592
Bcap31	Q61335	245	1	29997
Glg1	Q61543	1175	0	104795
Ibsp	Q61711	324	0	12298
Zic2	Q62520	530	0	-
Guk1	Q64520	198	1	8368
Rbl2	Q64700	1135	0	53787
Arhgef11	Q68FM7	1552	0	120475
Hectd1	Q69ZR2	2618	0	-
Ankrd6	Q69ZU8	712	0	146806
Rcbtb1	Q6NXM2	531	0	-
Ttyh3	Q6P5F7	524	0	28453
Crct1	Q6PAI5	102	0	1482
Fchsd1	Q6PFY1	688	0	12343
Camk2n1	Q6QWF9	78	0	5809
Hsh2d	Q6VYH9	334	0	11889
Or5w1	Q7TR43	312	0	2787
Or8b12c	Q7TRE4	310	0	5113
Or2ag16	Q7TRN4	311	0	5508
Mtmr12	Q80TA6	747	0	69468
Negr1	Q80Z24	348	0	754651
Efr3a	Q8BG67	819	1	86782
Nat14	Q8BVG8	206	0	2978
Lypd9	Q8C5Z9	145	0	6774
Manba	Q8K2I4	879	0	-
Fbxo45	Q8K3B1	286	1	17046
Ahsa2	Q8N9S3	331	0	10148
Zwilch	Q8R060	589	0	35960
Vmn1r89	Q8R256	316	0	7637
Vmn1r218	Q8R261	298	0	12957
Nlrp3	Q8R4B8	1033	0	25388
Oxnad1	Q8VE38	311	0	17828
Duoxa1	Q8VE49	341	0	11539
Or2ag13	Q8VFM3	315	0	5365
Ube2e2	Q91W82	201	0	320692
Mapk8	Q91Y86	384	1	69260
Atpaf2	Q91YY4	289	0	17831
Plrg1	Q922V4	513	1	16833
Slc8b1	Q925Q3	585	0	22856
Pex6	Q99LC9	981	0	14078
Cdk5rap3	Q99LM2	503	1	9070
Pard3	Q99NH2	1333	0	548124
Bzw1	Q9CQC6	419	1	14455
Ormdl2	Q9CQZ0	153	1	3743
Xrcc2	Q9CX47	278	0	16013
Cyp2u1	Q9CX98	530	0	14786
Rrs1	Q9CYH6	365	1	2047
Kcnmb2	Q9CZM9	235	0	297673
Dlst	Q9D2G2	454	0	24012
Tssk4	Q9D411	328	0	2355
Senp3	Q9EP97	568	1	8969
Sp5	Q9JHX2	398	0	2806
Gprc5d	Q9JIL6	344	0	12292
Rpl38	Q9JJI8	70	0	3807
Son	Q9QX47	2444	1	31715
Jag2	Q9QYE5	1247	0	21957
Clec5a	Q9R007	190	0	10927
Ptges3	Q9R0Q7	160	0	18318
Ehd1	Q9WVK4	534	0	23371
Clec4d	Q9Z2H6	219	0	13154
Cyp2ab1	S4R196	498	0	17017
Ighv5-4	A0A075B5P9	117	0	531
Trav5-4	A0A075B652	114	0	507
Trav3-4	A0A075B654	114	0	620
Trav7n-6	A0A0B4J1N1	112	0	576
None	A0AAG1F8X7	85	0	-
Or8s10	A1L1B4	308	0	7413
Cimap2	A2AVQ5	414	0	26332
Mup10	A2BIN1	180	0	3939
Odf2	A3KGV1	830	0	42525
Or4c110	A3KGY3	312	0	6952
Garin2	D3YV92	440	0	42981
Or52a5	E9PYY2	315	0	5340
Krtap10-21	E9Q2H5	230	0	692
Gm4841	E9QAA8	417	0	4967
Zfp1004	F6ZS36	494	0	11524
Vmn1r39	G3UWE6	305	0	7312
Smbd1	J3QPC1	141	0	5717
Or2ag1b	K7N641	315	0	6834
Or8c17	L7N210	316	0	1884
Capn2	O08529	700	0	50348
Il13ra1	O09030	424	0	59149
Chil3	O35744	398	0	20010
Eif6	O55135	245	1	7093
Baz1a	O88379	1555	0	-
Pglyrp1	O88593	182	0	19128
Cdc6	O89033	562	0	16139
Lamc1	P02468	1607	0	-
Timp3	P39876	211	0	49134
Rab8a	P55258	207	1	22704
Dlg3	P70175	849	0	50688
Sgcd	P82347	289	0	1092716
Dhrs2	Q149L0	282	0	19428
Sirpd	Q1AN91	178	0	35751
Trim43a	Q3TL54	445	0	7928
Drc1	Q3USS3	753	0	37653
Ksr2	Q3UVC0	951	0	361032
Plekhg3	Q4VAC9	1341	0	49597
Rc3h1	Q4VGL6	1130	1	68560
Eme2	Q56A04	373	1	6601
Tmem199	Q5SYH2	208	1	5117
Dmbt1	Q60997	2085	0	-
Brsk2	Q69Z98	735	0	54496
Primpol	Q6P1E7	537	0	41618
Ankle2	Q6P1H6	964	1	25643
Golm2	Q6P2L7	435	0	69250
Spic	Q6P3D7	242	0	10243
Atg2a	Q6P4T0	1914	1	20667
Bcr	Q6PAJ1	1270	0	124329
Pip5kl1	Q6U7H8	395	0	8985
Acap2	Q6ZQK5	770	1	108833
Spcs3	Q6ZWQ7	180	1	9565
Higd1c	Q76I25	96	0	19422
Adam20	Q7M763	760	0	4030
Or5d14	Q7TR28	314	0	5209
Or2n1e	Q7TRI7	312	0	15375
Or5ac19	Q7TS38	308	0	6519
Abitram	Q80ZQ9	193	1	7256
Znf18	Q810A1	556	0	22064
Mospd3	Q8BGG6	235	0	4413
Fam168a	Q8BGZ2	244	1	135021
Snx14	Q8BHY8	964	0	62211
Ska3	Q8C263	411	0	19624
Wdr26	Q8C6G8	641	1	38773
Samd7	Q8C8Y5	445	0	20881
Ccdc15	Q8C9M2	810	0	72597
Mfsd14b	Q8CIA9	507	0	48312
Nfatc4	Q8K120	901	0	10799
Chrna3	Q8R4G9	499	0	16451
Arap3	Q8R5G7	1538	0	26341
Or4k45	Q8VF48	312	0	8258
Or2y14	Q8VFA8	318	0	10621
Or5p56	Q8VGI6	310	0	6030
Ccdc65	Q8VHI7	493	0	15129
Hnrnpr	Q8VHM5	632	0	48505
Pla1a	Q8VI78	456	0	37028
Oas3	Q8VI93	1138	0	24563
Cdc42ep1	Q91W92	409	0	-
Plpp7	Q91WB2	271	0	15292
Pcdhgb4	Q91XX6	912	0	121501
Ms4a8	Q99N10	290	0	13631
Gsdmc	Q99NB5	468	0	32791
Ubxn6	Q99PL6	442	0	7983
Pgls	Q9CQ60	257	0	8916
Hsbp1	Q9CQZ1	76	1	4434
Art4	Q9CRA0	300	0	9282
None	Q9CWB7	115	0	19535
Pgm3	Q9CYR6	542	0	17465
Cutal	Q9D1U5	156	0	17736
Odad4	Q9D4B2	624	0	26961
Efhd2	Q9D8Y0	240	0	-
Or8g30	Q9EQ95	321	0	10333
Parvg	Q9ERD8	331	0	18952
Slc25a13	Q9QXX4	676	0	175955
Lenep	Q9WVB6	61	0	1805
Hnrnpdl	Q9Z130	301	1	-
Hnrnpc	Q9Z204	313	1	30651
Cldn8	Q9Z260	225	0	2355
Krt16	Q9Z2K1	469	0	2811
Pmm2	Q9Z2M7	242	1	24793
Itpr2	Q9Z329	2701	0	393924
Trav14-3	A0A075B607	120	0	521
Trav16n	A0A075B634	117	0	593
Trav13-2	A0A075B649	110	0	570
Pom121l12	A0A1B0GSJ4	278	0	1038
Or10ag2	A0A2I3BR64	321	0	6576
Cldn34c5	A0A571BDD5	212	0	27841
Gm56820	A0A6I8MWZ3	40	0	19585
H1f10	A0A991ENW0	239	0	1216
Fcmr	A1KXC4	422	0	-
Smurf2	A2A5Z6	748	1	100649
Tmem201	A2A8U2	664	0	22669
Xpnpep2	B1AVD1	674	0	28256
Or8b3b	E9PVZ7	325	0	4740
Aldh3b2	E9Q3E1	479	0	9318
Abca12	E9Q876	2595	0	172634
Usp17lb	E9Q9U0	468	0	2346
Trim15	G3UY57	292	0	6519
Tekt5	G5E8A8	557	0	37542
Vmn1r14	H3BJ46	303	0	9199
Fmo6	J3QMN6	532	0	20964
Vmn1r116	L7N2A6	307	0	923
Pitpnm1	O35954	1243	0	13967
Kcnj1	O88335	372	0	26704
Rnase1	P00683	149	0	-
Csn1s2b	P02664	143	0	16344
Prp2	P05143	317	0	-
Itgam	P05555	1153	0	-
Tcrg-V1	P06325	135	0	-
Ighv1-72	P06328	117	0	477
Hbz	P06467	142	0	1716
Fer1l5	P0DM40	2038	0	49819
Itga5	P11688	1053	0	22477
Fgfr1	P16092	822	0	62064
Cyp19a1	P28649	503	0	102173
Foxa1	P35582	468	0	6288
Psmc2	P46471	433	1	18504
Mmp20	P57748	482	0	46748
Eef2	P58252	858	0	5867
Stx4	P70452	298	1	24725
Erh	P84089	104	0	735
Trio	Q0KL02	3102	0	295197
Trpm1	Q2TV84	1622	0	115940
Lins1	Q3U1D0	764	0	27367
Zfp51	Q3U4L8	781	0	15213
Hdhd2	Q3UGR5	259	1	31215
Gmnc	Q3URY2	333	0	78099
Zfp957	Q3UT76	567	0	35014
Pramel17	Q3UTC0	476	0	9054
Arhgef9	Q3UTH8	516	0	147921
Arap1	Q4LDD4	1452	0	64519
Spag9	Q58A65	1321	1	129994
Ang5	Q5GAN1	145	0	6011
Fa2h	Q5MPP0	372	0	48689
Nr1d2	Q60674	576	0	35073
Spty2d1	Q68FG3	682	1	18015
Edrf1	Q6GQV7	1239	1	-
Acap3	Q6NXL5	833	0	15429
Xpnpep1	Q6P1B1	623	0	108288
Atp5mk	Q78IK2	58	0	7183
Smap2	Q7TN29	428	0	48930
Syt14	Q7TN84	555	0	144542
Or4c1	Q7TQZ8	313	0	7288
Or2h1	Q7TRL3	312	0	7660
Selenoi	Q80TA1	398	0	39846
Zc3hc1	Q80YV2	501	1	24648
H2-M10.6	Q85ZW5	330	0	3393
Rnf152	Q8BG47	203	0	79796
Cdhr3	Q8BL00	831	0	59079
Sowaha	Q8BLS7	548	0	3701
Mageb18	Q8BQR7	327	0	480693
Gpr89	Q8BS95	455	1	37065
COA4	Q8BT51	87	0	3298
Golim4	Q8BXA1	655	0	81865
Zbtb37	Q8C3U9	504	0	31927
Unc119b	Q8C4B4	251	1	12425
Itch	Q8C863	864	1	93346
Lin52	Q8CD94	116	1	-
Gstm4	Q8R5I6	218	0	4486
Vmn1r42	Q8VBS7	329	0	33840
Or2y1g	Q8VFA7	311	0	4465
Or6c212	Q8VFI4	319	0	8154
Or6c208	Q8VFZ9	319	0	6115
Or10j27	Q8VG32	310	0	9325
Or2n1b	Q8VG94	312	0	5988
Or13p5	Q8VGB1	315	0	4731
Leap2	Q91V13	76	0	989
Insig2	Q91WG1	225	1	28236
Mgat2	Q921V5	442	1	2613
Abcf2	Q99LE6	628	1	12122
Tdrd1	Q99MV1	1172	0	43803
Fam32a	Q9CR80	112	1	4688
Ppp1r3g	Q9CW07	347	0	11549
Slco6d1	Q9D5W6	683	0	95867
Krt34	Q9D646	392	0	4207
Ifi35	Q9D8C4	286	0	10291
Gtf2e2	Q9D902	292	1	45340
Med27	Q9DB40	311	0	177974
Mkrn2	Q9ERV1	416	1	20722
Arl3	Q9WUL7	182	1	42102
Zfp68	Q9Z116	606	0	16109
Mrgpra2a	A0A0R4J1Z0	331	0	25811
3110040M04Rik	A0A286YDK0	300	0	1673
4930447F04Rik	A2AFR2	126	0	863
Slc43a3	A2AVZ9	502	0	21930
Zfp952	B0V2W4	504	0	12328
Mllt6	B1AR10	1109	0	22049
Mbd5	B1AYB6	1498	1	375897
Ankhd1	E9PUR0	2548	0	98926
Ccdc121rt2	E9Q3K0	461	0	2312
Gstp3	F6RWR5	210	0	2092
Cd209f	G3UVT9	255	0	3048
Cyp4f40	G3UW81	524	0	18014
Vmn1r117	L7N2C9	307	0	923
Foxm1	O08696	760	0	-
Pcdh12	O55134	1180	0	17313
Rhox6	O70238	227	0	2947
Aoc3	O70423	765	0	11333
Pdk4	O70571	412	0	12958
Gpr33	O88416	339	0	5060
C3	P01027	1663	0	24166
Ighg2a	P01865	398	0	-
Col3a1	P08121	1464	0	38168
Slurp2	P0DP59	97	0	3929
Defa2	P28309	93	0	-
Kif3a	P28741	701	0	34588
Kif5a	P33175	1027	0	37652
Rab6a	P35279	208	1	33858
P2ry1	P49650	373	0	6187
Hsd17b4	P51660	735	1	68068
Hccs	P53702	272	1	70179
Crybb2	P62696	205	0	11859
Amelx	P63277	210	0	11086
Nfix	P70257	488	0	100468
Pla2g6	P97819	807	1	42162
Tek	Q02858	1122	0	135687
Tigd2	Q0VBL1	525	1	3163
Ankdd1b	Q14DN9	521	0	55133
Kcna7	Q17ST2	489	0	4110
Fscn2	Q32M02	492	0	6634
Treml4	Q3LRV9	263	0	11065
Vmn1r11	Q3SXA2	299	0	6162
Otulin	Q3UCV8	352	1	88058
Trappc14	Q3UTZ3	580	0	4377
Kctd16	Q5DTY9	427	0	274668
Taar9	Q5QD04	348	0	1046
Taar8b	Q5QD06	344	0	1034
Trav6d-4	Q5R1I0	115	0	479
Sco1	Q5SUC9	284	0	14400
Vmn1r195	Q5SVD6	316	0	10708
Or8b8	Q60882	310	0	6795
Foxg1	Q60987	481	0	4201
Cyp7b1	Q60991	507	0	171388
Mapk10	Q61831	464	0	-
Zpr1	Q62384	459	1	9579
Polr2k	Q63871	58	1	3000
Pik3c3	Q6PF93	887	0	75379
Clca4a	Q6Q473	924	0	-
Cyp2r1	Q6VVW9	501	0	13290
Tm7sf2	Q71KT5	418	0	5552
Tas2r114	Q7M722	309	0	929
Inava	Q7TN12	663	0	20733
Or10aa1	Q7TRV9	314	0	3706
Lats2	Q7TSJ6	1042	0	68726
Fnip2	Q80TD3	1108	0	111822
Nol12	Q8BG17	217	1	8705
Ccny	Q8BGU5	341	1	137850
Ganab	Q8BHN3	944	1	18601
Ppp1r18	Q8BQ30	594	0	10003
Ppfia2	Q8BSS9	1257	0	-
Asph	Q8BSY0	741	0	221275
Abhd18	Q8C1A9	464	0	91168
Nlrp4b	Q8C6J9	863	0	42379
Rsph6a	Q8CDR2	708	0	19757
Bcor	Q8CGN4	1759	0	123615
Acad10	Q8K370	1069	0	39488
Vmn1r201	Q8R262	300	0	6778
Or2ag12	Q8VF89	316	0	5579
Or6c213	Q8VFI2	313	0	6350
Gatad2b	Q8VHR5	594	1	70229
Hdhd5	Q91WM2	419	0	21825
Pcdhb8	Q91XZ2	779	0	3483
Rxfp2	Q91ZZ5	737	0	63509
Atad3a	Q925I1	591	1	20452
Tnpo2	Q99LG2	887	0	20668
Tspan31	Q9CQ88	210	1	2984
Tm4sf20	Q9CQY8	226	0	11812
Nup37	Q9CWU9	326	0	31398
Dnase1l2	Q9D1G0	278	0	3024
Kat8	Q9D1P2	458	1	13321
Rnase6	Q9D244	153	0	-
Ceacam20	Q9D2Z1	577	0	25692
Cmtm5	Q9D6G9	156	0	3013
Rexo2	Q9D8S4	237	1	12111
Spmip9	Q9DAG4	180	0	5840
Stra6l	Q9DBN1	621	0	38344
Heyl	Q9DBX7	326	0	16319
Iyd	Q9DCX8	285	0	14637
Cml1	Q9JIZ0	222	0	5533
Prss30	Q9QYZ9	310	0	8440
Ate1	Q9Z2A5	516	0	128876
Ighv8-11	A0A075B5X4	119	0	442
Trav16	A0A075B653	116	0	601
Gm28576	A0A087WRP6	222	0	26254
