Genename	UniProtID	Length	Hk	genelength
RUFY4	Q6ZNE9	571	0	55624
DBX2	Q6ZNG2	339	0	36427
None	Q6ZS92	163	0	-
None	Q6ZSR6	202	0	-
KCP	Q6ZWJ8	1568	0	48677
OTOP2	Q7RTS6	562	0	10962
BHLHA9	Q7RTU4	235	0	1371
RALGAPB	Q86X10	1494	0	106043
KRT73	Q86Y46	540	0	10989
AGGF1	Q8N302	714	1	35983
FIBCD1	Q8N539	461	0	36848
PAF1	Q8N7H5	531	1	5525
CCNYL1	Q8N7R7	359	0	50299
None	Q8N814	137	0	-
None	Q8N976	141	0	-
None	Q8N9P0	234	0	-
OR4X1	Q8NH49	305	0	917
DCAF11	Q8TEB1	546	1	11047
FBF1	Q8TES7	1133	0	31566
SSC4D	Q8WTU2	575	0	20363
TOMM40L	Q969M1	308	0	4807
ZBTB9	Q96C00	473	0	3574
MMAB	Q96EY8	250	0	19865
CAPZA3	Q96KX2	299	0	1069
TBC1D32	Q96NH3	1257	0	255251
YPEL4	Q96NS1	127	0	4857
KCNJ15	Q99712	375	0	151808
TIPIN	Q9BVW5	301	0	50555
SSBP4	Q9BWG4	385	0	15698
SCRT1	Q9BWW7	348	0	5917
FAM234A	Q9H0X4	552	1	37662
NAPB	Q9H115	298	0	47000
None	Q9H521	79	0	-
MANSC1	Q9H8J5	431	0	24186
ZDBF2	Q9HCK1	2354	0	39764
PARP11	Q9NR21	338	0	82401
RRP7BP	Q9NSQ0	103	0	-
ATP10D	Q9P241	1426	0	108211
ZNFX1	Q9P2E3	1918	0	40480
GAGE2D	Q9UEU5	116	0	-
RAB22A	Q9UL26	194	0	57792
FZD4	Q9ULV1	537	0	9716
DHRS7	Q9Y394	339	0	25737
LSM5	Q9Y4Y9	91	0	9945
GTF3C3	Q9Y5Q9	886	1	36690
PUS1	Q9Y606	427	0	16696
TRAJ21	A0A075B6V2	18	0	54
TRBV18	A0A087X0M5	115	0	699
GREP1	A0A0J9YXV3	536	0	14039
TAF11L4	A0A1W2PPE2	198	0	596
LOC122526780	A0A590UJ96	1178	0	62564
KRTAP23-1	A1A580	65	0	207
TRAPPC13	A5PLN9	417	0	41444
TRABD2B	A6NFA1	517	0	236857
FHAD1	B1AJZ9	1412	0	163762
TMEM233	B4DJY2	109	0	49301
HSBP1L1	C9JCN9	74	0	6240
CPLX1	O14810	134	0	41172
CASQ2	O14958	399	0	139883
DYNC1LI2	O43237	492	1	30716
STX6	O43752	255	0	50409
TADA3	O75528	432	1	13044
LYPD3	O95274	346	0	4821
FGG	P02679	453	0	8833
F13B	P05160	661	0	28519
IGFBP1	P08833	259	0	5300
NMB	P08949	121	0	3434
HOXC6	P09630	235	0	40199
OCM2	P0CE71	109	0	6482
CMPK1	P30085	196	1	61076
RNASE4	P34096	147	0	16656
PCP4	P48539	62	0	61959
ENTPD1	P49961	510	0	165487
TNFSF10	P50591	281	0	17967
HDGF	P51858	240	0	24816
DLX5	P56178	289	0	4554
RPL32	P62910	135	1	7097
PDIA2	Q13087	525	0	4051
ORC1	Q13415	861	0	31594
ZNF345	Q14585	488	0	62668
PSG5	Q15238	335	0	20280
SEC23B	Q15437	767	0	53895
DIXDC1	Q155Q3	683	0	95509
AAK1	Q2M2I8	961	0	216352
KRTAP19-4	Q3LI73	84	0	341
CDON	Q4KMG0	1287	0	107539
CCDC38	Q502W7	563	0	75587
ZNF789	Q5FWF6	425	0	30760
TTC32	Q5I0X7	151	0	5352
SYT6	Q5T7P8	510	0	64589
FAM78B	Q5VT40	261	0	109575
LIPK	Q5VXJ0	399	0	46527
CDC42EP5	Q6NZY7	148	0	8270
ZNF793	Q6ZN11	406	0	41823
CFAP47	Q6ZTR5	3187	0	465583
RNF44	Q7L0R7	432	1	11313
WAPL	Q7Z5K2	1190	0	86536
PHLDB2	Q86SQ0	1253	0	244020
SHLD2	Q86V20	835	0	97304
CYP4Z1	Q86W10	505	0	51087
PDSS2	Q86YH6	399	0	307002
TDRP	Q86YL5	185	0	55978
RIOX2	Q8IUF8	465	0	30639
CTAGE4	Q8IX94	777	0	2614
FBXL6	Q8N531	539	0	3945
FAM86B1	Q8N7N1	296	0	12037
CEP112	Q8N8E3	955	0	556596
POMGNT2	Q8NAT1	580	0	26856
GLB1L3	Q8NCI6	653	0	45319
RBM15B	Q8NDT2	890	0	6623
HIPK4	Q8NE63	616	0	10910
OR52K2	Q8NGK3	314	0	1066
SLC20A1	Q8WUM9	679	0	17886
THEM6	Q8WUY1	208	0	9704
SHC3	Q92529	594	0	173047
EZH1	Q92800	747	0	44774
ARHGEF1	Q92888	912	0	46977
PTP4A1	Q93096	173	0	61842
CCDC97	Q96F63	343	1	14701
DOCK7	Q96N67	2140	0	234088
PGLYRP2	Q96PD5	576	0	30311
GBP4	Q96PP9	640	0	17798
SNX18	Q96RF0	628	0	28827
ATP6V0B	Q99437	205	1	3808
HSD17B14	Q9BPX1	270	0	23492
CCDC3	Q9BQI4	270	0	203027
MTG1	Q9BT17	334	0	28426
HDAC8	Q9BY41	377	0	243585
TRIM2	Q9C040	744	0	187156
FZD8	Q9H461	694	0	4049
C11orf16	Q9NQ32	467	0	12930
FBXO8	Q9NRD0	319	0	47009
NRBP2	Q9NSY0	501	0	7390
PKDREJ	Q9NTG1	2253	0	7680
SIDT1	Q9NXL6	827	0	97159
NYNRIN	Q9P2P1	1898	0	20280
LNPEP	Q9UIQ6	1025	0	102119
APPL1	Q9UKG1	709	1	50379
RCOR1	Q9UKL0	485	0	137912
AGO2	Q9UKV8	859	0	115477
L1RE1	Q9UN81	338	0	-
A4GNT	Q9UNA3	340	0	8677
OR51B4	Q9Y5P0	310	0	932
TNFRSF18	Q9Y5U5	241	0	3084
HS3ST3B1	Q9Y662	390	0	48323
SAR1B	Q9Y6B6	198	0	48122
CSNKA2IP	A0A1B0GTH6	734	0	129178
SCYGR4	A0A286YEV6	105	0	317
LOC122513141	A0A2R8Y4M4	201	0	1867
None	A0A8V8TLY5	104	0	659
TRAJ40	A0N4X2	20	0	60
SLC66A1LP	A1A4F0	135	0	-
BTBD17	A6NE02	478	0	5452
LST1	O00453	97	0	2785
APAF1	O14727	1248	0	90284
SLC22A2	O15244	555	0	106577
EIF3D	O15371	548	1	18329
TRAF3IP2	O43734	574	0	51525
DIAPH2	O60879	1101	0	920285
ADAM11	O75078	769	0	22858
FLOT1	O75955	427	0	15021
EOMES	O95936	686	0	6762
THY1	P04216	161	0	9509
PKHD1	P08F94	4074	0	472314
GSTP1	P09211	210	0	2914
CSF1	P09603	554	0	20750
ALOX5AP	P20292	161	0	50948
PRKCH	P24723	683	0	363421
ADORA2A	P29274	412	0	24478
ALDH1B1	P30837	517	0	5959
HSPA4	P34932	840	1	54436
SERPINB5	P36952	375	0	28127
PEX19	P40855	299	0	9541
LEP	P41159	167	0	16351
NAMPT	P43490	491	0	37668
LPAR6	P43657	344	0	55137
SLC16A1	P53985	500	0	45746
EMP1	P54849	157	0	23218
MFAP3	P55082	362	0	181519
POLE2	P56282	527	0	44867
GPSM2	P81274	684	0	59195
COL4A3	Q01955	1670	0	150168
SRSF9	Q13242	221	1	34274
MPP2	Q14168	576	0	34354
GBX1	Q14549	363	0	26736
RAB3GAP1	Q15042	981	1	124378
RABEP1	Q15276	862	0	104075
TAF11	Q15544	211	1	11730
TBCE	Q15813	527	0	85083
ZNF141	Q15928	474	0	47054
PRSS53	Q2L4Q9	553	0	6191
TRIM16L	Q309B1	348	0	-
NRN1L	Q496H8	165	0	3970
CCDC40	Q4G0X9	1142	0	63981
OCIAD2	Q56VL3	154	0	21918
CCDC158	Q5M9N0	1113	0	108871
MUC21	Q5SSG8	566	0	6190
MEI1	Q5TIA1	1274	0	99953
ALS2CL	Q60I27	953	0	24709
TPGS2	Q68CL5	300	0	51569
H2AC18	Q6FI13	130	0	532
CCDC70	Q6NSX1	222	0	4263
PRSS54	Q6PEW0	395	0	15050
UNQ6494/PRO21346	Q6UXR6	183	0	-
SPATA31E1	Q6ZUB1	1445	0	6026
EMSY	Q7Z589	1322	0	108108
SPATA24	Q86W54	205	0	7526
BAGE4	Q86Y28	39	0	-
DCP1B	Q8IZD4	617	0	58482
TAGAP	Q8N103	731	0	61355
TMEM123	Q8N131	208	0	74052
DYNAP	Q8N1N2	210	0	11736
CLIP4	Q8N3C7	705	0	102072
MINK1	Q8N4C8	1332	0	64721
CBY2	Q8NA61	448	0	12239
GSTCD	Q8NEC7	633	0	138947
OR51S1	Q8NGJ8	323	0	971
AZIN2	Q96A70	460	0	42388
NXNL1	Q96CM4	212	0	5501
ZNF594	Q96JF6	807	0	12333
DHRS1	Q96LJ7	313	0	9182
SLC49A4	Q96SL1	478	0	86070
MAP7D2	Q96T17	732	0	110194
SPEN	Q96T58	3664	1	104361
TBL1Y	Q9BQ87	522	0	191284
CORO1B	Q9BR76	489	0	8311
RTF2	Q9BY42	306	1	50864
B3GNT5	Q9BYG0	378	0	45251
FGF23	Q9GZV9	251	0	11485
ISCU	Q9H1K1	167	1	6786
COQ10B	Q9H8M1	238	1	21817
VIPAS39	Q9H9C1	493	0	31277
NDUFA4L2	Q9NRX3	87	0	5812
RXFP3	Q9NSD7	469	0	2532
MCUB	Q9NWR8	336	0	128510
DOK5	Q9P104	306	0	175576
EIF3K	Q9UBQ5	218	1	17873
NRBP1	Q9UHY1	535	1	14469
TBX21	Q9UL17	535	0	12886
PLAAT4	Q9UL19	164	0	12000
APLN	Q9ULZ1	77	0	9697
PRPF19	Q9UMS4	504	1	16038
COPS3	Q9UNS2	423	0	34657
WDR7	Q9Y4E6	1490	0	378468
PLEKHM1	Q9Y4G2	1056	0	54858
CAPN7	Q9Y6W3	813	0	46764
TRAV6	A0A075B6T7	132	0	591
TRAJ42	A0A075B6Y9	20	0	65
None	A0A1B0GVY7	632	0	10224
None	A0AAG2TV48	102	0	-
TMEM89	A2RUT3	159	0	1010
RBMY1E	A6NEQ0	496	0	14424
SPDYE5	A6NIY4	402	0	11996
LINC02906	E5RJ46	101	0	-
HAT1	O14929	419	1	61238
CFLAR	O15519	480	0	60533
P2RX6	O15547	441	0	18205
KIF5C	O60282	957	0	151532
CST7	O76096	145	0	10659
NDUFA7	O95182	113	0	12607
PTTG1	O95997	202	0	6884
KRT6B	P04259	564	0	5495
TUBB	P07437	444	1	5225
OR8U8	P0C7N1	319	0	-
PRSS56	P0CW18	603	0	5328
IAPP	P10997	89	0	25021
GP1BB	P13224	206	0	1232
PKM	P14618	531	0	32790
POLR2E	P19388	210	0	8806
NMT1	P30419	496	1	151024
TXK	P42681	527	0	71092
TNNT2	P45379	298	0	18756
IQGAP1	P46940	1657	0	113997
RPIA	P49247	311	1	59256
SULT1A1	P50225	295	0	4848
ANXA11	P50995	505	1	54683
MYL6	P60660	151	1	5150
RPL39	P62891	51	1	5126
SHC2	P98077	582	0	44444
ZXDA	P98168	799	0	5028
RPL18A	Q02543	176	1	4243
ATP5MC2	Q06055	141	0	44682
RBL2	Q08999	1139	0	57671
KLF10	Q13118	480	0	6941
RLF	Q13129	1914	0	79534
GTF2H2	Q13888	395	0	32673
TRAM2	Q15035	370	0	79652
FAM187B	Q17R55	369	0	3939
IFI44L	Q53G44	452	0	26243
MDH1B	Q5I0G3	518	0	27565
PPM1J	Q5JR12	505	0	5338
SMIM40	Q5STR5	79	0	5651
LELP1	Q5T871	98	0	1690
SHOC1	Q5VXU9	1444	0	108837
ANKRD34A	Q69YU3	496	0	5134
MZT2B	Q6NZ67	158	1	8992
ZNF474	Q6S9Z5	364	0	53112
APOOL	Q6UXV4	268	0	89438
ZNF517	Q6ZMY9	492	0	12293
PGAP1	Q75T13	922	0	94792
ZNF367	Q7RTV3	350	0	32429
ZNF571	Q7Z3V5	609	0	40010
ZNF467	Q7Z7K2	595	0	9406
RHPN2	Q8IUC4	686	0	86296
PDZD9	Q8IXQ8	264	0	17251
OTUD6B	Q8N6M0	293	0	16899
RCBTB1	Q8NDN9	531	0	53612
SETD9	Q8NE22	299	0	16272
OR4D10	Q8NGI6	311	0	6046
OR1K1	Q8NGR3	316	0	950
OR2A12	Q8NGT7	310	0	12675
ABHD4	Q8TB40	342	1	14673
RBM46	Q8TBY0	533	0	47600
ANKRD24	Q8TF21	1146	0	42125
ARB2A	Q8WUF8	416	0	493974
PHLDA1	Q8WV24	401	0	6329
RSPH1	Q8WYR4	309	0	23760
ALG3	Q92685	438	0	7247
CORO2A	Q92828	525	0	71662
COPS5	Q92905	334	1	40704
PTER	Q96BW5	349	0	76802
PLEKHB2	Q96CS7	222	0	248862
OMA1	Q96E52	524	0	131418
MISP3	Q96FF7	219	0	2526
LINC00526	Q96FQ7	95	0	-
ACY3	Q96HD9	319	0	8175
ABCC11	Q96J66	1382	0	81795
LRRC37B	Q96QE4	947	0	46121
DNAJC7	Q99615	494	1	44955
ARHGDIG	Q99819	225	0	2560
APOL4	Q9BPW4	351	0	15716
CMSS1	Q9BQ75	279	0	363895
URM1	Q9BTM9	101	1	20655
ADAM19	Q9H013	955	0	180241
MTIF3	Q9H2K0	278	0	14948
SH3GLB2	Q9NR46	395	0	21295
TPSG1	Q9NRR2	321	0	4142
SPTLC3	Q9NUV7	552	0	160131
SLC25A37	Q9NYZ2	338	0	46507
FBXO40	Q9UH90	709	0	36916
MED13	Q9UHV7	2174	1	122673
RAB21	Q9UL25	225	0	45423
SUFU	Q9UMX1	484	0	129563
SHANK2	Q9UPX8	1849	0	784723
WDR83OS	Q9Y284	106	1	1342
CACNG2	Q9Y698	323	0	142895
PPIAL4C	A0A0B4J2A2	164	0	759
TMEM247	A6NEH6	219	0	4860
STRCP1	A6NGW2	1772	0	-
USP17L5	A8MUK1	530	0	1592
PMM2	O15305	246	0	73711
TGM5	O43548	720	0	34338
GET3	O43681	348	1	11184
FZD6	O60353	706	0	34433
HSF2BP	O75031	334	0	130302
TMCC2	O75069	709	0	57686
SNRNP200	O75643	2136	0	46933
NCR1	O76036	304	0	9992
SYF2	O95926	243	1	10226
ADH1B	P00325	375	0	16430
RPLP1	P05386	114	1	3391
UGT2B4	P06133	528	0	45849
QDPR	P09417	244	0	51945
CXorf51B	P0DPH9	108	0	640
CENPVL2	P0DPI3	272	0	1619
ODC1	P11926	461	0	8359
PRLR	P16471	622	0	181731
ZBTB25	P24278	435	0	56107
S100A11	P31949	105	0	15401
SLC16A2	P36021	539	0	112424
SCNN1A	P37088	669	0	30887
LGALS7	P47929	136	0	2549
CD151	P48509	253	0	6944
METAP2	P50579	478	0	42319
HLCS	P50747	726	0	241610
STAT2	P52630	851	0	18606
PTEN	P60484	403	1	109292
LCN6	P62502	163	0	4508
KIF23	Q02241	960	0	34181
SOX4	Q06945	474	0	4868
POLE	Q07864	2286	0	63623
RAD51AP2	Q09MP3	1159	0	7861
HSD52	Q0P140	79	0	-
PIN1	Q13526	163	1	14432
PTK2B	Q14289	1009	0	147909
ZNF266	Q14584	549	0	23144
ID2B	Q14602	36	0	-
RASA2	Q15283	850	0	128317
INA	Q16352	499	0	13208
EXT1	Q16394	746	0	317336
DGKD	Q16760	1214	0	117610
UVSSA	Q2YD98	709	0	50298
EDRF1	Q3B7T1	1238	0	44628
KRTAP21-2	Q3LI59	83	0	465
CDNF	Q49AH0	187	0	19330
CEP78	Q5JTW2	689	0	43628
UBE2NL	Q5JXB2	153	0	1189
TSBP1	Q5SRN2	563	0	83381
PHETA2	Q6ICB4	259	0	5190
C8orf74	Q6P047	294	0	27962
ANKRD16	Q6P6B7	361	0	28290
DHRS4L2	Q6PKH6	232	0	36534
BRICD5	Q6PL45	260	0	1652
PADI6	Q6TGC4	694	0	29503
IL27RA	Q6UWB1	636	0	21456
DRAM2	Q6UX65	266	0	23040
THSD4	Q6ZMP0	1018	0	686431
BHLHA15	Q7RTS1	189	0	4018
SLC35E3	Q7Z769	313	0	47839
PROSER2	Q86WR7	435	0	48938
SYNE4	Q8N205	404	0	5506
JAGN1	Q8N5M9	183	1	3775
METTL13	Q8N6R0	699	0	32363
C12orf76	Q8N812	135	0	-
FAM184A	Q8NB25	1140	0	189624
SRFBP1	Q8NEF9	429	0	113595
FAM83F	Q8NEG4	500	0	48580
ZSWIM2	Q8NEG5	633	0	21733
OR9Q1	Q8NGQ5	310	0	157735
OR52J3	Q8NH60	311	0	935
AKR7L	Q8NHP1	331	0	-
MFSD8	Q8NHS3	518	0	48235
TSPEAR	Q8WU66	669	0	213679
LEO1	Q8WVC0	666	0	33753
RASSF5	Q8WWW0	418	0	81917
DGCR8	Q8WYQ5	773	0	31656
MOAP1	Q96BY2	351	1	2732
FAXDC2	Q96IV6	333	0	40760
SRPK1	Q96SB4	655	0	88376
CGRRF1	Q99675	332	0	29480
FANCD2	Q9BXW9	1451	0	75562
ZNF644	Q9H582	1327	0	106974
SUV39H2	Q9H5I1	410	0	25495
RABEP2	Q9H5N1	569	0	32105
NANOG	Q9H9S0	305	0	11352
CDH20	Q9HBT6	801	0	222349
CNNM1	Q9NRU3	951	0	64974
TREX1	Q9NSU2	314	0	1834
PDP2	Q9P2J9	529	0	17165
DNAJB9	Q9UBS3	223	1	4983
DNAH17	Q9UFH2	4462	0	153699
ATP5IF1	Q9UII2	106	1	10797
DAPK2	Q9UIK4	370	0	164997
SYNPO2	Q9UMS6	1093	0	210559
PLA2G2D	Q9UNK4	145	0	7627
FAM32A	Q9Y421	112	1	6666
IGKV2D-30	A0A075B6S6	120	0	820
THSD8	A0A1W2PP97	115	0	11550
SCPPPQ1	A0A411D538	79	0	10248
None	A0AAG2SWP8	123	0	-
None	A0AAQ5BGK1	37	0	-
CDHR4	A6H8M9	788	0	9141
TMEM88B	A6NKF7	163	0	4384
FAM25G	B3EWG6	89	0	4481
USP17L10	C9JJH3	530	0	1592
USP17L19	D6RCP7	530	0	1592
PLK4	O00444	970	0	18331
PPP6C	O00743	305	1	43366
AIM2	O14862	343	0	131714
FYB1	O15117	783	0	169276
ZBTB7B	O15156	539	0	15893
RRP8	O43159	456	0	8544
N4BP1	O75113	896	1	81422
STBD1	O95210	358	0	4397
ERCC1	P07992	297	0	71494
CYC1	P08574	325	1	2486
GNAI3	P08754	354	0	51580
ZNF705B	P0CI00	300	0	26076
PTTG1IP2	P0DTF9	154	0	43758
PDHB	P11177	359	0	6227
KRT15	P19012	456	0	8784
GCSH	P23434	173	0	14450
BRD2	P25440	801	0	12911
AQP1	P29972	269	0	13664
GJA4	P35212	333	0	2748
OPRM1	P35372	400	0	236371
NUP62	P37198	522	0	22939
GRIA3	P42263	894	0	306762
MAP1B	P46821	2468	0	102331
GNG10	P50151	68	1	8621
ADCY7	P51828	1080	0	71998
PRELP	P51888	382	0	15546
H2BC12L	P57053	126	0	466
ZNF33B	Q06732	778	0	64385
SPAG11B	Q08648	103	0	20990
MGAT3	Q09327	533	0	35182
MAPK7	Q13164	816	0	5823
PTPRR	Q15256	657	0	282665
TCEA2	Q15560	299	0	22511
FBXO43	Q4G163	708	0	12466
KLHL22	Q53GT1	634	0	54325
HERC4	Q5GLZ8	1057	0	153402
PIGG	Q5H8A4	983	0	40990
ODR4	Q5SWX8	454	1	45540
ZBTB37	Q5TC79	503	0	35465
ZNF658	Q5TYW1	1059	0	75715
TAF3	Q5VWG9	929	0	198134
CENPP	Q6IPU0	288	0	294576
CNKSR3	Q6P9H4	555	0	123170
NHS	Q6T4R5	1651	0	360794
COLCA1	Q6ZS62	124	0	-
TTLL7	Q6ZT98	887	0	134126
PTF1A	Q7RTS3	328	0	1933
KRT26	Q7Z3Y9	468	0	5963
CSMD3	Q7Z407	3707	0	1214011
C11orf96	Q7Z7L8	435	0	-
IQCA1	Q86XH1	822	0	183388
GCNT2	Q8N0V5	402	0	137145
PRR23E	Q8N813	242	0	5054
TRIML1	Q8N9V2	468	0	8302
BOLL	Q8N9W6	283	0	59883
DOCK8	Q8NF50	2099	0	250405
OR51A7	Q8NH64	312	0	5679
SLC38A4	Q969I6	547	0	67647
RPE	Q96AT9	228	0	19695
FGGY	Q96C11	551	0	514009
TM4SF19	Q96DZ7	209	0	19161
CMTM5	Q96DZ9	223	0	2999
DISP1	Q96F81	1524	0	190973
PCED1B	Q96HM7	432	0	157059
ZFP91	Q96JP5	570	1	42487
CDHR1	Q96JP9	859	0	25084
EGLN2	Q96KS0	407	1	9438
SIGLEC12	Q96PQ1	595	0	10573
XPO6	Q96QU8	1125	0	113989
OR4K3	Q96R72	315	0	-
LINC01587	Q99440	93	0	-
DDX50	Q9BQ39	737	1	45561
VPS25	Q9BRG1	176	1	6150
SHANK2-AS3	Q9BTD1	123	0	-
VAMP8	Q9BV40	100	0	20469
C1QTNF7	Q9BXJ2	289	0	106349
FGFBP2	Q9BYJ0	223	0	9064
KRTAP4-9	Q9BYQ8	210	0	1099
WNT10A	Q9GZT5	417	0	18729
SLC26A1	Q9H2B4	701	0	14367
SIAE	Q9HAT2	523	0	62594
ZFP14	Q9HCL3	533	0	44748
ACOXL	Q9NUZ1	547	0	386009
SCOC	Q9UIL1	159	0	128442
USP18	Q9UMW8	372	0	27554
PCDHA7	Q9UN72	937	0	178099
ERVK-19	Q9WJR5	959	0	-
MAST1	Q9Y2H9	1570	0	41001
SIRT4	Q9Y6E7	314	0	10933
ICOS	Q9Y6W8	199	0	24814
IGHV1-69-2	A0A0G2JMI3	117	0	437
FAM240B	A0A1B0GVZ2	78	0	25867
KANSL1L	A0AUZ9	987	0	149988
CFAP69	A5D8W1	941	0	65889
ANKRD33B	A6NCL7	494	0	93746
FAM25C	B3EWG5	89	0	4469
USP17L11	C9JVI0	530	0	1592
ETV2	O00321	342	0	3126
CCN1	O00622	381	0	3828
SYNJ2	O15056	1496	0	117313
DCLK1	O15075	740	0	362730
STX7	O15400	261	0	67331
HOXC11	O43248	304	0	4517
CTIF	O43310	598	0	328437
ADGRB3	O60242	1522	0	755289
SLIT1	O75093	1534	0	187921
FRAT2	O75474	233	0	2232
IGKV1D-39	P04432	117	0	499
APELA	P0DMC3	54	0	21787
TPRX2	P0DV77	301	0	2486
XRCC5	P13010	732	1	98839
F3	P13726	295	0	12586
PZP	P20742	1482	0	59555
NKTR	P30414	1462	0	48080
ZNF93	P35789	620	0	62551
FEN1	P39748	380	0	4327
MAGEA4	P43358	317	0	12676
GATA4	P43694	442	0	83043
SLC25A1	P53007	311	0	3158
DVL1P1	P54792	670	0	-
DRG2	P55039	364	0	20078
SESN3	P58005	492	0	67028
FAM3B	P58499	235	0	53515
PKIA	P61925	76	0	88927
SNRPD2	P62316	118	1	5109
RBP5	P82980	135	0	13153
CXCL9	Q07325	125	0	6234
PMPCA	Q10713	525	1	17362
MAD2L1	Q13257	205	0	11235
MAMLD1	Q13495	774	0	152756
NCOA4	Q13772	614	0	25535
RAPGEF1	Q13905	1077	0	163306
INPP5A	Q14642	412	0	245693
ANKRD1	Q15327	319	0	8991
OCLN	Q16625	522	0	65812
KLHL38	Q2WGJ6	581	0	9359
CEP55	Q53EZ4	464	0	32480
SAMD9	Q5K651	1589	0	18510
KLHDC7A	Q5VTJ3	777	0	5044
NANOGP8	Q6NSW7	305	0	1885
GPR153	Q6NV75	609	0	13745
MED27	Q6P2C8	311	0	226939
THADA	Q6YHU6	1953	0	365187
CDC37L1	Q7L3B6	337	1	28840
AMZ2	Q86W34	360	0	52231
RASSF3	Q86WH2	238	0	190563
KLB	Q86Z14	1044	0	44603
CDKL3	Q8IVW4	592	0	84697
CUL9	Q8IWT3	2517	0	42403
ZC3H3	Q8IXZ2	948	1	103788
VPS52	Q8N1B4	723	1	21792
SYS1	Q8N2H4	156	1	14861
OR52E2	Q8NGJ4	325	0	977
TERB2	Q8NHR7	220	0	22542
ANGPTL6	Q8NI99	470	0	10340
KCNG3	Q8TAE7	436	0	51965
RIN3	Q8TB24	985	0	175213
PLPPR1	Q8TBJ4	325	0	296426
ZNF596	Q8TC21	504	0	32566
NUDT8	Q8WV74	236	0	1999
UBE2Q2	Q8WVN8	375	0	57771
SEC14L1	Q92503	715	0	128352
TIFA	Q96CG3	184	0	12987
OTUB2	Q96DC9	234	0	22590
SENP5	Q96HI0	755	1	66858
C20orf173	Q96LM9	149	0	6466
LYSMD1	Q96S90	227	0	6200
SEPTIN5	Q99719	369	0	9721
COQ7	Q99807	217	0	12481
PAAF1	Q9BRP4	392	0	54415
FUCA2	Q9BTY2	467	0	16908
ZNF747	Q9BV97	330	0	4980
KRTAP4-5	Q9BYR2	181	0	901
INO80B	Q9C086	356	1	2857
RBM38	Q9H0Z9	239	0	17937
SEMA6A	Q9H2E6	1030	0	131268
FBXL15	Q9H469	300	0	3947
RPAP3	Q9H6T3	665	0	44781
ECT2	Q9H8V3	914	0	70792
SINHCAF	Q9NP50	221	0	46474
TSHZ2	Q9NRE2	1034	0	522972
KLC4	Q9NSK0	619	0	34318
PPP4R2	Q9NY27	417	0	72395
WDR35	Q9P2L0	1181	0	79842
LIMA1	Q9UHB6	759	0	107732
MKRN1	Q9UHC7	482	1	26503
HDAC9	Q9UKV0	1011	0	915467
ST3GAL6	Q9Y274	331	0	88965
ERGIC3	Q9Y282	383	1	15596
ZNF510	Q9Y2H8	683	0	23576
TRBV27	A0A0K0K1C4	114	0	515
CT47C1	A0A0U1RQG5	324	0	3772
None	A0AAG2TU05	124	0	-
TMEM235	A6NFC5	223	0	9677
OR2AG2	A6NM03	316	0	6350
CBX4	O00257	560	0	6284
NOP56	O00567	594	0	5800
KLF11	O14901	512	0	11987
MAST4	O15021	2623	0	573213
FANCG	O15287	622	0	6169
KPNA6	O60684	536	1	68507
KERA	O60938	352	0	7533
SDC3	O75056	442	0	39292
RHOBTB1	O94844	696	0	132002
IGKV1-33	P01594	117	0	505
MYCN	P04198	464	0	6457
OR13C7	P0DN81	318	0	-
RRAS	P10301	218	0	4851
MYCL	P12524	364	0	6828
ENO3	P13929	434	0	9039
IRF2	P14316	349	1	88856
