Genename	UniProtID	Length	Hk	genelength
TY2B-GR2	P0CX64	1770	0	-
SSA2	P10592	639	0	1919
MTF2	P10849	440	0	1322
TAF13	P11747	167	1	503
PET9	P18239	318	1	956
SEC15	P22224	910	1	2732
PHO3	P24031	467	0	1403
DBP2	P24783	546	1	2642
ROX3	P25046	220	0	662
AAD3	P25612	363	0	1091
PTC6	P25646	442	0	1328
CDC48	P25694	835	1	2507
CIN8	P27895	1000	0	3002
LDS1	P31379	325	0	977
TFC1	P32367	649	1	1949
YEL043W	P32618	956	0	2870
ZRT1	P32804	376	0	1130
FZF1	P32805	299	0	899
PTR2	P32901	601	0	1805
PRP40	P33203	583	1	1751
AFR1	P33304	620	0	1862
MSN2	P33748	704	0	2114
TOD6	P34219	525	0	1577
NUP120	P35729	1037	0	3113
NOP4	P37838	685	1	2057
ATG8	P38182	117	0	353
YBR096W	P38256	230	0	692
IFA38	P38286	347	0	1043
YBP1	P38315	674	0	2024
PRS2	P38620	318	0	956
AKR1	P39010	764	0	2294
DRS2	P39524	1355	0	4067
UBP12	P39538	1254	0	3764
SEN34	P39707	275	1	827
GDI1	P39958	451	1	1355
PEX17	P40155	199	0	599
YNL198C	P40166	100	0	302
CCS1	P40202	249	0	749
MRPL49	P40858	161	0	485
MID1	P41821	548	0	1646
SER2	P42941	309	0	929
DCV1	P43595	202	0	608
YFR018C	P43599	363	0	1091
ULI1	P43604	169	0	509
IML2	P47031	731	0	2195
ARP3	P47117	449	1	1349
SRB7	P47822	140	1	422
ALT1	P52893	592	0	1778
ERG25	P53045	309	1	929
TAN1	P53072	289	0	927
GET1	P53192	235	0	707
PUS6	P53294	404	0	1214
YGR283C	P53336	341	0	1025
ESBP6	P53918	673	0	2021
MRP35	P53921	115	0	347
RNH201	P53942	307	0	923
YPL014W	Q02606	381	0	1145
PAU10	Q03050	120	0	362
TDA1	Q03533	586	0	1760
ROT1	Q03691	256	1	770
PLM2	Q04383	521	0	1565
AIM32	Q04689	311	0	935
GTB1	Q04924	702	0	2108
HPF1	Q05164	967	0	2903
HRD3	Q05787	833	0	2501
MRD1	Q06106	887	1	2663
DCS1	Q06151	350	0	1052
HDA2	Q06629	674	0	2024
ASR1	Q06834	288	0	866
FMP45	Q07651	309	0	929
YLR001C	Q07895	862	0	2588
YLR031W	Q07978	186	0	560
YLR042C	Q07990	161	0	485
YOL036W	Q08206	761	0	2285
DSC2	Q08232	322	0	968
RSB1	Q08417	382	0	-
TIM18	Q08749	192	0	578
CTI6	Q08923	506	0	1520
YPQ1	Q12010	308	0	926
TAF10	Q12030	206	1	620
HFI1	Q12060	488	0	1466
GRE2	Q12068	342	0	1028
SPE3	Q12074	293	0	881
FAL1	Q12099	399	1	1199
YPL150W	Q12152	901	0	2705
HSP42	Q12329	375	0	1127
YPR071W	Q12346	211	0	635
RPN6	Q12377	434	1	1304
YDL206W	Q12424	762	0	2288
IRC16	Q6B0V8	119	0	359
YHR213W-B	Q8TGK1	99	0	299
AFI1	Q99222	893	0	2681
RPL36B	O14455	100	0	540
URA3	P03962	267	0	803
SRD1	P09007	221	0	665
YDR320W-B	P0C5M0	45	0	137
YHR073C-B	P0C5N4	26	0	80
YKL145W-A	P0C5P3	30	0	92
PAU19	P0CE85	124	0	374
PAU8	P0CE92	120	0	362
RPL41B	P0CX87	25	0	77
TIF1	P10081	395	0	1187
MRP1	P10662	321	0	965
GPA2	P10823	449	0	1349
URA5	P13298	226	0	680
HOM2	P13663	365	0	1097
NSP1	P14907	823	0	-
CKA1	P15790	372	0	1118
FUS3	P16892	353	0	1061
GRX2	P17695	143	0	431
GLN3	P18494	730	0	2192
ARG8	P18544	423	0	1271
DBR1	P24309	405	0	1217
MEF1	P25039	761	0	2285
CPR4	P25334	318	0	956
YCL002C	P25565	263	0	867
PAU3	P25610	124	0	374
YIH1	P25637	258	0	776
MIG1	P27705	504	0	1514
ITR2	P30606	609	0	1829
PSO2	P30620	661	1	1985
SMY1	P32364	656	0	1970
MSS1	P32559	526	0	1580
GYP6	P32806	458	0	1376
PPG1	P32838	368	0	1106
SMC1	P32908	1225	1	3677
SLD2	P34252	453	1	1361
MRP8	P35719	219	0	659
MPE1	P35728	441	1	1325
OAR1	P35731	278	0	836
SRX1	P36077	127	0	383
ALY1	P36117	915	0	2747
YCR041W	P37265	110	0	332
TCM62	P38228	572	0	1718
FTH1	P38310	465	0	1397
OM14	P38325	134	0	501
GUA1	P38625	525	0	1577
VPS29	P38759	282	0	967
RPP1	P38786	293	1	881
YHR130C	P38834	111	0	335
SSP120	P39931	234	0	704
RPS26B	P39939	119	0	359
YER079W	P40052	210	0	632
LCP5	P40079	357	1	1073
RGI2	P40188	164	0	494
TIF34	P40217	347	1	1043
MET18	P40469	1032	0	3098
DOT5	P40553	215	0	647
HYR1	P40581	163	0	491
ALK1	P43633	760	0	2282
PIR5	P46999	287	0	863
CIS3	P47001	227	0	683
YHC3	P47040	408	0	1226
YJR012C	P47087	132	1	623
YJR098C	P47139	656	0	1970
YJR115W	P47152	169	0	509
YJR141W	P47172	347	1	1043
SNN1	P48232	102	0	308
YGL235W	P53071	178	0	536
NIF3	P53081	288	0	866
MET13	P53128	600	0	1802
CWC22	P53333	577	1	1733
MPA43	P53583	542	0	1628
DUS1	P53759	423	0	1271
APC1	P53886	1748	1	5246
SSL2	Q00578	843	1	2531
SPR6	Q01684	191	0	575
RPS15	Q01855	142	1	428
NUP49	Q02199	472	1	1418
RNT1	Q02555	471	1	1415
YMR178W	Q03219	274	0	824
PKH3	Q03306	898	0	2696
UGO1	Q03327	502	1	1508
NHP10	Q03435	203	0	611
ADI1	Q03677	179	0	539
RCF1	Q03713	159	0	479
TY1A-MR1	Q04215	440	0	-
PEX12	Q04370	399	0	1199
CAB1	Q04430	367	1	1103
VBA4	Q04602	768	0	2306
ECI1	Q05871	280	0	842
YLR296W	Q05898	108	0	326
ECM38	Q05902	660	0	1982
UTP21	Q06078	939	1	2819
MMR1	Q06324	491	0	1475
ATG20	Q07528	640	0	1922
RSC58	Q07979	502	1	1508
DAS2	Q12084	232	0	698
MED2	Q12124	431	0	1295
YOR015W	Q12169	119	0	359
BUG1	Q12191	341	0	1025
YDL180W	Q12301	547	0	1643
YMR316C-A	I2HB70	103	0	311
YAL065C	O13511	128	0	386
RPL39	P04650	51	0	541
CDC9	P04819	755	1	2267
SGA1	P08019	549	0	1649
COS2	P0CX12	379	0	1139
SNF4	P12904	322	0	968
GLN4	P13188	809	1	2429
CTA1	P15202	515	0	1547
CDC23	P16522	626	1	1880
PFK1	P16861	987	0	2963
CKI1	P20485	582	0	1748
SRM1	P21827	482	1	1448
YCR101C	P25607	182	0	548
YCR051W	P25631	222	0	668
FIG2	P25653	1609	0	4829
CPR3	P25719	182	0	548
GAC1	P28006	793	0	2381
MCM5	P29496	775	1	2327
SSH4	P32343	579	0	1739
PEP7	P32609	515	0	1547
UBC6	P33296	250	0	752
NIP100	P33420	868	0	2606
SDS22	P36047	338	1	1016
FMP46	P36141	133	0	401
SRL3	P36167	246	0	740
EDS1	P38073	919	0	2759
ARA1	P38115	344	0	1034
TAF5	P38129	798	1	2396
YBL086C	P38177	466	0	1400
UBP13	P38187	747	0	2243
PEX32	P38292	413	0	1241
SLM6	P38343	150	0	452
DBP8	P38719	431	0	1295
SSF1	P38789	453	0	1361
YHR219W	P38900	624	0	1874
RTS1	P38903	757	0	2273
FAD1	P38913	306	1	920
YEL014C	P39999	101	0	305
MAM1	P40065	302	1	908
PEA2	P40091	420	0	1262
MEP1	P40260	492	0	1478
ATG3	P40344	310	0	932
ICE2	P40499	491	0	1475
PMP2	P40975	43	0	131
RRN7	P40992	514	1	1544
POP1	P41812	875	1	2627
SHR5	P41912	237	0	713
REF2	P42073	533	0	1601
PAU5	P43575	122	0	368
IES1	P43579	692	0	2078
DUG1	P43616	481	0	1445
MDV1	P47025	714	0	2144
IKS1	P47042	667	0	2003
YJR011C	P47086	261	0	785
TDA4	P47153	279	0	839
GYP7	P48365	746	0	2240
MUP1	P50276	574	0	1724
VEL1	P53058	206	0	620
MNT2	P53059	558	0	1676
TOS8	P53147	276	0	830
YGR016W	P53209	190	0	572
YNR021W	P53723	404	0	1214
TOF1	P53840	1238	0	3716
YNL234W	P53857	426	0	1280
MTQ1	P53944	314	0	944
DAD3	P69850	94	1	284
SAE3	P89114	91	0	361
APM1	Q00776	475	0	1427
PTA1	Q01329	785	1	2357
YKR005C	Q02203	525	0	1646
YPL067C	Q02754	198	0	596
RNY1	Q02933	434	0	1304
DIG1	Q03063	452	0	1358
HEH2	Q03281	663	0	1991
PKH1	Q03407	766	0	2300
PRP42	Q03776	544	1	1634
YMR244W	Q04018	355	0	1067
SPG4	Q04438	115	0	347
KAR5	Q04746	504	0	1514
YMR074C	Q04773	145	0	437
RKR1	Q04781	1562	0	4688
CRF1	Q04930	467	0	1403
YPS7	Q06325	596	0	1790
DCK1	Q06409	1932	0	5798
TAZ1	Q06510	381	0	1145
YPR153W	Q06537	140	0	556
SWA2	Q06677	668	0	2006
YPR097W	Q06839	1073	0	3221
YDL242W	Q07746	117	0	353
SDH5	Q08230	162	0	488
AVO1	Q08236	1176	1	3530
MCH4	Q08268	501	0	1505
NUR1	Q12066	484	0	1454
GYP5	Q12344	894	0	2684
ERP3	Q12403	225	0	677
RKM4	Q12504	494	0	1484
YBR200W-A	Q3E755	54	0	164
YLR307C-A	Q3E825	87	0	263
YMR105W-A	Q8TGS8	64	0	194
YLR379W-A	A0A8D9UGQ7	90	0	-
TRP3	P00937	484	0	1454
GAL80	P04387	435	0	1307
RPL6B	P05739	176	0	914
RAD52	P06778	471	0	1415
TOP2	P06786	1428	1	4286
CDC33	P07260	213	1	641
ERG12	P07277	443	1	1331
CIT2	P08679	460	0	1382
MYO1	P08964	1928	1	5786
RNR2	P09938	399	1	1199
RPS30A	P0CX33	63	0	621
CUP1-1	P0CX80	61	0	185
RGP1	P16664	663	0	1991
HNM1	P19807	563	0	1691
DBP5	P20449	482	1	1448
PRP5	P21372	849	1	2549
MBR1	P23493	339	0	1019
MIR1	P23641	311	0	935
ERG8	P24521	451	1	1355
IFM1	P25038	676	0	2030
ELO2	P25358	347	0	1043
MSH1	P25846	959	0	2879
GAR1	P28007	205	0	617
URA10	P30402	227	0	683
GLN1	P32288	370	1	1112
KRE6	P32486	720	0	2162
UGX2	P32772	223	0	671
FRE1	P32791	686	0	2060
ARC19	P33204	171	1	515
CSE2	P33308	149	0	449
IXR1	P33417	597	0	1793
SPT23	P35210	1082	0	3248
CUE2	P36075	443	0	1331
SET3	P36124	751	0	2255
HFL1	P36142	418	0	1256
APT2	P36973	181	0	545
SSH1	P38353	490	0	1472
CUE1	P38428	203	0	611
STB5	P38699	743	0	2231
STP2	P38704	541	0	1625
PCL5	P38794	229	0	689
QNS1	P38795	714	1	2144
LRP1	P38801	184	0	554
FMO1	P38866	432	0	1298
PLB1	P39105	664	0	1994
HXT13	P39924	564	0	1694
SSO2	P39926	295	0	887
GPP2	P40106	250	0	752
YMR141C	P40211	102	0	308
NDC80	P40460	691	1	2075
AGE2	P40529	298	0	896
YIL029C	P40538	142	0	428
MGA2	P40578	1113	0	3341
TFG1	P41895	735	1	2207
DAK2	P43550	591	0	1775
GON7	P46984	123	0	371
SNX4	P47057	423	0	1271
VPS70	P47161	811	0	2435
PEX21	P50091	288	0	866
SAM37	P50110	327	0	983
AVT4	P50944	713	0	2141
YPT32	P51996	222	0	668
AIF1	P52923	378	0	1136
SEH1	P53011	349	0	1049
PSD2	P53037	1138	0	3416
VIR1	P53185	909	0	2729
SSU72	P53538	206	1	620
BIO5	P53744	561	0	1685
YNR066C	P53752	436	0	1310
PRM1	P53835	661	0	1985
JJJ1	P53863	590	0	1772
EBS1	Q03466	884	0	2654
YDR248C	Q03786	193	0	581
HNT1	Q04344	158	0	587
YMR310C	Q04867	317	0	953
HOF1	Q05080	669	1	2009
DON1	Q05610	365	0	1097
COQ9	Q05779	260	0	782
GPN3	Q06543	272	1	818
RDS3	Q06835	107	1	323
TSR1	Q07381	788	1	2366
PUF3	Q07807	879	0	2639
LDB18	Q07887	179	0	539
PPM2	Q08282	695	0	2087
YOR072W	Q08486	104	0	314
RDR1	Q08904	546	0	1640
FAP7	Q12055	197	1	593
FRE8	Q12209	686	0	2060
FYV7	Q12247	151	0	455
SMT3	Q12306	101	1	305
SNU23	Q12368	194	1	584
GTT2	Q12390	233	0	701
TCB1	Q12466	1186	0	3560
YMR175W-A	Q3E766	64	0	194
YOL038C-A	Q3E7Z9	31	0	95
RRT15	Q3E811	62	0	188
NOP14	Q99207	810	1	2432
FSH3	Q99369	266	0	800
Q0017	Q9ZZX8	53	0	161
ATP2	P00830	511	0	1535
HXK1	P04806	485	0	1457
PUT1	P09368	476	0	1430
YBL039C-A	P0C5K9	27	0	83
YLR163W-A	P0C5P6	37	0	113
YLL053C	P0CD98	152	0	458
RPL40A	P0CH08	128	0	820
RPS4B	P0CX36	261	0	1054
STF2	P16965	84	0	254
SNF6	P18888	332	0	998
MAK11	P20484	414	1	-
MSN1	P22148	382	0	1148
SSK22	P25390	1331	0	3995
SPB4	P25808	606	1	1820
CMK1	P27466	446	0	1340
PTP2	P29461	750	0	2252
ATP7	P30902	174	0	524
OAC1	P32332	324	0	974
HMX1	P32339	317	0	953
BEM3	P32873	1128	0	3386
RPC34	P32910	317	1	953
TIR2	P33890	251	0	755
MKS1	P34072	584	0	1754
AVT3	P36062	692	0	2078
SDH4	P37298	181	0	545
REG2	P38232	338	0	1016
MUM2	P38236	366	0	1100
PBY1	P38254	753	0	2261
SHE3	P38272	425	0	1277
YGP1	P38616	354	0	1064
ERP5	P38819	212	0	638
YHR218W	P38899	603	0	1910
MSS4	P38994	779	1	2339
SWD1	P39706	426	0	1280
BIM1	P40013	344	1	1034
JHD1	P40034	492	0	1478
PIG2	P40187	538	0	1616
CCT5	P40413	562	1	1688
MAM33	P40513	266	0	800
YIL067C	P40514	678	0	2036
ATG45	P40543	189	0	569
INP51	P40559	946	0	2840
PXA1	P41909	870	0	2612
CKB1	P43639	278	0	836
RTT101	P47050	842	0	2528
COX16	P47081	118	0	356
RPL9B	P51401	191	0	575
ROM2	P51862	1356	0	4070
MDS3	P53094	1487	0	4463
AIM14	P53109	570	0	1712
YGL140C	P53120	1219	0	3659
DUO1	P53168	247	1	743
NOP7	P53261	605	1	1817
BTN2	P53286	410	0	1232
SLI1	P53304	468	0	1406
TRM112	P53738	135	1	407
NST1	P53935	1240	0	3722
NIS1	P53939	407	0	1223
REX2	P54964	269	1	809
ACT1	P60010	375	1	1436
NAM8	Q00539	523	1	1571
CTF4	Q01454	927	0	2783
OSH6	Q02201	448	0	1346
YPL068C	Q02749	293	0	881
YPL108W	Q02872	168	0	506
MGR2	Q02889	113	0	341
OYE2	Q03558	400	0	1202
GIS1	Q03833	894	0	2684
YMR090W	Q04304	227	0	683
CSI1	Q04368	295	0	887
LCD1	Q04377	747	1	2243
ARG7	Q04728	441	0	1325
BCH1	Q05029	724	0	2174
COA4	Q05809	96	0	-
RRP9	Q06506	573	1	1721
MLC2	Q06580	163	0	491
IRC3	Q06683	689	0	2069
YLR419W	Q06698	1435	0	4307
YDL124W	Q07551	312	0	938
LMO1	Q07799	665	0	1997
RRT7	Q07829	113	0	341
YLL032C	Q07834	825	0	2477
PAM18	Q07914	168	1	506
CRT10	Q08226	957	0	2873
YIG1	Q08956	461	0	1385
YPL216W	Q08964	1102	0	3308
PFA4	Q12006	378	0	1136
YCT1	Q12235	531	0	1595
PSY3	Q12318	242	0	728
HIF1	Q12373	385	0	1157
TRM13	Q12383	476	0	1430
PRM7	Q12459	698	0	2096
PCD1	Q12524	340	0	1022
DNF3	Q12674	1656	0	4970
HAA1	Q12753	694	0	2084
YPR145C-A	Q2V2P0	78	0	236
YJL047C-A	Q3E737	44	0	134
YHR086W-A	Q3E746	53	0	161
AIM44	Q99299	758	0	2276
IZH4	Q99393	312	0	938
DFP1	D6VPM8	179	0	539
CET1	O13297	549	1	1649
THP2	O13539	261	0	785
ADH1	P00330	348	0	1046
ATP1	P07251	545	0	1637
DFR1	P07807	211	1	635
SPS4	P09937	338	0	1016
YOL162W	P0CF19	215	0	647
YFL068W	P0CX99	160	0	482
HMRA1	P0CY11	126	0	486
MAK16	P10962	306	1	920
RAP1	P11938	827	1	2483
UBC5	P15732	148	0	536
CCA1	P21269	546	1	1640
DIT1	P21623	536	0	1610
CLB1	P24868	471	0	1415
RHB1	P25378	209	0	629
YCR061W	P25639	631	0	1895
YCR090C	P25654	182	0	548
PRP45	P28004	379	1	1139
RAD14	P28519	371	0	1199
GPI10	P30777	616	1	1850
NTG1	P31378	399	0	1199
SIN4	P32259	974	0	2924
FPR2	P32472	135	0	407
NGG1	P32494	702	0	2108
NDC1	P32500	655	1	1967
AGA2	P32781	87	0	263
AFG2	P32794	780	1	2342
VPS17	P32913	551	0	1655
TIP20	P33891	701	1	2105
WHI3	P34761	661	0	1985
DYN1	P36022	4092	0	12278
YKR015C	P36111	568	0	1706
JNM1	P36224	373	0	1121
ETR1	P38071	380	0	1142
SCO2	P38072	301	1	905
MRP21	P38175	177	0	533
RKM3	P38222	552	0	1658
POP7	P38291	140	1	422
AIM4	P38305	123	0	371
PEX28	P38848	579	0	1739
SPP41	P38904	1435	1	4307
HXT6	P39003	570	0	1712
YJL206C	P39529	758	0	2276
YER010C	P40011	234	0	704
ISC1	P40015	477	0	1433
YJR061W	P40355	935	0	2807
SPO22	P40511	975	0	3017
YIR020C	P40575	100	0	302
HXT8	P40886	569	0	1709
LCB2	P40970	561	1	1685
FET4	P40988	552	0	1658
SEC27	P41811	889	1	2869
GSM1	P42950	618	0	1856
SMD3	P43321	101	1	305
OTU1	P43558	301	0	905
CIN2	P46670	268	0	886
AIM25	P47140	327	0	983
AZR1	P50080	613	0	1841
MIC27	P50945	234	0	704
RAI1	P53063	387	0	1163
KIP3	P53086	805	0	2417
FLC3	P53121	802	0	2408
SNT2	P53127	1403	0	4211
CAX4	P53223	239	0	719
CAF130	P53280	1122	0	3368
RCF2	P53721	224	0	674
KTR5	P53966	522	0	1568
DIA1	P54005	336	0	1010
GTR1	Q00582	310	0	932
NGL3	Q03210	505	0	1517
SPG3	Q04398	127	0	383
YDR514C	Q04408	483	0	1451
YML096W	Q04489	525	0	1577
ELP6	Q04868	273	0	821
CRR1	Q05790	422	0	1268
STE23	Q06010	1027	0	3083
MRPL51	Q06090	140	0	422
TMA10	Q06177	86	0	260
IPK1	Q06667	281	0	845
AAD4	Q07747	329	0	989
YOL029C	Q08187	201	0	605
PSK2	Q08217	1101	0	3305
SLD7	Q08457	257	1	773
TUM1	Q08686	304	0	914
PLP2	Q12017	286	1	860
RAD28	Q12021	506	0	1520
TY1B-NL1	Q12112	1755	0	-
RIO1	Q12196	484	1	1454
RPL7B	Q12213	244	0	1550
TY1A-BL	Q12266	440	0	-
OCA6	Q12454	224	0	674
TY2B-DR1	Q12472	1770	0	-
YDL012C	Q12489	107	0	409
RMD5	Q12508	421	0	1265
YJR112W-A	Q3E743	109	0	378
YER078W-A	Q3E7A2	54	0	164
KSH1	Q8TGJ3	72	1	218
TY3A-I	Q99219	290	0	872
YLR302C	O13544	120	0	362
YBR085C-A	O43137	85	0	257
AI4	P03878	556	0	8117
COX4	P04037	155	0	467
TOP1	P04786	769	0	2309
PMA1	P05030	918	1	2756
LEU4	P06208	619	0	1859
PDE2	P06776	526	0	1580
DST1	P07273	309	0	929
RPS25B	P0C0T4	108	1	326
HAP1	P0CE41	1502	0	4508
RPL18A	P0CX49	186	1	992
RED1	P14291	827	0	2483
COX11	P19516	300	0	902
SUI2	P20459	304	1	914
DIT2	P21595	489	0	1469
SEC62	P21825	274	1	824
YCR025C	P25352	136	0	410
EMC1	P25574	760	0	2282
HSP30	P25619	332	0	998
LAC1	P28496	418	0	1256
TRR1	P29509	319	1	959
RIF1	P29539	1916	0	5750
CLB5	P30283	435	1	1307
BIO2	P32451	375	0	1127
PUB1	P32588	453	0	1361
SLX5	P32828	619	1	1859
YPT7	P32939	208	0	626
PPQ1	P32945	549	0	1649
GDH2	P33327	1092	0	3278
SLA2	P33338	968	0	2906
ECT1	P33412	323	0	971
SPT7	P35177	1332	0	3998
BDF1	P35817	686	0	2060
RCN1	P36054	211	0	635
HOT13	P36078	116	0	350
BYE1	P36106	594	0	1784
LAS1	P36146	502	1	1508
SFT2	P38166	215	1	647
LDB7	P38210	180	0	542
APD1	P38281	316	0	950
HIS2	P38635	335	0	1007
KIC1	P38692	1080	0	3242
DFP4	P38727	235	0	707
TDA11	P38854	504	0	1514
MPC2	P38857	129	0	389
SKN7	P38889	622	0	1868
RPB11	P38902	120	1	362
RPS26A	P39938	119	0	359
ACA1	P39970	489	0	1469
YEL028W	P39989	153	0	461
YER084W	P40057	128	0	386
YJL068C	P40363	299	0	899
YIL089W	P40500	205	0	617
EGH1	P40566	764	0	2294
CAK1	P43568	368	1	1106
