Genename	Uniprot_id	Length	Polyx_count	Polyx_types	Polyx_lengths	Total_length	Pption_polyx	Count_grouped	Hk
ycbB	P22525	615	0	-	0	0	0	0	0
livM	P22729	425	0	-	0	0	0	0	0
ygiD	P24197	271	0	-	0	0	0	0	0
mfd	P30958	1148	0	-	0	0	0	0	0
eamA	P31125	299	0	-	0	0	0	0	0
ydeE	P31126	395	0	-	0	0	0	0	1
frvX	P32153	356	0	-	0	0	0	0	0
torA	P33225	848	0	-	0	0	0	0	0
ydcF	P34209	266	0	-	0	0	0	0	0
cbpA	P36659	306	0	-	0	0	0	0	0
lhgD	P37339	422	0	-	0	0	0	0	0
yhiS	P37635	260	0	-	0	0	0	0	0
yjfF	P37772	331	0	-	0	0	0	0	0
ychO	P39165	464	0	-	0	0	0	0	0
bsmA	P39297	109	0	-	0	0	0	0	0
bdcR	P39334	197	0	-	0	0	0	0	1
sgcR	P39361	260	0	-	0	0	0	0	0
alx	P42601	321	0	-	0	0	0	0	0
agaD	P42911	263	0	-	0	0	0	0	0
lpoA	P45464	678	0	-	0	0	0	0	0
frmB	P51025	277	0	-	0	0	0	0	0
fliJ	P52613	147	0	-	0	0	0	0	1
rplB	P60422	273	0	-	0	0	0	0	1
ybjL	P60869	561	0	-	0	0	0	0	0
uppP	P60932	273	0	-	0	0	0	0	0
ilvL	P62522	32	0	-	0	0	0	0	0
treF	P62601	549	0	-	0	0	0	0	0
baeR	P69228	240	0	-	0	0	0	0	0
lpp	P69776	78	0	-	0	0	0	0	0
yafX	P75676	152	0	-	0	0	0	0	0
rlmL	P75864	702	0	-	0	0	0	0	0
flgF	P75938	251	0	-	0	0	0	0	0
ycgI	P76000	147	0	-	0	0	0	0	0
paaB	P76078	95	0	-	0	0	0	0	0
ydhF	P76187	298	0	-	0	0	0	0	0
ynhG	P76193	334	0	-	0	0	0	0	0
ynjF	P76226	206	0	-	0	0	0	0	0
yeaX	P76254	321	0	-	0	0	0	0	0
yedP	P76329	271	0	-	0	0	0	0	0
preT	P76440	412	0	-	0	0	0	0	0
yfbL	P76482	323	0	-	0	0	0	0	0
eutP	P76556	159	0	-	0	0	0	0	0
yfgI	P76573	179	0	-	0	0	0	0	0
ygaZ	P76630	245	0	-	0	0	0	0	0
mhpC	P77044	288	0	-	0	0	0	0	0
ybdM	P77174	209	0	-	0	0	0	0	0
yfcU	P77196	881	0	-	0	0	0	0	0
paaG	P77467	262	0	-	0	0	0	0	0
ddpF	P77622	308	0	-	0	0	0	0	0
ygcU	Q46911	484	0	-	0	0	0	0	0
lfhA	Q47153	579	0	-	0	0	0	0	0
mmuP	Q47689	467	0	-	0	0	0	0	0
ymgJ	A5A612	61	0	-	0	0	0	0	0
gnd	P00350	468	0	-	0	0	0	0	0
fliC	P04949	498	0	-	0	0	0	0	0
mutM	P05523	269	0	-	0	0	0	0	0
hisP	P07109	257	0	-	0	0	0	0	0
fimH	P08191	300	0	-	0	0	0	0	0
nirB	P08201	847	0	-	0	0	0	0	0
leuA	P09151	523	0	-	0	0	0	0	0
argT	P09551	260	0	-	0	0	0	0	0
citX	P0A6G5	183	0	-	0	0	0	0	0
dsbB	P0A6M2	176	0	-	0	0	0	0	0
pgi	P0A6T1	549	0	-	0	0	0	0	0
greA	P0A6W5	158	0	-	0	0	0	0	0
lpxC	P0A725	305	0	-	0	0	0	0	0
speD	P0A7F6	264	0	-	0	0	0	0	0
rpsL	P0A7S3	124	0	-	0	0	0	0	1
tolB	P0A855	430	0	-	0	0	0	0	0
soxS	P0A9E2	107	0	-	0	0	0	0	0
mntR	P0A9F1	155	0	-	0	0	0	0	1
ecpA	P0AAA3	195	0	-	0	0	0	0	0
atpB	P0AB98	271	0	-	0	0	0	0	0
pcnB	P0ABF1	465	0	-	0	0	0	0	0
wecA	P0AC78	367	0	-	0	0	0	0	0
yihL	P0ACM9	236	0	-	0	0	0	0	0
purR	P0ACP7	341	0	-	0	0	0	0	0
yejM	P0AD27	586	0	-	0	0	0	0	0
yfcA	P0AD30	269	0	-	0	0	0	0	0
ygaM	P0ADQ7	109	0	-	0	0	0	0	0
ygiC	P0ADT5	386	0	-	0	0	0	0	0
dapE	P0AED7	375	0	-	0	0	0	0	1
dcrB	P0AEE1	185	0	-	0	0	0	0	0
modB	P0AF01	229	0	-	0	0	0	0	0
yjbR	P0AF50	118	0	-	0	0	0	0	0
nusG	P0AFG0	181	0	-	0	0	0	0	0
rpoE	P0AGB6	191	0	-	0	0	0	0	0
csdE	P0AGF2	147	0	-	0	0	0	0	1
sapC	P0AGH5	296	0	-	0	0	0	0	0
insC5	P0CF44	121	0	-	0	0	0	0	0
insL1	P0CF91	370	0	-	0	0	0	0	0
ysdD	P0DPP8	26	0	-	0	0	0	0	0
yadX	P0DSE3	15	0	-	0	0	0	0	0
mgtT	P0DSF3	34	0	-	0	0	0	0	0
ytiE	P0DV22	11	0	-	0	0	0	0	0
phnJ	P16688	281	0	-	0	0	0	0	0
phnM	P16689	378	0	-	0	0	0	0	0
gltP	P21345	437	0	-	0	0	0	0	0
cysN	P23845	475	0	-	0	0	0	0	0
argE	P23908	383	0	-	0	0	0	0	0
araJ	P23910	394	0	-	0	0	0	0	0
recG	P24230	693	0	-	0	0	0	0	0
rpoN	P24255	477	0	-	0	0	0	0	1
tehA	P25396	330	0	-	0	0	0	0	0
metE	P25665	753	0	-	0	0	0	0	0
lysP	P25737	489	0	-	0	0	0	0	0
metQ	P28635	271	0	-	0	0	0	0	0
nrdD	P28903	712	0	-	0	0	0	0	0
ydeI	P31130	130	0	-	0	0	0	0	0
yidR	P31455	415	0	-	0	0	0	0	0
nfrA	P31600	990	0	-	0	0	0	0	0
yciK	P31808	252	0	-	0	0	0	0	1
rhaB	P32171	489	0	-	0	0	0	0	0
mobA	P32173	194	0	-	0	0	0	0	0
acnB	P36683	865	0	-	0	0	0	0	0
panZ	P37613	127	0	-	0	0	0	0	0
bcsQ	P37655	242	0	-	0	0	0	0	0
yjeM	P39282	500	0	-	0	0	0	0	0
ytfF	P39314	321	0	-	0	0	0	0	0
yjgM	P39337	167	0	-	0	0	0	0	0
yjiN	P39385	426	0	-	0	0	0	0	0
yjjV	P39408	259	0	-	0	0	0	0	1
ttdT	P39414	487	0	-	0	0	0	0	0
sprT	P39902	165	0	-	0	0	0	0	0
yhbO	P45470	172	0	-	0	0	0	0	0
ais	P45565	200	0	-	0	0	0	0	0
ybjC	P46119	95	0	-	0	0	0	0	1
aaeB	P46481	655	0	-	0	0	0	0	0
yhhX	P46853	345	0	-	0	0	0	0	0
pphA	P55798	218	0	-	0	0	0	0	0
yjjZ	P55914	78	0	-	0	0	0	0	0
rplE	P62399	179	0	-	0	0	0	0	0
yceO	P64442	46	0	-	0	0	0	0	0
yfcL	P64540	92	0	-	0	0	0	0	0
apt	P69503	183	0	-	0	0	0	0	1
chbB	P69795	106	0	-	0	0	0	0	1
ulaC	P69820	154	0	-	0	0	0	0	0
yagM	P71296	284	0	-	0	0	0	0	0
yafS	P75672	240	0	-	0	0	0	0	0
yahK	P75691	349	0	-	0	0	0	0	0
ybbV	P75711	92	0	-	0	0	0	0	0
hcp	P75825	550	0	-	0	0	0	0	0
ycaM	P75835	476	0	-	0	0	0	0	0
flgE	P75937	402	0	-	0	0	0	0	0
comR	P75952	210	0	-	0	0	0	0	0
quuQ	P76161	250	0	-	0	0	0	0	0
yedK	P76318	222	0	-	0	0	0	0	0
yffM	P76544	81	0	-	0	0	0	0	1
hldE	P76658	477	0	-	0	0	0	0	0
glxR	P77161	292	0	-	0	0	0	0	0
ecpB	P77188	222	0	-	0	0	0	0	0
alaC	P77434	412	0	-	0	0	0	0	0
yncL	A5A615	31	0	-	0	0	0	0	0
dsdA	P00926	442	0	-	0	0	0	0	0
cca	P06961	412	0	-	0	0	0	0	1
malT	P06993	901	0	-	0	0	0	0	0
tar	P07017	553	0	-	0	0	0	0	0
recC	P07648	1122	0	-	0	0	0	0	0
hemD	P09126	246	0	-	0	0	0	0	1
uhpB	P09835	500	0	-	0	0	0	0	0
hscB	P0A6L9	171	0	-	0	0	0	0	1
rsmG	P0A6U5	207	0	-	0	0	0	0	0
hslO	P0A6Y5	292	0	-	0	0	0	0	0
pyrG	P0A7E5	545	0	-	0	0	0	0	1
rpsT	P0A7U7	87	0	-	0	0	0	0	1
rpsC	P0A7V3	233	0	-	0	0	0	0	0
rpsI	P0A7X3	130	0	-	0	0	0	0	1
nrdR	P0A8D0	149	0	-	0	0	0	0	0
yacL	P0A8E5	120	0	-	0	0	0	0	0
slyB	P0A905	155	0	-	0	0	0	0	0
gapA	P0A9B2	331	0	-	0	0	0	0	1
galM	P0A9C3	346	0	-	0	0	0	0	0
ybjO	P0AAZ0	162	0	-	0	0	0	0	0
ychF	P0ABU2	363	0	-	0	0	0	0	1
glmU	P0ACC7	456	0	-	0	0	0	0	1
hyaB	P0ACD8	597	0	-	0	0	0	0	0
hupA	P0ACF0	90	0	-	0	0	0	0	0
soxR	P0ACS2	154	0	-	0	0	0	0	0
ampG	P0AE16	491	0	-	0	0	0	0	0
entC	P0AEJ2	391	0	-	0	0	0	0	0
fre	P0AEN1	233	0	-	0	0	0	0	1
yjcH	P0AF54	104	0	-	0	0	0	0	0
mepS	P0AFV4	188	0	-	0	0	0	0	0
serB	P0AGB0	322	0	-	0	0	0	0	0
iscR	P0AGK8	162	0	-	0	0	0	0	0
mepA	P0C0T5	274	0	-	0	0	0	0	0
uidB	P0CE44	457	0	-	0	0	0	0	0
crfC	P0DM85	742	0	-	0	0	0	0	0
argL	P0DSE4	31	0	-	0	0	0	0	0
ytcB	P0DV20	18	0	-	0	0	0	0	0
tdk	P23331	205	0	-	0	0	0	0	1
trkG	P23849	485	0	-	0	0	0	0	0
hipB	P23873	88	0	-	0	0	0	0	0
accC	P24182	449	0	-	0	0	0	0	1
mcrA	P24200	277	0	-	0	0	0	0	0
galS	P25748	346	0	-	0	0	0	0	0
gspO	P25960	225	0	-	0	0	0	0	0
plsX	P27247	356	0	-	0	0	0	0	0
argK	P27254	331	0	-	0	0	0	0	0
rodZ	P27434	337	0	-	0	0	0	0	0
holC	P28905	147	0	-	0	0	0	0	1
yhhH	P28911	127	0	-	0	0	0	0	0
ydeJ	P31131	172	0	-	0	0	0	0	0
hchA	P31658	283	0	-	0	0	0	0	0
yihG	P32129	310	0	-	0	0	0	0	0
yiiG	P32151	351	0	-	0	0	0	0	0
fdhD	P32177	277	0	-	0	0	0	0	0
lldD	P33232	396	0	-	0	0	0	0	0
nuoL	P33607	613	0	-	0	0	0	0	0
yejO	P33924	863	0	-	0	0	0	0	0
napH	P33934	287	0	-	0	0	0	0	0
gspM	P36678	153	0	-	0	0	0	0	0
hrpB	P37024	809	0	-	0	0	0	0	0
envC	P37690	419	0	-	0	0	0	0	0
gltI	P37902	302	0	-	0	0	0	0	0
yjgX	P39349	119	0	-	0	0	0	0	0
yjgZ	P39351	109	0	-	0	0	0	0	0
yjiS	P39390	54	0	-	0	0	0	0	0
ygiL	P39834	183	0	-	0	0	0	0	0
lpxH	P43341	240	0	-	0	0	0	0	1
kdsD	P45395	328	0	-	0	0	0	0	0
ygfI	P52044	298	0	-	0	0	0	0	0
glcE	P52073	350	0	-	0	0	0	0	0
guaC	P60560	347	0	-	0	0	0	0	0
ispG	P62620	372	0	-	0	0	0	0	0
gmhA	P63224	192	0	-	0	0	0	0	0
gadC	P63235	511	0	-	0	0	0	0	0
yhbS	P63417	167	0	-	0	0	0	0	1
ydjM	P64481	196	0	-	0	0	0	0	0
ygfM	P64557	259	0	-	0	0	0	0	1
cutC	P67826	248	0	-	0	0	0	0	1
malK	P68187	371	0	-	0	0	0	0	0
cmtA	P69826	462	0	-	0	0	0	0	0
yagP	P75684	136	0	-	0	0	0	0	0
ybfF	P75736	254	0	-	0	0	0	0	0
fiu	P75780	760	0	-	0	0	0	0	0
dhaR	P76016	639	0	-	0	0	0	0	0
yncH	P76118	70	0	-	0	0	0	0	0
dosP	P76129	799	0	-	0	0	0	0	0
ynfB	P76170	113	0	-	0	0	0	0	0
mepH	P76190	271	0	-	0	0	0	0	0
ynjA	P76222	182	0	-	0	0	0	0	1
yeaH	P76235	427	0	-	0	0	0	0	0
dgcP	P76245	341	0	-	0	0	0	0	0
mdtA	P76397	415	0	-	0	0	0	0	0
yfbO	P76485	140	0	-	0	0	0	0	0
ykfB	P77162	155	0	-	0	0	0	0	0
yfcG	P77526	215	0	-	0	0	0	0	0
ypdE	P77585	345	0	-	0	0	0	0	0
allB	P77671	453	0	-	0	0	0	0	0
prpR	P77743	528	0	-	0	0	0	0	0
yqjH	Q46871	254	0	-	0	0	0	0	0
ygdT	A0A385XJL2	48	0	-	0	0	0	0	0
ykfM	A5A605	159	0	-	0	0	0	0	0
carB	P00968	1073	0	-	0	0	0	0	0
guaA	P04079	525	0	-	0	0	0	0	0
alkB	P05050	216	0	-	0	0	0	0	0
btuD	P06611	249	0	-	0	0	0	0	0
gor	P06715	450	0	-	0	0	0	0	1
dicC	P06965	76	0	-	0	0	0	0	0
hisB	P06987	355	0	-	0	0	0	0	0
fimF	P08189	176	0	-	0	0	0	0	0
folC	P08192	422	0	-	0	0	0	0	0
argA	P0A6C5	443	0	-	0	0	0	0	0
atpC	P0A6E6	139	0	-	0	0	0	0	1
def	P0A6K3	169	0	-	0	0	0	0	1
infB	P0A705	890	0	-	0	0	0	0	1
purC	P0A7D7	237	0	-	0	0	0	0	0
rpsB	P0A7V0	241	0	-	0	0	0	0	1
rpsD	P0A7V8	206	0	-	0	0	0	0	0
sfsA	P0A823	234	0	-	0	0	0	0	0
talB	P0A870	317	0	-	0	0	0	0	0
ycgN	P0A8L5	153	0	-	0	0	0	0	0
xerD	P0A8P8	298	0	-	0	0	0	0	0
pgpB	P0A924	254	0	-	0	0	0	0	0
ansA	P0A962	338	0	-	0	0	0	0	0
fbaB	P0A991	350	0	-	0	0	0	0	0
epd	P0A9B6	339	0	-	0	0	0	0	0
rng	P0A9J0	489	0	-	0	0	0	0	0
proY	P0AAE2	457	0	-	0	0	0	0	0
fabD	P0AAI9	309	0	-	0	0	0	0	1
ybaA	P0AAQ6	117	0	-	0	0	0	0	1
pgsA	P0ABF8	182	0	-	0	0	0	0	1
cydB	P0ABK2	379	0	-	0	0	0	0	1
frlB	P0AC00	340	0	-	0	0	0	0	0
pdhR	P0ACL9	254	0	-	0	0	0	0	0
artQ	P0AE34	238	0	-	0	0	0	0	0
degS	P0AEE3	355	0	-	0	0	0	0	0
fdnI	P0AEK7	217	0	-	0	0	0	0	0
fimZ	P0AEL8	210	0	-	0	0	0	0	0
gudD	P0AES2	446	0	-	0	0	0	0	0
malE	P0AEX9	396	0	-	0	0	0	0	0
minD	P0AEZ3	270	0	-	0	0	0	0	1
ybhR	P0AFP9	368	0	-	0	0	0	0	0
yfbS	P0AFU2	610	0	-	0	0	0	0	0
emtA	P0C960	203	0	-	0	0	0	0	0
insD2	P0CF54	301	0	-	0	0	0	0	0
insF3	P0CF81	288	0	-	0	0	0	0	0
insL2	P0CF92	370	0	-	0	0	0	0	0
ykgV	P0DPM9	74	0	-	0	0	0	0	0
racC	P15033	91	0	-	0	0	0	0	0
fhuE	P16869	729	0	-	0	0	0	0	0
chbC	P17334	452	0	-	0	0	0	0	0
rnr	P21499	813	0	-	0	0	0	0	0
ispA	P22939	299	0	-	0	0	0	0	1
serC	P23721	362	0	-	0	0	0	0	0
htrL	P25666	285	0	-	0	0	0	0	0
waaS	P27126	311	0	-	0	0	0	0	0
trmO	P28634	235	0	-	0	0	0	0	0
otsA	P31677	474	0	-	0	0	0	0	0
pqqL	P31828	931	0	-	0	0	0	0	0
yehS	P33355	156	0	-	0	0	0	0	0
treR	P36673	315	0	-	0	0	0	0	0
yegD	P36928	450	0	-	0	0	0	0	0
hybB	P37180	392	0	-	0	0	0	0	0
dppF	P37313	334	0	-	0	0	0	0	0
yiaN	P37675	425	0	-	0	0	0	0	0
waaF	P37692	348	0	-	0	0	0	0	0
glf	P37747	367	0	-	0	0	0	0	0
yeaD	P39173	294	0	-	0	0	0	0	0
mscM	P39285	1107	0	-	0	0	0	0	0
queG	P39288	379	0	-	0	0	0	0	0
fhuF	P39405	262	0	-	0	0	0	0	0
ygjJ	P42591	356	0	-	0	0	0	0	0
agaC	P42910	267	0	-	0	0	0	0	0
yraI	P42914	231	0	-	0	0	0	0	0
hofO	P45751	146	0	-	0	0	0	0	0
mhpE	P51020	337	0	-	0	0	0	0	0
yfjI	P52124	469	0	-	0	0	0	0	0
emrY	P52600	512	0	-	0	0	0	0	0
adiC	P60061	445	0	-	0	0	0	0	0
digH	P64426	439	0	-	0	0	0	0	0
yqfE	P64562	76	0	-	0	0	0	0	0
yqfA	P67153	219	0	-	0	0	0	0	0
yheU	P67624	72	0	-	0	0	0	0	0
hicB	P67697	138	0	-	0	0	0	0	1
ybhJ	P75764	753	0	-	0	0	0	0	0
ydcS	P76108	381	0	-	0	0	0	0	0
mnaT	P76112	172	0	-	0	0	0	0	1
ydeM	P76134	385	0	-	0	0	0	0	0
lsrB	P76142	340	0	-	0	0	0	0	0
ydhK	P76186	670	0	-	0	0	0	0	0
ydiL	P76196	118	0	-	0	0	0	0	0
pdeD	P76261	532	0	-	0	0	0	0	0
yecR	P76308	107	0	-	0	0	0	0	0
yegT	P76417	425	0	-	0	0	0	0	0
rcnA	P76425	274	1	H	18	18	0.0657	1	0
ygeH	P76639	458	0	-	0	0	0	0	0
ybdN	P77216	406	0	-	0	0	0	0	0
ddpC	P77463	298	0	-	0	0	0	0	1
ygcP	Q46906	191	0	-	0	0	0	0	0
cbl	Q47083	316	0	-	0	0	0	0	0
lacY	P02920	417	0	-	0	0	0	0	0
tonB	P02929	239	0	-	0	0	0	0	1
uvrD	P03018	720	0	-	0	0	0	0	0
xseA	P04994	456	0	-	0	0	0	0	0
btuC	P06609	326	0	-	0	0	0	0	0
creD	P08369	450	0	-	0	0	0	0	0
dicB	P09557	62	0	-	0	0	0	0	0
argG	P0A6E4	447	0	-	0	0	0	0	0
uxaB	P0A6L7	483	0	-	0	0	0	0	0
rpoA	P0A7Z4	329	0	-	0	0	0	0	0
uvrC	P0A8G0	610	0	-	0	0	0	0	0
yfbU	P0A8W8	164	0	-	0	0	0	0	0
pal	P0A912	173	0	-	0	0	0	0	0
cspE	P0A972	69	0	-	0	0	0	0	0
trxB	P0A9P4	321	0	-	0	0	0	0	0
idnO	P0A9P9	254	0	-	0	0	0	0	0
cspC	P0A9Y6	69	0	-	0	0	0	0	0
napG	P0AAL3	231	0	-	0	0	0	0	0
ydhY	P0AAL6	208	0	-	0	0	0	0	0
yajD	P0AAQ2	115	0	-	0	0	0	0	0
pxpB	P0AAV4	218	0	-	0	0	0	0	0
atpG	P0ABA6	287	0	-	0	0	0	0	0
mhpB	P0ABR9	314	0	-	0	0	0	0	0
yibF	P0ACA1	202	0	-	0	0	0	0	0
tdcA	P0ACQ7	312	0	-	0	0	0	0	0
yfeR	P0ACR7	308	0	-	0	0	0	0	0
viaA	P0ADN0	483	0	-	0	0	0	0	0
bcp	P0AE52	156	0	-	0	0	0	0	0
cedA	P0AE60	80	0	-	0	0	0	0	0
citT	P0AE74	487	0	-	0	0	0	0	0
yjiG	P0AEH8	153	0	-	0	0	0	0	0
narJ	P0AF26	236	0	-	0	0	0	0	0
nlpI	P0AFB1	294	0	-	0	0	0	0	0
aceE	P0AFG8	887	0	-	0	0	0	0	0
oppB	P0AFH2	306	0	-	0	0	0	0	0
rplU	P0AG48	103	0	-	0	0	0	0	0
sbcD	P0AG76	400	0	-	0	0	0	0	0
ugpB	P0AG80	438	0	-	0	0	0	0	0
idlP	P0DPC6	27	0	-	0	0	0	0	0
ymiC	P0DPO1	31	0	-	0	0	0	0	0
yncP	P0DSF2	22	0	-	0	0	0	0	0
evgL	P0DSF9	9	0	-	0	0	0	0	0
ysaE	P0DSH1	23	0	-	0	0	0	0	0
rpoS	P13445	330	0	-	0	0	0	0	0
mngR	P13669	240	0	-	0	0	0	0	0
betI	P17446	195	0	-	0	0	0	0	0
rstB	P18392	433	0	-	0	0	0	0	1
lpxM	P24205	323	0	-	0	0	0	0	0
hflX	P25519	426	0	-	0	0	0	0	0
fepE	P26266	377	0	-	0	0	0	0	0
artJ	P30860	243	0	-	0	0	0	0	0
thiB	P31550	327	0	-	0	0	0	0	0
frwD	P32676	113	0	-	0	0	0	0	0
nrfE	P32710	552	0	-	0	0	0	0	0
dacD	P33013	388	0	-	0	0	0	0	0
ccmF	P33927	647	0	-	0	0	0	0	0
cdaR	P37047	385	0	-	0	0	0	0	0
nudK	P37128	191	0	-	0	0	0	0	0
allK	P37306	297	0	-	0	0	0	0	1
bcsG	P37659	559	0	-	0	0	0	0	0
yiaV	P37683	378	0	-	0	0	0	0	0
uspF	P37903	144	0	-	0	0	0	0	0
ydaE	P38394	56	0	-	0	0	0	0	0
ygdG	P38506	251	0	-	0	0	0	0	0
yjfZ	P39308	264	0	-	0	0	0	0	0
bdcA	P39333	237	0	-	0	0	0	0	0
nanS	P39370	326	0	-	0	0	0	0	0
ygjI	P42590	477	0	-	0	0	0	0	0
gspJ	P45761	195	0	-	0	0	0	0	0
yedJ	P46144	231	0	-	0	0	0	0	0
mlc	P50456	406	0	-	0	0	0	0	0
puuE	P50457	421	0	-	0	0	0	0	0
yaiL	P51024	179	0	-	0	0	0	0	0
fsr	P52067	406	0	-	0	0	0	0	0
csgD	P52106	216	0	-	0	0	0	0	0
ldhA	P52643	329	0	-	0	0	0	0	0
ydiH	P64476	62	0	-	0	0	0	0	0
yqgC	P64570	71	0	-	0	0	0	0	0
yhaV	P64594	154	0	-	0	0	0	0	0
yhcO	P64616	90	0	-	0	0	0	0	1
rsmI	P67087	286	0	-	0	0	0	0	0
rcsF	P69411	134	0	-	0	0	0	0	0
ybhI	P75763	477	0	-	0	0	0	0	0
paaF	P76082	255	0	-	0	0	0	0	0
paaX	P76086	316	0	-	0	0	0	0	1
ynbB	P76091	298	0	-	0	0	0	0	0
yddJ	P76122	111	0	-	0	0	0	0	0
yedL	P76319	159	0	-	0	0	0	0	0
pdeN	P76446	518	0	-	0	0	0	0	0
yfaZ	P76471	180	0	-	0	0	0	0	0
lsrK	P77432	530	0	-	0	0	0	0	0
yphE	P77509	503	0	-	0	0	0	0	0
mhpD	P77608	269	0	-	0	0	0	0	0
yahI	P77624	316	0	-	0	0	0	0	0
tfaD	P77699	187	0	-	0	0	0	0	0
oppF	P77737	334	0	-	0	0	0	0	0
ompN	P77747	377	0	-	0	0	0	0	0
yahH	Q2EEQ3	106	0	-	0	0	0	0	1
ysaB	Q2M7M3	99	0	-	0	0	0	0	0
yafJ	Q47147	255	0	-	0	0	0	0	0
yciY	A5A613	57	0	-	0	0	0	0	0
pabA	P00903	187	0	-	0	0	0	0	0
ygeA	P03813	230	0	-	0	0	0	0	0
rbsD	P04982	139	0	-	0	0	0	0	0
ptrA	P05458	962	0	-	0	0	0	0	0
pfkB	P06999	309	0	-	0	0	0	0	0
ydiB	P0A6D5	288	0	-	0	0	0	0	0
der	P0A6P5	490	0	-	0	0	0	0	1
kdgT	P0A712	327	0	-	0	0	0	0	0
ribB	P0A7J0	217	0	-	0	0	0	0	1
smpB	P0A832	160	0	-	0	0	0	0	0
surE	P0A840	253	0	-	0	0	0	0	0
yqgF	P0A8I1	138	0	-	0	0	0	0	1
bamE	P0A937	113	0	-	0	0	0	0	0
dapD	P0A9D8	274	0	-	0	0	0	0	1
accD	P0A9Q5	304	0	-	0	0	0	0	0
ybhF	P0A9U1	578	0	-	0	0	0	0	0
cspA	P0A9X9	70	0	-	0	0	0	0	0
yghB	P0AA60	219	0	-	0	0	0	0	0
ssuB	P0AAI1	255	0	-	0	0	0	0	0
flgC	P0ABX2	134	0	-	0	0	0	0	0
gmd	P0AC88	373	0	-	0	0	0	0	0
marA	P0ACH5	127	0	-	0	0	0	0	1
oxyR	P0ACQ4	305	0	-	0	0	0	0	0
btsS	P0AD14	561	0	-	0	0	0	0	0
mrdA	P0AD65	633	0	-	0	0	0	0	1
ilvM	P0ADG1	87	0	-	0	0	0	0	0
yidQ	P0ADM4	110	0	-	0	0	0	0	0
yigB	P0ADP0	238	0	-	0	0	0	0	0
ygiB	P0ADT2	223	0	-	0	0	0	0	0
ppiD	P0ADY1	623	0	-	0	0	0	0	0
rplP	P0ADY7	136	0	-	0	0	0	0	0
ampE	P0AE14	284	0	-	0	0	0	0	0
cysW	P0AEB0	291	0	-	0	0	0	0	1
galU	P0AEP3	302	0	-	0	0	0	0	1
gyrB	P0AES6	804	0	-	0	0	0	0	0
narV	P0AF32	226	0	-	0	0	0	0	0
potI	P0AFL1	281	0	-	0	0	0	0	0
yadH	P0AFN6	256	0	-	0	0	0	0	0
tcyL	P0AFT2	222	0	-	0	0	0	0	0
rplF	P0AG55	177	0	-	0	0	0	0	1
ssb	P0AGE0	178	0	-	0	0	0	0	0
ymiA	P0CB62	46	0	-	0	0	0	0	0
insH6	P0CE53	326	0	-	0	0	0	0	0
ytiC	P0DPC4	33	0	-	0	0	0	0	0
yldA	P0DPN4	29	0	-	0	0	0	0	0
