Genename	Uniprot_id	Length	Polyx_count	Polyx_types	Polyx_lengths	Total_length	Pption_polyx	Count_grouped	Hk
4930512M02Rik	Q5SQK8	218	0	-	0	0	0	0	0
Or4d1	Q5SW48	313	0	-	0	0	0	0	0
Vezf1	Q5SXC4	518	1	Q	17	17	0.0328	1	0
Kcnh1	Q60603	989	0	-	0	0	0	0	0
Cfhr1	Q61406	343	0	-	0	0	0	0	0
Kif5b	Q61768	963	0	-	0	0	0	0	0
Ddias	Q6NZG4	898	0	-	0	0	0	0	0
Npc1l1	Q6T3U4	1333	0	-	0	0	0	0	0
Carns1	Q6ZPS2	827	0	-	0	0	0	0	0
Ppp1r3c	Q7TMB3	317	0	-	0	0	0	0	0
Mogs	Q80UM7	834	0	-	0	0	0	0	1
Mcub	Q810S1	345	0	-	0	0	0	0	0
Slc25a32	Q8BMG8	316	0	-	0	0	0	0	1
Cibar1	Q8BP22	286	0	-	0	0	0	0	0
Slc9a4	Q8BUE1	797	0	-	0	0	0	0	0
Snx22	Q8C084	192	0	-	0	0	0	0	0
Lrrn3	Q8CBC6	707	0	-	0	0	0	0	0
Nemf	Q8CCP0	1064	0	-	0	0	0	0	0
None	Q8CDN1	933	0	-	0	0	0	0	0
Panx3	Q8CEG0	392	0	-	0	0	0	0	0
Slc38a2	Q8CFE6	504	0	-	0	0	0	0	0
Smc2	Q8CG48	1191	0	-	0	0	0	0	0
Ngef	Q8CHT1	710	1	E	13	13	0.0183	1	0
Dnm1l	Q8K1M6	736	0	-	0	0	0	0	0
Shisa2	Q8QZV2	295	0	-	0	0	0	0	0
None	Q8R092	253	0	-	0	0	0	0	0
Zbtb44	Q8R0A2	453	0	-	0	0	0	0	1
Dock7	Q8R1A4	2130	0	-	0	0	0	0	0
Eif3c	Q8R1B4	911	0	-	0	0	0	0	1
Nup58	Q8R332	587	0	-	0	0	0	0	0
Plekha4	Q8VC98	588	0	-	0	0	0	0	0
Ptgr2	Q8VDQ1	351	0	-	0	0	0	0	0
Hnrnpu	Q8VEK3	800	1	G	10	10	0.0125	1	1
Or5m5	Q8VFL5	318	0	-	0	0	0	0	0
4930516K23Rik	Q8VGY1	314	0	-	0	0	0	0	0
Obox4	Q8VHG5	380	0	-	0	0	0	0	0
Acsm1	Q91VA0	573	0	-	0	0	0	0	0
Chchd6	Q91VN4	273	0	-	0	0	0	0	0
Ddx1	Q91VR5	740	0	-	0	0	0	0	1
Acy3	Q91XE4	318	0	-	0	0	0	0	0
Cd209d	Q91ZW8	237	0	-	0	0	0	0	0
Ak5	Q920P5	562	0	-	0	0	0	0	0
Retnlb	Q99P86	105	0	-	0	0	0	0	0
Kgd4	Q9CQX8	102	0	-	0	0	0	0	0
Dnmt3l	Q9CWR8	421	0	-	0	0	0	0	0
Mgrn1	Q9D074	532	0	-	0	0	0	0	1
Bola1	Q9D8S9	137	0	-	0	0	0	0	0
Dpep3	Q9DA79	493	0	-	0	0	0	0	1
Dram1	Q9DC58	238	0	-	0	0	0	0	0
Or2ag2	Q9EPF8	316	0	-	0	0	0	0	0
Tor3a	Q9ER38	385	0	-	0	0	0	0	0
Ifi30	Q9ESY9	248	0	-	0	0	0	0	0
Scamp5	Q9JKD3	235	0	-	0	0	0	0	0
Pla2g2e	Q9QUL3	142	0	-	0	0	0	0	0
Naa10	Q9QY36	235	0	-	0	0	0	0	0
Nphp1	Q9QY53	687	0	-	0	0	0	0	0
Smok1	Q9QYZ4	484	0	-	0	0	0	0	0
Trim3	Q9R1R2	744	0	-	0	0	0	0	0
Incenp	Q9WU62	880	1	A	15	15	0.017	1	0
Ptgfrn	Q9WV91	879	0	-	0	0	0	0	0
Kcnh3	Q9WVJ0	1095	1	S	9	9	0.0082	1	0
Trav4-3	A0A0B4J1K1	110	0	-	0	0	0	0	0
Smim40	A0A2I3BQC3	81	0	-	0	0	0	0	0
Gm11837	A0A9L6KDP1	117	0	-	0	0	0	0	0
Fam217b	A2AJW5	387	0	-	0	0	0	0	0
Ctag2l2	A2BG94	208	0	-	0	0	0	0	0
Gm14743	A2BHD2	171	0	-	0	0	0	0	0
Ankrd50	A6H6J9	467	0	-	0	0	0	0	0
Ptpru	B1AUH1	1446	0	-	0	0	0	0	0
Vmn1r180	B9EK86	305	0	-	0	0	0	0	0
Nsun4	C4P6S0	806	0	-	0	0	0	0	0
Vmn2r24	D3YUI0	854	0	-	0	0	0	0	0
Tmed7	D3YZZ5	224	0	-	0	0	0	0	0
Fam170b	E9PXT9	378	4	S/Q/Q/Q	10/30/12/11	63	0.1667	4	0
Heatr4	E9Q357	955	0	-	0	0	0	0	0
Cspg4b	F6RXI4	2391	0	-	0	0	0	0	0
Atf6	F6VAN0	656	0	-	0	0	0	0	1
Dsg3	O35902	993	0	-	0	0	0	0	0
Rab33b	O35963	229	0	-	0	0	0	0	1
Cript	O70333	101	0	-	0	0	0	0	1
Ubr1	O70481	1757	0	-	0	0	0	0	1
Zbtb7a	O88939	569	0	-	0	0	0	0	0
Nfatc1	O88942	717	0	-	0	0	0	0	0
Hba	P01942	142	0	-	0	0	0	0	0
Saa3	P04918	122	0	-	0	0	0	0	0
Sptb	P15508	2128	0	-	0	0	0	0	0
Serpine1	P22777	402	0	-	0	0	0	0	0
Dcn	P28654	354	0	-	0	0	0	0	0
Rab7a	P51150	207	0	-	0	0	0	0	1
Ccng1	P51945	294	0	-	0	0	0	0	0
Lefty2	P57785	368	0	-	0	0	0	0	0
L3mbtl2	P59178	703	0	-	0	0	0	0	1
Rpl27	P61358	136	0	-	0	0	0	0	0
Pcbd1	P61458	104	0	-	0	0	0	0	0
Cacng7	P62956	275	0	-	0	0	0	0	0
Fv1	P70213	459	0	-	0	0	0	0	0
Sox4	Q06831	440	1	S	17	17	0.0386	1	0
Prss48	Q14B25	312	0	-	0	0	0	0	0
Pilrb	Q2YFS2	224	0	-	0	0	0	0	0
Urgcp	Q5NCI0	926	0	-	0	0	0	0	0
Parl	Q5XJY4	377	0	-	0	0	0	0	1
Itgae	Q60677	1167	0	-	0	0	0	0	0
Mst1r	Q62190	1378	0	-	0	0	0	0	0
Ptprj	Q64455	1238	0	-	0	0	0	0	0
Atp11b	Q6DFW5	1175	0	-	0	0	0	0	0
Astl	Q6HA09	435	0	-	0	0	0	0	0
Sez6l	Q6P1D5	963	0	-	0	0	0	0	0
Gsta13	Q6P8Q0	223	0	-	0	0	0	0	0
Kctd12	Q6WVG3	327	1	G	9	9	0.0275	1	0
Ostc	Q78XF5	149	0	-	0	0	0	0	1
Or12j2	Q7TRT9	305	0	-	0	0	0	0	0
Enkd1	Q7TSV9	346	0	-	0	0	0	0	0
Mapda	Q80SY6	360	0	-	0	0	0	0	0
Galp	Q810H5	117	0	-	0	0	0	0	0
Susd6	Q8BGE4	302	0	-	0	0	0	0	0
Csnk1a1	Q8BK63	337	0	-	0	0	0	0	1
Cpsf4	Q8BQZ5	211	0	-	0	0	0	0	0
Spring1	Q8BTG6	205	0	-	0	0	0	0	0
Bbs4	Q8C1Z7	520	0	-	0	0	0	0	1
Tmem252	Q8C353	183	0	-	0	0	0	0	0
Amt	Q8CFA2	403	0	-	0	0	0	0	0
Paxx	Q8K0Y7	205	0	-	0	0	0	0	0
Ppp1r11	Q8K1L5	131	0	-	0	0	0	0	1
None	Q8K1L6	111	0	-	0	0	0	0	0
Stxbp5	Q8K400	1152	0	-	0	0	0	0	1
Sgsm3	Q8VCZ6	750	0	-	0	0	0	0	0
Or4a69	Q8VF91	314	0	-	0	0	0	0	0
Or4c104	Q8VF94	310	0	-	0	0	0	0	0
Or4c11b	Q8VGF5	307	0	-	0	0	0	0	0
Or5p55	Q8VGI4	310	0	-	0	0	0	0	0
Acot11	Q8VHQ9	594	0	-	0	0	0	0	0
Ptov1	Q91VU8	416	0	-	0	0	0	0	0
Pcdhgc4	Q91XX0	941	0	-	0	0	0	0	0
Gzmn	Q920S1	248	0	-	0	0	0	0	0
Dpp3	Q99KK7	738	0	-	0	0	0	0	1
Marchf2	Q99M02	246	0	-	0	0	0	0	1
Epdr1	Q99M71	224	0	-	0	0	0	0	0
Lrrc4	Q99PH1	652	1	A	10	10	0.0153	1	0
Rtn4r	Q99PI8	473	0	-	0	0	0	0	0
Ndufa6	Q9CQZ5	131	0	-	0	0	0	0	0
Rchy1	Q9CR50	261	0	-	0	0	0	0	1
Micu3	Q9CTY5	523	0	-	0	0	0	0	0
2310003L06Rik	Q9CV82	495	0	-	0	0	0	0	0
Ola1	Q9CZ30	396	0	-	0	0	0	0	0
Cmss1	Q9CZT6	276	0	-	0	0	0	0	1
Neurl2	Q9D0S4	285	0	-	0	0	0	0	0
Uvssa	Q9D479	717	0	-	0	0	0	0	0
Psmd12	Q9D8W5	456	0	-	0	0	0	0	1
Rnf138rt1	Q9D9M9	248	0	-	0	0	0	0	0
Or10d4c	Q9EQ84	314	0	-	0	0	0	0	0
Ppbp	Q9EQI5	113	0	-	0	0	0	0	0
Gdpd2	Q9ESM6	539	1	L	11	11	0.0204	1	0
Doc2g	Q9ESN1	387	0	-	0	0	0	0	0
Praf2	Q9JIG8	178	0	-	0	0	0	0	0
Tlr5	Q9JLF7	859	0	-	0	0	0	0	0
Spag6	Q9JLI7	507	0	-	0	0	0	0	0
Slc7a8	Q9QXW9	531	0	-	0	0	0	0	0
Abt1	Q9QYL7	269	0	-	0	0	0	0	0
Mnx1	Q9QZW9	404	3	A/A/G	14/9/10	33	0.0817	3	0
Aadat	Q9WVM8	425	0	-	0	0	0	0	0
Sart1	Q9Z315	806	0	-	0	0	0	0	1
Or5k8	A0A140T8K4	308	0	-	0	0	0	0	0
Or10h1	A0A2I3BQR4	319	0	-	0	0	0	0	0
Lekr1	A0A571BF98	690	0	-	0	0	0	0	0
None	A0A9L6KDZ6	49	0	-	0	0	0	0	0
None	A0AAA9WWD5	23	0	-	0	0	0	0	0
Gm572	B1ARY8	399	0	-	0	0	0	0	0
Zar1l	C3VD30	291	0	-	0	0	0	0	0
Foxi3	D3Z120	399	0	-	0	0	0	0	0
Sva	E9PX96	165	0	-	0	0	0	0	0
Vmn2r98	E9PZ56	857	0	-	0	0	0	0	0
Vmn2r115	E9Q0E7	857	0	-	0	0	0	0	0
Pira12	E9Q1Z6	680	0	-	0	0	0	0	0
Xkr6	E9Q6C8	638	1	G	10	10	0.0157	1	0
Znf296	E9Q6W4	445	0	-	0	0	0	0	0
Gm5796	E9Q7M8	205	0	-	0	0	0	0	0
Gml2	G5E8L7	176	0	-	0	0	0	0	0
Or2d3	K7N662	307	0	-	0	0	0	0	0
Or8c15	K7N678	312	0	-	0	0	0	0	0
Gm3453	K7N724	263	0	-	0	0	0	0	0
Vmn1r20	K7N778	303	0	-	0	0	0	0	0
Foxd2	O35392	492	1	G	10	10	0.0203	1	0
Dok2	O70469	412	0	-	0	0	0	0	0
Zfp1000	O88245	57	0	-	0	0	0	0	0
Ikbkb	O88351	757	0	-	0	0	0	0	1
Ifna2	P01573	190	0	-	0	0	0	0	0
Wnt1	P04426	370	0	-	0	0	0	0	0
Saa2	P05367	122	0	-	0	0	0	0	0
Zfp28	P10078	825	0	-	0	0	0	0	0
Mapt	P10637	733	0	-	0	0	0	0	0
Tnfrsf9	P20334	256	0	-	0	0	0	0	0
Pdgfb	P31240	241	0	-	0	0	0	0	0
Rln1	P47932	185	0	-	0	0	0	0	0
Cox6b1	P56391	86	0	-	0	0	0	0	0
Prkcg	P63318	697	0	-	0	0	0	0	0
Ppm1j	Q149T7	507	0	-	0	0	0	0	0
Kmt5a	Q2YDW7	349	1	A	10	10	0.0287	1	0
Dnaaf6	Q3KNI6	218	0	-	0	0	0	0	0
Prss38	Q3UKY7	322	0	-	0	0	0	0	0
Lyg2	Q3V1I0	213	0	-	0	0	0	0	0
Gcnt3	Q5JCT0	437	0	-	0	0	0	0	0
Bcap31	Q61335	245	0	-	0	0	0	0	1
Glg1	Q61543	1175	1	Q	9	9	0.0077	1	0
Ibsp	Q61711	324	1	E	19	19	0.0586	1	0
Zic2	Q62520	530	5	A/A/H/A/G	9/9/8/18/20	64	0.1208	5	0
Guk1	Q64520	198	0	-	0	0	0	0	1
Rbl2	Q64700	1135	0	-	0	0	0	0	0
Arhgef11	Q68FM7	1552	1	P	15	15	0.0097	1	0
Hectd1	Q69ZR2	2618	0	-	0	0	0	0	0
Ankrd6	Q69ZU8	712	0	-	0	0	0	0	0
Rcbtb1	Q6NXM2	531	0	-	0	0	0	0	0
Ttyh3	Q6P5F7	524	0	-	0	0	0	0	0
Crct1	Q6PAI5	102	0	-	0	0	0	0	0
Fchsd1	Q6PFY1	688	0	-	0	0	0	0	0
Camk2n1	Q6QWF9	78	0	-	0	0	0	0	0
Hsh2d	Q6VYH9	334	0	-	0	0	0	0	0
Or5w1	Q7TR43	312	0	-	0	0	0	0	0
Or8b12c	Q7TRE4	310	0	-	0	0	0	0	0
Or2ag16	Q7TRN4	311	0	-	0	0	0	0	0
Mtmr12	Q80TA6	747	1	G	10	10	0.0134	1	0
Negr1	Q80Z24	348	0	-	0	0	0	0	0
Efr3a	Q8BG67	819	0	-	0	0	0	0	1
Nat14	Q8BVG8	206	0	-	0	0	0	0	0
Lypd9	Q8C5Z9	145	0	-	0	0	0	0	0
Manba	Q8K2I4	879	0	-	0	0	0	0	0
Fbxo45	Q8K3B1	286	0	-	0	0	0	0	1
Ahsa2	Q8N9S3	331	0	-	0	0	0	0	0
Zwilch	Q8R060	589	0	-	0	0	0	0	0
Vmn1r89	Q8R256	316	0	-	0	0	0	0	0
Vmn1r218	Q8R261	298	0	-	0	0	0	0	0
Nlrp3	Q8R4B8	1033	0	-	0	0	0	0	0
Oxnad1	Q8VE38	311	0	-	0	0	0	0	0
Duoxa1	Q8VE49	341	0	-	0	0	0	0	0
Or2ag13	Q8VFM3	315	0	-	0	0	0	0	0
Ube2e2	Q91W82	201	0	-	0	0	0	0	0
Mapk8	Q91Y86	384	0	-	0	0	0	0	1
Atpaf2	Q91YY4	289	0	-	0	0	0	0	0
Plrg1	Q922V4	513	0	-	0	0	0	0	1
Slc8b1	Q925Q3	585	0	-	0	0	0	0	0
Pex6	Q99LC9	981	0	-	0	0	0	0	0
Cdk5rap3	Q99LM2	503	0	-	0	0	0	0	1
Pard3	Q99NH2	1333	0	-	0	0	0	0	0
Bzw1	Q9CQC6	419	0	-	0	0	0	0	1
Ormdl2	Q9CQZ0	153	0	-	0	0	0	0	1
Xrcc2	Q9CX47	278	0	-	0	0	0	0	0
Cyp2u1	Q9CX98	530	0	-	0	0	0	0	0
Rrs1	Q9CYH6	365	0	-	0	0	0	0	1
Kcnmb2	Q9CZM9	235	0	-	0	0	0	0	0
Dlst	Q9D2G2	454	0	-	0	0	0	0	0
Tssk4	Q9D411	328	0	-	0	0	0	0	0
Senp3	Q9EP97	568	1	E	13	13	0.0229	1	1
Sp5	Q9JHX2	398	2	P/A	10/12	22	0.0553	2	0
Gprc5d	Q9JIL6	344	0	-	0	0	0	0	0
Rpl38	Q9JJI8	70	0	-	0	0	0	0	0
Son	Q9QX47	2444	1	K	17	17	0.007	1	1
Jag2	Q9QYE5	1247	0	-	0	0	0	0	0
Clec5a	Q9R007	190	0	-	0	0	0	0	0
Ptges3	Q9R0Q7	160	0	-	0	0	0	0	0
Ehd1	Q9WVK4	534	0	-	0	0	0	0	0
Clec4d	Q9Z2H6	219	0	-	0	0	0	0	0
Cyp2ab1	S4R196	498	0	-	0	0	0	0	0
Ighv5-4	A0A075B5P9	117	0	-	0	0	0	0	0
Trav5-4	A0A075B652	114	0	-	0	0	0	0	0
Trav3-4	A0A075B654	114	0	-	0	0	0	0	0
Trav7n-6	A0A0B4J1N1	112	0	-	0	0	0	0	0
None	A0AAG1F8X7	85	0	-	0	0	0	0	0
Or8s10	A1L1B4	308	0	-	0	0	0	0	0
Cimap2	A2AVQ5	414	0	-	0	0	0	0	0
Mup10	A2BIN1	180	0	-	0	0	0	0	0
Odf2	A3KGV1	830	0	-	0	0	0	0	0
Or4c110	A3KGY3	312	0	-	0	0	0	0	0
Garin2	D3YV92	440	0	-	0	0	0	0	0
Or52a5	E9PYY2	315	0	-	0	0	0	0	0
Krtap10-21	E9Q2H5	230	0	-	0	0	0	0	0
Gm4841	E9QAA8	417	0	-	0	0	0	0	0
Zfp1004	F6ZS36	494	0	-	0	0	0	0	0
Vmn1r39	G3UWE6	305	0	-	0	0	0	0	0
Smbd1	J3QPC1	141	0	-	0	0	0	0	0
Or2ag1b	K7N641	315	0	-	0	0	0	0	0
Or8c17	L7N210	316	0	-	0	0	0	0	0
Capn2	O08529	700	0	-	0	0	0	0	0
Il13ra1	O09030	424	0	-	0	0	0	0	0
Chil3	O35744	398	0	-	0	0	0	0	0
Eif6	O55135	245	0	-	0	0	0	0	1
Baz1a	O88379	1555	1	D	10	10	0.0064	1	0
Pglyrp1	O88593	182	0	-	0	0	0	0	0
Cdc6	O89033	562	0	-	0	0	0	0	0
Lamc1	P02468	1607	0	-	0	0	0	0	0
Timp3	P39876	211	0	-	0	0	0	0	0
Rab8a	P55258	207	0	-	0	0	0	0	1
Dlg3	P70175	849	0	-	0	0	0	0	0
Sgcd	P82347	289	0	-	0	0	0	0	0
Dhrs2	Q149L0	282	0	-	0	0	0	0	0
Sirpd	Q1AN91	178	0	-	0	0	0	0	0
Trim43a	Q3TL54	445	0	-	0	0	0	0	0
Drc1	Q3USS3	753	0	-	0	0	0	0	0
Ksr2	Q3UVC0	951	0	-	0	0	0	0	0
Plekhg3	Q4VAC9	1341	3	E/E/E	11/8/9	28	0.0209	3	0
Rc3h1	Q4VGL6	1130	0	-	0	0	0	0	1
Eme2	Q56A04	373	0	-	0	0	0	0	1
Tmem199	Q5SYH2	208	0	-	0	0	0	0	1
Dmbt1	Q60997	2085	0	-	0	0	0	0	0
Brsk2	Q69Z98	735	0	-	0	0	0	0	0
Primpol	Q6P1E7	537	0	-	0	0	0	0	0
Ankle2	Q6P1H6	964	0	-	0	0	0	0	1
Golm2	Q6P2L7	435	0	-	0	0	0	0	0
Spic	Q6P3D7	242	0	-	0	0	0	0	0
Atg2a	Q6P4T0	1914	0	-	0	0	0	0	1
Bcr	Q6PAJ1	1270	0	-	0	0	0	0	0
Pip5kl1	Q6U7H8	395	0	-	0	0	0	0	0
Acap2	Q6ZQK5	770	0	-	0	0	0	0	1
Spcs3	Q6ZWQ7	180	0	-	0	0	0	0	1
Higd1c	Q76I25	96	0	-	0	0	0	0	0
Adam20	Q7M763	760	0	-	0	0	0	0	0
Or5d14	Q7TR28	314	0	-	0	0	0	0	0
Or2n1e	Q7TRI7	312	0	-	0	0	0	0	0
Or5ac19	Q7TS38	308	0	-	0	0	0	0	0
Abitram	Q80ZQ9	193	0	-	0	0	0	0	1
Znf18	Q810A1	556	0	-	0	0	0	0	0
Mospd3	Q8BGG6	235	0	-	0	0	0	0	0
Fam168a	Q8BGZ2	244	0	-	0	0	0	0	1
Snx14	Q8BHY8	964	0	-	0	0	0	0	0
Ska3	Q8C263	411	0	-	0	0	0	0	0
Wdr26	Q8C6G8	641	2	G/A	14/11	25	0.039	2	1
Samd7	Q8C8Y5	445	0	-	0	0	0	0	0
Ccdc15	Q8C9M2	810	0	-	0	0	0	0	0
Mfsd14b	Q8CIA9	507	0	-	0	0	0	0	0
Nfatc4	Q8K120	901	1	P	10	10	0.0111	1	0
Chrna3	Q8R4G9	499	0	-	0	0	0	0	0
Arap3	Q8R5G7	1538	0	-	0	0	0	0	0
Or4k45	Q8VF48	312	0	-	0	0	0	0	0
Or2y14	Q8VFA8	318	0	-	0	0	0	0	0
Or5p56	Q8VGI6	310	0	-	0	0	0	0	0
Ccdc65	Q8VHI7	493	0	-	0	0	0	0	0
Hnrnpr	Q8VHM5	632	0	-	0	0	0	0	0
