Genename	Uniprot_id	Length	Polyx_count	Polyx_types	Polyx_lengths	Total_length	Pption_polyx	Count_grouped	Hk
None	Q6ZS92	163	0	-	0	0	0	0	0
None	Q6ZSR6	202	0	-	0	0	0	0	0
KCP	Q6ZWJ8	1568	0	-	0	0	0	0	0
OTOP2	Q7RTS6	562	0	-	0	0	0	0	0
BHLHA9	Q7RTU4	235	0	-	0	0	0	0	0
RALGAPB	Q86X10	1494	0	-	0	0	0	0	0
KRT73	Q86Y46	540	0	-	0	0	0	0	0
AGGF1	Q8N302	714	0	-	0	0	0	0	1
FIBCD1	Q8N539	461	0	-	0	0	0	0	0
PAF1	Q8N7H5	531	1	E	14	14	0.0264	1	1
CCNYL1	Q8N7R7	359	0	-	0	0	0	0	0
None	Q8N814	137	0	-	0	0	0	0	0
None	Q8N976	141	0	-	0	0	0	0	0
None	Q8N9P0	234	0	-	0	0	0	0	0
OR4X1	Q8NH49	305	0	-	0	0	0	0	0
DCAF11	Q8TEB1	546	0	-	0	0	0	0	1
FBF1	Q8TES7	1133	0	-	0	0	0	0	0
SSC4D	Q8WTU2	575	0	-	0	0	0	0	0
TOMM40L	Q969M1	308	0	-	0	0	0	0	0
ZBTB9	Q96C00	473	1	E	8	8	0.0169	1	0
MMAB	Q96EY8	250	0	-	0	0	0	0	0
CAPZA3	Q96KX2	299	0	-	0	0	0	0	0
TBC1D32	Q96NH3	1257	0	-	0	0	0	0	0
YPEL4	Q96NS1	127	0	-	0	0	0	0	0
KCNJ15	Q99712	375	0	-	0	0	0	0	0
TIPIN	Q9BVW5	301	0	-	0	0	0	0	0
SSBP4	Q9BWG4	385	0	-	0	0	0	0	0
SCRT1	Q9BWW7	348	0	-	0	0	0	0	0
FAM234A	Q9H0X4	552	0	-	0	0	0	0	1
NAPB	Q9H115	298	0	-	0	0	0	0	0
None	Q9H521	79	0	-	0	0	0	0	0
MANSC1	Q9H8J5	431	0	-	0	0	0	0	0
ZDBF2	Q9HCK1	2354	0	-	0	0	0	0	0
PARP11	Q9NR21	338	0	-	0	0	0	0	0
RRP7BP	Q9NSQ0	103	0	-	0	0	0	0	0
ATP10D	Q9P241	1426	0	-	0	0	0	0	0
ZNFX1	Q9P2E3	1918	0	-	0	0	0	0	0
GAGE2D	Q9UEU5	116	0	-	0	0	0	0	0
RAB22A	Q9UL26	194	0	-	0	0	0	0	0
FZD4	Q9ULV1	537	1	L	11	11	0.0205	1	0
DHRS7	Q9Y394	339	0	-	0	0	0	0	0
LSM5	Q9Y4Y9	91	0	-	0	0	0	0	0
GTF3C3	Q9Y5Q9	886	1	E	21	21	0.0237	1	1
PUS1	Q9Y606	427	0	-	0	0	0	0	0
TRAJ21	A0A075B6V2	18	0	-	0	0	0	0	0
TRBV18	A0A087X0M5	115	0	-	0	0	0	0	0
GREP1	A0A0J9YXV3	536	0	-	0	0	0	0	0
TAF11L4	A0A1W2PPE2	198	0	-	0	0	0	0	0
LOC122526780	A0A590UJ96	1178	0	-	0	0	0	0	0
KRTAP23-1	A1A580	65	0	-	0	0	0	0	0
TRAPPC13	A5PLN9	417	0	-	0	0	0	0	0
TRABD2B	A6NFA1	517	0	-	0	0	0	0	0
FHAD1	B1AJZ9	1412	0	-	0	0	0	0	0
TMEM233	B4DJY2	109	0	-	0	0	0	0	0
HSBP1L1	C9JCN9	74	0	-	0	0	0	0	0
CPLX1	O14810	134	0	-	0	0	0	0	0
CASQ2	O14958	399	2	D/D	10/10	20	0.0501	2	0
DYNC1LI2	O43237	492	0	-	0	0	0	0	1
STX6	O43752	255	0	-	0	0	0	0	0
TADA3	O75528	432	0	-	0	0	0	0	1
LYPD3	O95274	346	0	-	0	0	0	0	0
FGG	P02679	453	0	-	0	0	0	0	0
F13B	P05160	661	0	-	0	0	0	0	0
IGFBP1	P08833	259	0	-	0	0	0	0	0
NMB	P08949	121	0	-	0	0	0	0	0
HOXC6	P09630	235	0	-	0	0	0	0	0
OCM2	P0CE71	109	0	-	0	0	0	0	0
CMPK1	P30085	196	0	-	0	0	0	0	1
RNASE4	P34096	147	1	L	12	12	0.0816	1	0
PCP4	P48539	62	0	-	0	0	0	0	0
ENTPD1	P49961	510	0	-	0	0	0	0	0
TNFSF10	P50591	281	0	-	0	0	0	0	0
HDGF	P51858	240	1	E	11	11	0.0458	1	0
DLX5	P56178	289	0	-	0	0	0	0	0
RPL32	P62910	135	0	-	0	0	0	0	1
PDIA2	Q13087	525	1	L	10	10	0.019	1	0
ORC1	Q13415	861	0	-	0	0	0	0	0
ZNF345	Q14585	488	0	-	0	0	0	0	0
PSG5	Q15238	335	0	-	0	0	0	0	0
SEC23B	Q15437	767	0	-	0	0	0	0	0
DIXDC1	Q155Q3	683	0	-	0	0	0	0	0
AAK1	Q2M2I8	961	1	Q	14	14	0.0146	1	0
KRTAP19-4	Q3LI73	84	0	-	0	0	0	0	0
CDON	Q4KMG0	1287	0	-	0	0	0	0	0
CCDC38	Q502W7	563	0	-	0	0	0	0	0
ZNF789	Q5FWF6	425	0	-	0	0	0	0	0
TTC32	Q5I0X7	151	0	-	0	0	0	0	0
SYT6	Q5T7P8	510	0	-	0	0	0	0	0
FAM78B	Q5VT40	261	0	-	0	0	0	0	0
LIPK	Q5VXJ0	399	0	-	0	0	0	0	0
CDC42EP5	Q6NZY7	148	0	-	0	0	0	0	0
ZNF793	Q6ZN11	406	0	-	0	0	0	0	0
CFAP47	Q6ZTR5	3187	0	-	0	0	0	0	0
RNF44	Q7L0R7	432	2	P/P	10/16	26	0.0602	2	1
WAPL	Q7Z5K2	1190	0	-	0	0	0	0	0
PHLDB2	Q86SQ0	1253	0	-	0	0	0	0	0
SHLD2	Q86V20	835	0	-	0	0	0	0	0
CYP4Z1	Q86W10	505	0	-	0	0	0	0	0
PDSS2	Q86YH6	399	0	-	0	0	0	0	0
TDRP	Q86YL5	185	0	-	0	0	0	0	0
RIOX2	Q8IUF8	465	0	-	0	0	0	0	0
CTAGE4	Q8IX94	777	0	-	0	0	0	0	0
FBXL6	Q8N531	539	0	-	0	0	0	0	0
FAM86B1	Q8N7N1	296	0	-	0	0	0	0	0
CEP112	Q8N8E3	955	0	-	0	0	0	0	0
POMGNT2	Q8NAT1	580	0	-	0	0	0	0	0
GLB1L3	Q8NCI6	653	0	-	0	0	0	0	0
RBM15B	Q8NDT2	890	1	P	9	9	0.0101	1	0
HIPK4	Q8NE63	616	0	-	0	0	0	0	0
OR52K2	Q8NGK3	314	0	-	0	0	0	0	0
SLC20A1	Q8WUM9	679	0	-	0	0	0	0	0
THEM6	Q8WUY1	208	0	-	0	0	0	0	0
SHC3	Q92529	594	0	-	0	0	0	0	0
EZH1	Q92800	747	0	-	0	0	0	0	0
ARHGEF1	Q92888	912	1	L	10	10	0.011	1	0
PTP4A1	Q93096	173	0	-	0	0	0	0	0
CCDC97	Q96F63	343	0	-	0	0	0	0	1
DOCK7	Q96N67	2140	0	-	0	0	0	0	0
PGLYRP2	Q96PD5	576	0	-	0	0	0	0	0
GBP4	Q96PP9	640	0	-	0	0	0	0	0
SNX18	Q96RF0	628	0	-	0	0	0	0	0
ATP6V0B	Q99437	205	0	-	0	0	0	0	1
HSD17B14	Q9BPX1	270	0	-	0	0	0	0	0
CCDC3	Q9BQI4	270	0	-	0	0	0	0	0
MTG1	Q9BT17	334	0	-	0	0	0	0	0
HDAC8	Q9BY41	377	0	-	0	0	0	0	0
TRIM2	Q9C040	744	0	-	0	0	0	0	0
FZD8	Q9H461	694	2	G/G	9/25	34	0.049	2	0
C11orf16	Q9NQ32	467	0	-	0	0	0	0	0
FBXO8	Q9NRD0	319	0	-	0	0	0	0	0
NRBP2	Q9NSY0	501	0	-	0	0	0	0	0
PKDREJ	Q9NTG1	2253	0	-	0	0	0	0	0
SIDT1	Q9NXL6	827	0	-	0	0	0	0	0
NYNRIN	Q9P2P1	1898	0	-	0	0	0	0	0
LNPEP	Q9UIQ6	1025	0	-	0	0	0	0	0
APPL1	Q9UKG1	709	0	-	0	0	0	0	1
RCOR1	Q9UKL0	485	2	A/A	17/11	28	0.0577	2	0
AGO2	Q9UKV8	859	0	-	0	0	0	0	0
L1RE1	Q9UN81	338	0	-	0	0	0	0	0
A4GNT	Q9UNA3	340	0	-	0	0	0	0	0
OR51B4	Q9Y5P0	310	0	-	0	0	0	0	0
TNFRSF18	Q9Y5U5	241	0	-	0	0	0	0	0
HS3ST3B1	Q9Y662	390	1	P	9	9	0.0231	1	0
SAR1B	Q9Y6B6	198	0	-	0	0	0	0	0
CSNKA2IP	A0A1B0GTH6	734	2	S/S	17/23	40	0.0545	2	0
SCYGR4	A0A286YEV6	105	1	G	14	14	0.1333	1	0
LOC122513141	A0A2R8Y4M4	201	0	-	0	0	0	0	0
None	A0A8V8TLY5	104	0	-	0	0	0	0	0
TRAJ40	A0N4X2	20	0	-	0	0	0	0	0
SLC66A1LP	A1A4F0	135	0	-	0	0	0	0	0
BTBD17	A6NE02	478	0	-	0	0	0	0	0
LST1	O00453	97	0	-	0	0	0	0	0
APAF1	O14727	1248	0	-	0	0	0	0	0
SLC22A2	O15244	555	0	-	0	0	0	0	0
EIF3D	O15371	548	1	E	17	17	0.031	1	1
TRAF3IP2	O43734	574	0	-	0	0	0	0	0
DIAPH2	O60879	1101	2	P/P	11/10	21	0.0191	2	0
ADAM11	O75078	769	0	-	0	0	0	0	0
FLOT1	O75955	427	0	-	0	0	0	0	0
EOMES	O95936	686	1	A	16	16	0.0233	1	0
THY1	P04216	161	1	L	11	11	0.0683	1	0
PKHD1	P08F94	4074	0	-	0	0	0	0	0
GSTP1	P09211	210	0	-	0	0	0	0	0
CSF1	P09603	554	0	-	0	0	0	0	0
ALOX5AP	P20292	161	0	-	0	0	0	0	0
PRKCH	P24723	683	0	-	0	0	0	0	0
ADORA2A	P29274	412	0	-	0	0	0	0	0
ALDH1B1	P30837	517	0	-	0	0	0	0	0
HSPA4	P34932	840	0	-	0	0	0	0	1
SERPINB5	P36952	375	0	-	0	0	0	0	0
PEX19	P40855	299	0	-	0	0	0	0	0
LEP	P41159	167	0	-	0	0	0	0	0
NAMPT	P43490	491	0	-	0	0	0	0	0
LPAR6	P43657	344	0	-	0	0	0	0	0
SLC16A1	P53985	500	0	-	0	0	0	0	0
EMP1	P54849	157	0	-	0	0	0	0	0
MFAP3	P55082	362	0	-	0	0	0	0	0
POLE2	P56282	527	0	-	0	0	0	0	0
GPSM2	P81274	684	0	-	0	0	0	0	0
COL4A3	Q01955	1670	1	L	10	10	0.006	1	0
SRSF9	Q13242	221	0	-	0	0	0	0	1
MPP2	Q14168	576	0	-	0	0	0	0	0
GBX1	Q14549	363	2	G/A	12/12	24	0.0661	2	0
RAB3GAP1	Q15042	981	0	-	0	0	0	0	1
RABEP1	Q15276	862	0	-	0	0	0	0	0
TAF11	Q15544	211	0	-	0	0	0	0	1
TBCE	Q15813	527	0	-	0	0	0	0	0
ZNF141	Q15928	474	0	-	0	0	0	0	0
PRSS53	Q2L4Q9	553	0	-	0	0	0	0	0
TRIM16L	Q309B1	348	0	-	0	0	0	0	0
NRN1L	Q496H8	165	0	-	0	0	0	0	0
CCDC40	Q4G0X9	1142	0	-	0	0	0	0	0
OCIAD2	Q56VL3	154	0	-	0	0	0	0	0
CCDC158	Q5M9N0	1113	0	-	0	0	0	0	0
MUC21	Q5SSG8	566	0	-	0	0	0	0	0
MEI1	Q5TIA1	1274	0	-	0	0	0	0	0
ALS2CL	Q60I27	953	0	-	0	0	0	0	0
TPGS2	Q68CL5	300	0	-	0	0	0	0	0
H2AC18	Q6FI13	130	0	-	0	0	0	0	0
CCDC70	Q6NSX1	222	0	-	0	0	0	0	0
PRSS54	Q6PEW0	395	0	-	0	0	0	0	0
UNQ6494/PRO21346	Q6UXR6	183	0	-	0	0	0	0	0
SPATA31E1	Q6ZUB1	1445	0	-	0	0	0	0	0
EMSY	Q7Z589	1322	1	S	10	10	0.0076	1	0
SPATA24	Q86W54	205	0	-	0	0	0	0	0
BAGE4	Q86Y28	39	0	-	0	0	0	0	0
DCP1B	Q8IZD4	617	1	Q	10	10	0.0162	1	0
TAGAP	Q8N103	731	0	-	0	0	0	0	0
TMEM123	Q8N131	208	0	-	0	0	0	0	0
DYNAP	Q8N1N2	210	0	-	0	0	0	0	0
CLIP4	Q8N3C7	705	0	-	0	0	0	0	0
MINK1	Q8N4C8	1332	2	Q/Q	10/16	26	0.0195	2	0
CBY2	Q8NA61	448	0	-	0	0	0	0	0
GSTCD	Q8NEC7	633	0	-	0	0	0	0	0
OR51S1	Q8NGJ8	323	0	-	0	0	0	0	0
AZIN2	Q96A70	460	0	-	0	0	0	0	0
NXNL1	Q96CM4	212	0	-	0	0	0	0	0
ZNF594	Q96JF6	807	0	-	0	0	0	0	0
DHRS1	Q96LJ7	313	0	-	0	0	0	0	0
SLC49A4	Q96SL1	478	0	-	0	0	0	0	0
MAP7D2	Q96T17	732	0	-	0	0	0	0	0
SPEN	Q96T58	3664	1	S	25	25	0.0068	1	1
TBL1Y	Q9BQ87	522	0	-	0	0	0	0	0
CORO1B	Q9BR76	489	0	-	0	0	0	0	0
RTF2	Q9BY42	306	0	-	0	0	0	0	1
B3GNT5	Q9BYG0	378	0	-	0	0	0	0	0
FGF23	Q9GZV9	251	0	-	0	0	0	0	0
ISCU	Q9H1K1	167	0	-	0	0	0	0	1
COQ10B	Q9H8M1	238	0	-	0	0	0	0	1
VIPAS39	Q9H9C1	493	1	D	10	10	0.0203	1	0
NDUFA4L2	Q9NRX3	87	0	-	0	0	0	0	0
RXFP3	Q9NSD7	469	0	-	0	0	0	0	0
MCUB	Q9NWR8	336	0	-	0	0	0	0	0
DOK5	Q9P104	306	0	-	0	0	0	0	0
EIF3K	Q9UBQ5	218	0	-	0	0	0	0	1
NRBP1	Q9UHY1	535	0	-	0	0	0	0	1
TBX21	Q9UL17	535	0	-	0	0	0	0	0
PLAAT4	Q9UL19	164	0	-	0	0	0	0	0
APLN	Q9ULZ1	77	0	-	0	0	0	0	0
PRPF19	Q9UMS4	504	0	-	0	0	0	0	1
COPS3	Q9UNS2	423	0	-	0	0	0	0	0
WDR7	Q9Y4E6	1490	0	-	0	0	0	0	0
PLEKHM1	Q9Y4G2	1056	0	-	0	0	0	0	0
CAPN7	Q9Y6W3	813	0	-	0	0	0	0	0
TRAV6	A0A075B6T7	132	0	-	0	0	0	0	0
TRAJ42	A0A075B6Y9	20	0	-	0	0	0	0	0
None	A0A1B0GVY7	632	0	-	0	0	0	0	0
None	A0AAG2TV48	102	0	-	0	0	0	0	0
TMEM89	A2RUT3	159	0	-	0	0	0	0	0
RBMY1E	A6NEQ0	496	0	-	0	0	0	0	0
SPDYE5	A6NIY4	402	0	-	0	0	0	0	0
LINC02906	E5RJ46	101	0	-	0	0	0	0	0
HAT1	O14929	419	0	-	0	0	0	0	1
CFLAR	O15519	480	0	-	0	0	0	0	0
P2RX6	O15547	441	0	-	0	0	0	0	0
KIF5C	O60282	957	0	-	0	0	0	0	0
CST7	O76096	145	0	-	0	0	0	0	0
NDUFA7	O95182	113	0	-	0	0	0	0	0
PTTG1	O95997	202	0	-	0	0	0	0	0
KRT6B	P04259	564	0	-	0	0	0	0	0
TUBB	P07437	444	0	-	0	0	0	0	1
OR8U8	P0C7N1	319	0	-	0	0	0	0	0
PRSS56	P0CW18	603	0	-	0	0	0	0	0
IAPP	P10997	89	0	-	0	0	0	0	0
GP1BB	P13224	206	0	-	0	0	0	0	0
PKM	P14618	531	0	-	0	0	0	0	0
POLR2E	P19388	210	0	-	0	0	0	0	0
NMT1	P30419	496	1	K	13	13	0.0262	1	1
TXK	P42681	527	0	-	0	0	0	0	0
TNNT2	P45379	298	1	E	10	10	0.0336	1	0
IQGAP1	P46940	1657	0	-	0	0	0	0	0
RPIA	P49247	311	0	-	0	0	0	0	1
SULT1A1	P50225	295	0	-	0	0	0	0	0
ANXA11	P50995	505	0	-	0	0	0	0	1
MYL6	P60660	151	0	-	0	0	0	0	1
RPL39	P62891	51	0	-	0	0	0	0	1
SHC2	P98077	582	0	-	0	0	0	0	0
ZXDA	P98168	799	0	-	0	0	0	0	0
RPL18A	Q02543	176	0	-	0	0	0	0	1
ATP5MC2	Q06055	141	0	-	0	0	0	0	0
RBL2	Q08999	1139	1	P	8	8	0.007	1	0
KLF10	Q13118	480	0	-	0	0	0	0	0
RLF	Q13129	1914	0	-	0	0	0	0	0
GTF2H2	Q13888	395	0	-	0	0	0	0	0
TRAM2	Q15035	370	0	-	0	0	0	0	0
FAM187B	Q17R55	369	0	-	0	0	0	0	0
IFI44L	Q53G44	452	0	-	0	0	0	0	0
MDH1B	Q5I0G3	518	0	-	0	0	0	0	0
PPM1J	Q5JR12	505	0	-	0	0	0	0	0
SMIM40	Q5STR5	79	0	-	0	0	0	0	0
LELP1	Q5T871	98	0	-	0	0	0	0	0
SHOC1	Q5VXU9	1444	0	-	0	0	0	0	0
ANKRD34A	Q69YU3	496	0	-	0	0	0	0	0
MZT2B	Q6NZ67	158	0	-	0	0	0	0	1
ZNF474	Q6S9Z5	364	0	-	0	0	0	0	0
APOOL	Q6UXV4	268	0	-	0	0	0	0	0
ZNF517	Q6ZMY9	492	0	-	0	0	0	0	0
PGAP1	Q75T13	922	0	-	0	0	0	0	0
ZNF367	Q7RTV3	350	0	-	0	0	0	0	0
ZNF571	Q7Z3V5	609	0	-	0	0	0	0	0
ZNF467	Q7Z7K2	595	0	-	0	0	0	0	0
RHPN2	Q8IUC4	686	0	-	0	0	0	0	0
PDZD9	Q8IXQ8	264	1	S	10	10	0.0379	1	0
OTUD6B	Q8N6M0	293	0	-	0	0	0	0	0
RCBTB1	Q8NDN9	531	0	-	0	0	0	0	0
SETD9	Q8NE22	299	0	-	0	0	0	0	0
OR4D10	Q8NGI6	311	0	-	0	0	0	0	0
OR1K1	Q8NGR3	316	0	-	0	0	0	0	0
OR2A12	Q8NGT7	310	0	-	0	0	0	0	0
ABHD4	Q8TB40	342	0	-	0	0	0	0	1
RBM46	Q8TBY0	533	0	-	0	0	0	0	0
ANKRD24	Q8TF21	1146	0	-	0	0	0	0	0
ARB2A	Q8WUF8	416	0	-	0	0	0	0	0
PHLDA1	Q8WV24	401	1	Q	22	22	0.0549	1	0
RSPH1	Q8WYR4	309	1	E	10	10	0.0324	1	0
ALG3	Q92685	438	0	-	0	0	0	0	0
CORO2A	Q92828	525	0	-	0	0	0	0	0
COPS5	Q92905	334	0	-	0	0	0	0	1
PTER	Q96BW5	349	0	-	0	0	0	0	0
PLEKHB2	Q96CS7	222	0	-	0	0	0	0	0
OMA1	Q96E52	524	0	-	0	0	0	0	0
MISP3	Q96FF7	219	0	-	0	0	0	0	0
LINC00526	Q96FQ7	95	0	-	0	0	0	0	0
ACY3	Q96HD9	319	0	-	0	0	0	0	0
ABCC11	Q96J66	1382	0	-	0	0	0	0	0
LRRC37B	Q96QE4	947	0	-	0	0	0	0	0
DNAJC7	Q99615	494	0	-	0	0	0	0	1
ARHGDIG	Q99819	225	0	-	0	0	0	0	0
APOL4	Q9BPW4	351	0	-	0	0	0	0	0
CMSS1	Q9BQ75	279	0	-	0	0	0	0	0
URM1	Q9BTM9	101	0	-	0	0	0	0	1
ADAM19	Q9H013	955	0	-	0	0	0	0	0
MTIF3	Q9H2K0	278	0	-	0	0	0	0	0
SH3GLB2	Q9NR46	395	0	-	0	0	0	0	0
TPSG1	Q9NRR2	321	0	-	0	0	0	0	0
SPTLC3	Q9NUV7	552	0	-	0	0	0	0	0
SLC25A37	Q9NYZ2	338	0	-	0	0	0	0	0
FBXO40	Q9UH90	709	0	-	0	0	0	0	0
MED13	Q9UHV7	2174	0	-	0	0	0	0	1
RAB21	Q9UL25	225	0	-	0	0	0	0	0
SUFU	Q9UMX1	484	0	-	0	0	0	0	0
SHANK2	Q9UPX8	1849	1	P	9	9	0.0049	1	0
WDR83OS	Q9Y284	106	0	-	0	0	0	0	1
CACNG2	Q9Y698	323	0	-	0	0	0	0	0
PPIAL4C	A0A0B4J2A2	164	0	-	0	0	0	0	0
TMEM247	A6NEH6	219	0	-	0	0	0	0	0
STRCP1	A6NGW2	1772	1	L	14	14	0.0079	1	0
USP17L5	A8MUK1	530	0	-	0	0	0	0	0
PMM2	O15305	246	0	-	0	0	0	0	0
TGM5	O43548	720	0	-	0	0	0	0	0
GET3	O43681	348	0	-	0	0	0	0	1
FZD6	O60353	706	0	-	0	0	0	0	0
HSF2BP	O75031	334	0	-	0	0	0	0	0
TMCC2	O75069	709	0	-	0	0	0	0	0
SNRNP200	O75643	2136	0	-	0	0	0	0	0
NCR1	O76036	304	0	-	0	0	0	0	0
SYF2	O95926	243	0	-	0	0	0	0	1
ADH1B	P00325	375	0	-	0	0	0	0	0
RPLP1	P05386	114	0	-	0	0	0	0	1
UGT2B4	P06133	528	0	-	0	0	0	0	0
QDPR	P09417	244	0	-	0	0	0	0	0
CXorf51B	P0DPH9	108	0	-	0	0	0	0	0
CENPVL2	P0DPI3	272	0	-	0	0	0	0	0
ODC1	P11926	461	0	-	0	0	0	0	0
PRLR	P16471	622	0	-	0	0	0	0	0
ZBTB25	P24278	435	0	-	0	0	0	0	0
S100A11	P31949	105	0	-	0	0	0	0	0
SLC16A2	P36021	539	0	-	0	0	0	0	0
SCNN1A	P37088	669	0	-	0	0	0	0	0
LGALS7	P47929	136	0	-	0	0	0	0	0
CD151	P48509	253	0	-	0	0	0	0	0
METAP2	P50579	478	1	K	9	9	0.0188	1	0
HLCS	P50747	726	0	-	0	0	0	0	0
STAT2	P52630	851	0	-	0	0	0	0	0
PTEN	P60484	403	0	-	0	0	0	0	1
LCN6	P62502	163	0	-	0	0	0	0	0
KIF23	Q02241	960	0	-	0	0	0	0	0
SOX4	Q06945	474	4	G/G/A/S	15/11/11/19	56	0.1181	4	0
POLE	Q07864	2286	0	-	0	0	0	0	0
RAD51AP2	Q09MP3	1159	0	-	0	0	0	0	0
HSD52	Q0P140	79	0	-	0	0	0	0	0
PIN1	Q13526	163	0	-	0	0	0	0	1
PTK2B	Q14289	1009	0	-	0	0	0	0	0
ZNF266	Q14584	549	0	-	0	0	0	0	0
ID2B	Q14602	36	0	-	0	0	0	0	0
RASA2	Q15283	850	1	A	10	10	0.0118	1	0
INA	Q16352	499	0	-	0	0	0	0	0
EXT1	Q16394	746	0	-	0	0	0	0	0
DGKD	Q16760	1214	1	P	14	14	0.0115	1	0
UVSSA	Q2YD98	709	0	-	0	0	0	0	0
EDRF1	Q3B7T1	1238	0	-	0	0	0	0	0
KRTAP21-2	Q3LI59	83	0	-	0	0	0	0	0
CDNF	Q49AH0	187	0	-	0	0	0	0	0
CEP78	Q5JTW2	689	0	-	0	0	0	0	0
UBE2NL	Q5JXB2	153	0	-	0	0	0	0	0
TSBP1	Q5SRN2	563	0	-	0	0	0	0	0
PHETA2	Q6ICB4	259	0	-	0	0	0	0	0
C8orf74	Q6P047	294	0	-	0	0	0	0	0
ANKRD16	Q6P6B7	361	0	-	0	0	0	0	0
DHRS4L2	Q6PKH6	232	0	-	0	0	0	0	0
BRICD5	Q6PL45	260	1	L	10	10	0.0385	1	0
PADI6	Q6TGC4	694	0	-	0	0	0	0	0
IL27RA	Q6UWB1	636	0	-	0	0	0	0	0
DRAM2	Q6UX65	266	0	-	0	0	0	0	0
THSD4	Q6ZMP0	1018	0	-	0	0	0	0	0
BHLHA15	Q7RTS1	189	0	-	0	0	0	0	0
SLC35E3	Q7Z769	313	0	-	0	0	0	0	0
PROSER2	Q86WR7	435	0	-	0	0	0	0	0
SYNE4	Q8N205	404	0	-	0	0	0	0	0
JAGN1	Q8N5M9	183	0	-	0	0	0	0	1
METTL13	Q8N6R0	699	0	-	0	0	0	0	0
C12orf76	Q8N812	135	0	-	0	0	0	0	0
FAM184A	Q8NB25	1140	0	-	0	0	0	0	0
SRFBP1	Q8NEF9	429	0	-	0	0	0	0	0
FAM83F	Q8NEG4	500	0	-	0	0	0	0	0
ZSWIM2	Q8NEG5	633	0	-	0	0	0	0	0
OR9Q1	Q8NGQ5	310	0	-	0	0	0	0	0
OR52J3	Q8NH60	311	0	-	0	0	0	0	0
AKR7L	Q8NHP1	331	0	-	0	0	0	0	0
MFSD8	Q8NHS3	518	0	-	0	0	0	0	0
TSPEAR	Q8WU66	669	0	-	0	0	0	0	0
LEO1	Q8WVC0	666	0	-	0	0	0	0	0
RASSF5	Q8WWW0	418	0	-	0	0	0	0	0
DGCR8	Q8WYQ5	773	0	-	0	0	0	0	0
MOAP1	Q96BY2	351	0	-	0	0	0	0	1
