Genename	Uniprot_id	Length	Polyx_count	Polyx_types	Polyx_lengths	Total_length	Pption_polyx	Count_grouped	Hk
Ndae1	Q8IPI3	1190	1	G	17	17	0.0143	1	0
Dis3l2	Q8IRJ7	1044	0	-	0	0	0	0	0
Dmel\CG32719	Q8IRP4	1220	0	-	0	0	0	0	0
LBR	Q8MLV1	741	1	T	10	10	0.0135	1	0
Dmel\CG7071	Q8SXS0	302	0	-	0	0	0	0	0
Dmel\CG1924	Q9I7S9	570	0	-	0	0	0	0	0
Dmel\CG10862	Q9I7T6	354	0	-	0	0	0	0	0
FeCh	Q9V9S8	384	0	-	0	0	0	0	0
Sas-6	Q9VAC8	472	0	-	0	0	0	0	0
Dmel\CG3348	Q9VB45	98	0	-	0	0	0	0	1
DmelL1	Q9VB88	341	0	-	0	0	0	0	0
Dmel\CG6283	Q9VB90	339	0	-	0	0	0	0	0
dysf	Q9VBH3	920	3	Q/Q/H	12/9/14	35	0.038	3	0
Syx18	Q9VC58	395	0	-	0	0	0	0	1
Dmel\CG5377	Q9VD00	278	0	-	0	0	0	0	1
Oga	Q9VDC9	1019	0	-	0	0	0	0	1
BcDNA:AT09463	Q9VDT4	181	0	-	0	0	0	0	1
cona	Q9VE78	207	0	-	0	0	0	0	0
Mpi	Q9VH77	396	0	-	0	0	0	0	1
anon-WO0118547.344	Q9VHN7	626	0	-	0	0	0	0	1
TU37B1	Q9VJ08	810	0	-	0	0	0	0	1
Faf2	Q9VJ58	464	0	-	0	0	0	0	0
Dmel\CG31806	Q9VJF8	151	1	D	10	10	0.0662	1	0
NimB5	Q9VJU6	315	0	-	0	0	0	0	0
A16	Q9VK43	376	0	-	0	0	0	0	1
Cog8	Q9VKH0	570	0	-	0	0	0	0	1
Dmel\CG14072	Q9VKM9	121	0	-	0	0	0	0	0
gny	Q9VKX7	475	0	-	0	0	0	0	0
Sirup	Q9VLU6	118	0	-	0	0	0	0	1
Dmel\CG5958	Q9VM12	294	0	-	0	0	0	0	1
tctn	Q9VMH0	657	0	-	0	0	0	0	0
Osi11	Q9VNN1	302	0	-	0	0	0	0	0
IntS14	Q9VPY0	587	0	-	0	0	0	0	0
colt	Q9VQG4	306	0	-	0	0	0	0	1
Paris	Q9VR05	346	0	-	0	0	0	0	0
Cralbp	Q9VRP8	324	0	-	0	0	0	0	0
Cln7	Q9VS51	546	0	-	0	0	0	0	1
BcDNA:RE24439	Q9VSG0	128	0	-	0	0	0	0	0
galla-2	Q9VTC4	156	0	-	0	0	0	0	1
Dmel\CG10749	Q9VU29	347	0	-	0	0	0	0	0
FOHSDR	Q9VU92	252	0	-	0	0	0	0	0
CG8745	Q9VU95	494	0	-	0	0	0	0	0
dlp	Q9VUG1	765	1	G	9	9	0.0118	1	1
Mgat4a	Q9VUH4	587	0	-	0	0	0	0	1
Dmel\CG13461	Q9VUJ9	137	0	-	0	0	0	0	0
Eig71Ef	Q9VUS9	98	0	-	0	0	0	0	0
Dmel\CG13053	Q9VV03	91	0	-	0	0	0	0	0
Dmel\CG13050	Q9VV14	143	0	-	0	0	0	0	0
BcDNA:AT27312	Q9VV33	124	0	-	0	0	0	0	0
Cyp312a1	Q9VVN6	510	0	-	0	0	0	0	0
Ubr1	Q9VX91	1824	0	-	0	0	0	0	1
hang	Q9VXG1	1959	4	A/D/D/A	10/13/9/12	44	0.0225	4	1
Dmel\CG10996	Q9VY83	392	0	-	0	0	0	0	0
Dmel\CG2574	Q9VYN3	239	0	-	0	0	0	0	0
stet	Q9W0E9	485	0	-	0	0	0	0	0
BEST:GH04269	Q9W1A7	389	0	-	0	0	0	0	0
Dmel\CG5339	Q9W1H1	305	0	-	0	0	0	0	1
ytr	Q9W1I6	194	1	G	14	14	0.0722	1	1
Dmel\CG12782	Q9W1T0	336	0	-	0	0	0	0	0
Ir7b	Q9W3P4	655	0	-	0	0	0	0	0
raptor	Q9W437	1621	0	-	0	0	0	0	1
dgt4	Q9W4M8	188	0	-	0	0	0	0	0
mdcds_59461	Q9W4N1	233	0	-	0	0	0	0	0
Dmel\CG14270	Q9W4R8	191	0	-	0	0	0	0	1
MED18	Q9XZT1	217	0	-	0	0	0	0	1
Taf10b	Q9XZT7	146	0	-	0	0	0	0	1
Dmel\CG43318	A0A0B4K7B4	172	0	-	0	0	0	0	0
qkr54B	A0A0B4KFT9	617	0	-	0	0	0	0	0
Dmel\CG8180	A0A0B4LFF6	594	2	Q/A	9/22	31	0.0522	2	0
NEST:bs04e10	A0A0B4LG03	185	0	-	0	0	0	0	0
Fer2	A0A0B4LH78	283	1	G	16	16	0.0565	1	0
CG13004-5'utr	A0A1Z1CLY5	30	0	-	0	0	0	0	0
bru3	A0A6M3Q6L8	552	1	A	11	11	0.0199	1	0
bma	A0A6M3Q8Y2	943	0	-	0	0	0	0	0
Dmel\CG9067	A1Z8I0	138	0	-	0	0	0	0	1
Dolk	A1ZAI1	503	0	-	0	0	0	0	1
Dnaaf3	A1ZB91	540	0	-	0	0	0	0	0
GEFmeso	A1ZBA1	1549	2	S/P	10/13	23	0.0148	2	0
Tlk	B7Z126	1489	10	Q/Q/Q/Q/Q/Q/Q/G/G/Q	13/9/13/10/10/14/18/21/9/19	136	0.0913	10	0
Dmel\CG42531	E1JH38	134	0	-	0	0	0	0	0
Dmel\CG17636	M9NFP5	585	0	-	0	0	0	0	0
Cyp4ae1	O46054	496	0	-	0	0	0	0	0
RpS21	O76927	83	0	-	0	0	0	0	1
Hsp22	P02515	174	0	-	0	0	0	0	0
CycA	P14785	491	0	-	0	0	0	0	1
BicD	P16568	782	0	-	0	0	0	0	1
Plc21C	P25455	1318	1	H	10	10	0.0076	1	1
bnb	P29746	442	0	-	0	0	0	0	1
nub	P31368	601	1	A	11	11	0.0183	1	0
bnk	P40794	303	0	-	0	0	0	0	0
Arf4	P40945	180	0	-	0	0	0	0	1
Taf6	P49847	606	0	-	0	0	0	0	1
IM18	P82701	71	0	-	0	0	0	0	0
Xpc	Q24595	1293	0	-	0	0	0	0	1
Dmel\CG34457	Q4V4V0	308	0	-	0	0	0	0	0
olf413	Q6NP60	760	1	A	10	10	0.0132	1	0
jagn	Q7K1V5	197	0	-	0	0	0	0	1
Rpn13	Q7K2G1	389	0	-	0	0	0	0	1
E23	Q7KU30	1017	4	Q/Q/A/S	14/11/13/17	55	0.0541	4	0
Remo	Q7KV24	1797	0	-	0	0	0	0	0
Dmel\CG1628	Q7KVQ8	459	0	-	0	0	0	0	0
Bckdhb	Q7PLE6	364	0	-	0	0	0	0	1
Tim17b	Q7PLT4	173	0	-	0	0	0	0	1
Akt	Q8INB9	611	0	-	0	0	0	0	1
nxf4	Q8INS6	301	0	-	0	0	0	0	0
Dmel\CG32246	Q8IRA7	565	0	-	0	0	0	0	0
CG3760	Q8MMC4	271	0	-	0	0	0	0	1
Reph	Q8MRQ2	401	0	-	0	0	0	0	1
tyn	Q8MS37	715	0	-	0	0	0	0	0
anon-WO0140519.77	Q8SZV0	617	0	-	0	0	0	0	0
NEST:bs14h12	Q8T959	52	0	-	0	0	0	0	0
CG8054	Q961H2	507	0	-	0	0	0	0	1
cic	Q9U1H0	1832	5	Q/Q/Q/A/Q	9/13/20/13/9	64	0.0349	5	1
SF2	Q9V3W7	255	1	G	18	18	0.0706	1	1
CAH5	Q9V9Y6	302	0	-	0	0	0	0	0
CG13980	Q9VB40	1555	1	Q	11	11	0.0071	1	0
Dmel\CG11791	Q9VBZ0	181	0	-	0	0	0	0	1
CG13609	Q9VCB1	364	0	-	0	0	0	0	0
CG5902	Q9VCF0	243	0	-	0	0	0	0	1
Dmel\CG13850	Q9VD14	564	0	-	0	0	0	0	1
Dmel\CG6678	Q9VD63	373	0	-	0	0	0	0	0
e	Q9VDC6	879	0	-	0	0	0	0	0
Dmel\CG17271	Q9VDI5	281	1	Q	21	21	0.0747	1	0
Acsx4	Q9VDU0	539	0	-	0	0	0	0	0
CG7696	Q9VE54	1784	3	Q/Q/A	10/8/11	29	0.0163	3	1
Non3	Q9VEB3	320	0	-	0	0	0	0	1
Brf	Q9VEL2	662	0	-	0	0	0	0	1
beat-IIb	Q9VEL7	407	1	G	11	11	0.027	1	0
Dmel\CG17562	Q9VES7	499	0	-	0	0	0	0	0
Dmel\CG4338	Q9VFA0	274	0	-	0	0	0	0	1
E5	Q9VFQ3	524	1	Q	10	10	0.0191	1	0
Dmel\CG3916	Q9VGB8	267	0	-	0	0	0	0	0
Dmel\CG6962	Q9VGH0	767	0	-	0	0	0	0	0
Pkd2	Q9VK95	924	1	P	10	10	0.0108	1	0
Tmem214	Q9VKM7	677	1	S	9	9	0.0133	1	0
Dmel\CG18301	Q9VKT8	422	0	-	0	0	0	0	0
Utx	Q9VL07	1136	0	-	0	0	0	0	1
Dmel\CG13113	Q9VLB0	205	0	-	0	0	0	0	0
Uba4	Q9VLJ8	453	0	-	0	0	0	0	1
CG4502	Q9VM35	306	2	N/N	20/14	34	0.1111	2	1
cup	Q9VMA3	1117	4	P/N/Q/Q	9/10/12/10	41	0.0367	4	0
Dmel\CG9150	Q9VMH9	251	0	-	0	0	0	0	0
Dmel\CG7742	Q9VMT4	509	0	-	0	0	0	0	0
TwdlG	Q9VMZ6	278	0	-	0	0	0	0	0
Dmel\CG14668	Q9VNB1	270	0	-	0	0	0	0	0
Acbp5	Q9VSP9	82	0	-	0	0	0	0	0
Dmel\CG18180	Q9VT25	264	0	-	0	0	0	0	0
shd	Q9VUF8	540	0	-	0	0	0	0	0
Tasp1	Q9VUX9	365	0	-	0	0	0	0	1
SREBP	Q9VW37	1113	0	-	0	0	0	0	1
Cyp305a1	Q9VW43	504	0	-	0	0	0	0	0
Elys	Q9VWE6	2111	0	-	0	0	0	0	1
Dmel\CG12231	Q9VWH2	183	0	-	0	0	0	0	0
Arp8	Q9VX09	607	0	-	0	0	0	0	0
CG8188	Q9VX25	209	0	-	0	0	0	0	0
Dmel\CG8952	Q9VXP8	276	0	-	0	0	0	0	0
CT34848	Q9VZI4	454	1	Q	15	15	0.033	1	0
GC	Q9W0C4	672	0	-	0	0	0	0	0
Zfrp8	Q9W1A3	347	0	-	0	0	0	0	1
Dmel\CG12111	Q9W3D8	188	0	-	0	0	0	0	0
Dmel\CG12123	Q9W3F5	218	0	-	0	0	0	0	1
CHOp24	Q9W4K0	208	0	-	0	0	0	0	1
Dmel\CG14421	Q9W4U6	238	1	T	11	11	0.0462	1	0
Mcm3	Q9XYU1	819	0	-	0	0	0	0	0
sip1	Q9Y103	839	0	-	0	0	0	0	0
anon-WO0172774.24	Q9Y114	656	0	-	0	0	0	0	1
Myo81F	A0A0A1EI90	2082	0	-	0	0	0	0	0
SPH73	A0A0B4K687	281	0	-	0	0	0	0	0
CG31149	A0A0B4K760	1188	0	-	0	0	0	0	0
LRR	A0A0B4KEE7	1486	1	S	9	9	0.0061	1	0
Dmel\CG42326	A0A0B4LEX9	1376	2	S/S	10/11	21	0.0153	2	0
Mppe	A0A0B4LF50	366	0	-	0	0	0	0	0
Dmel\CG12869	A0A6M3QH83	839	0	-	0	0	0	0	0
side-II	A0A9F2H0X3	1067	0	-	0	0	0	0	0
Dmel\CG34251	A1A716	185	0	-	0	0	0	0	0
Dmel\CG33477	A1Z885	198	0	-	0	0	0	0	0
Dmel\CG30056	A1Z923	137	0	-	0	0	0	0	0
mRpL53	A1Z9J6	155	0	-	0	0	0	0	0
Dmel\CG5757	A1ZB29	211	0	-	0	0	0	0	0
38C.42	A4V0X6	404	0	-	0	0	0	0	0
Elo68beta	A8JNR0	269	0	-	0	0	0	0	0
Dmel\CG4820	A8JQX6	362	0	-	0	0	0	0	1
Sfp33A3	E1JHG2	99	0	-	0	0	0	0	0
CG43054-RA	F3YD67	136	0	-	0	0	0	0	0
Dmel\CG42654	M9MRW9	161	0	-	0	0	0	0	0
Dmel\CG43147	M9NFS2	44	0	-	0	0	0	0	0
Dmel\CG43181	M9NGF1	128	0	-	0	0	0	0	0
RpL15	O17445	204	0	-	0	0	0	0	1
CG1307	O97067	186	0	-	0	0	0	0	1
Abd-B	P09087	493	3	Q/Q/Q	13/8/16	37	0.0751	3	0
trp	P19334	1275	0	-	0	0	0	0	0
Ggamma1	P38040	70	0	-	0	0	0	0	1
eIF2beta	P41375	312	2	K/K	8/9	17	0.0545	2	1
Taf11	P49906	196	0	-	0	0	0	0	1
Klf15	Q0IGQ2	311	0	-	0	0	0	0	0
Cp110	Q2PDW6	666	0	-	0	0	0	0	1
Dmel\CG11788	Q4V3Z5	425	0	-	0	0	0	0	0
Dmel\CG13323	Q4V4H7	112	0	-	0	0	0	0	0
lectin-30A	Q6GV06	223	0	-	0	0	0	0	0
Dmel\CG34292	Q6IJ53	195	0	-	0	0	0	0	0
Dmel\CG34247	Q6IL43	83	0	-	0	0	0	0	0
boly	Q7JVN4	255	0	-	0	0	0	0	0
Dmel\CG13326	Q7JYM7	867	0	-	0	0	0	0	0
Dmel\CG2310	Q7JZY1	251	0	-	0	0	0	0	1
Jheh2	Q7KB18	463	0	-	0	0	0	0	0
pip	Q86BJ3	514	1	H	11	11	0.0214	1	1
ppk6	Q86LH3	498	0	-	0	0	0	0	0
CG8775	Q8INH6	1025	0	-	0	0	0	0	1
Dmel\CG31627	Q8INU1	262	0	-	0	0	0	0	0
Dmel\CG32727	Q8IRP6	122	0	-	0	0	0	0	0
Coq9	Q8MKN0	326	0	-	0	0	0	0	1
Coq10	Q8MLL3	242	0	-	0	0	0	0	1
Fancd2	Q8MYL1	1478	0	-	0	0	0	0	0
Idgf5	Q8T0R7	444	0	-	0	0	0	0	0
Reg-5	Q94913	288	0	-	0	0	0	0	1
Hsp70Bb	Q9BIS2	641	0	-	0	0	0	0	0
CG17837	Q9I7I3	293	0	-	0	0	0	0	0
Dmel\CG15255	Q9V445	261	0	-	0	0	0	0	0
Cyp9b2	Q9V4I1	505	0	-	0	0	0	0	0
Cyp6w1	Q9V9L1	514	0	-	0	0	0	0	0
BcDNA:RE07994	Q9V9U9	207	0	-	0	0	0	0	1
Dmel\CG15544	Q9VA34	851	2	S/G	18/14	32	0.0376	2	0
Slbp	Q9VAN6	276	0	-	0	0	0	0	1
mrt	Q9VB49	775	0	-	0	0	0	0	1
TwdlL	Q9VBD9	285	0	-	0	0	0	0	0
Dmel\CG10550	Q9VBS7	425	0	-	0	0	0	0	0
eIF1A	Q9VEA1	148	0	-	0	0	0	0	1
Mic26-27	Q9VEY5	226	0	-	0	0	0	0	1
UQCR-C1	Q9VFF0	470	0	-	0	0	0	0	1
Dmel\CG14370	Q9VFU3	132	0	-	0	0	0	0	0
GstD5	Q9VG95	216	0	-	0	0	0	0	0
Cyp12e1	Q9VGZ0	522	0	-	0	0	0	0	0
Invadolysin	Q9VH19	683	0	-	0	0	0	0	1
Vps45	Q9VHB5	574	0	-	0	0	0	0	0
Hykk	Q9VJ68	417	0	-	0	0	0	0	1
fws	Q9VJD3	751	0	-	0	0	0	0	1
BG:DS04862.2	Q9VJP0	146	0	-	0	0	0	0	0
Pect	Q9VK25	393	0	-	0	0	0	0	0
RpL7-like	Q9VKC1	257	0	-	0	0	0	0	1
Lip2	Q9VKR5	413	0	-	0	0	0	0	0
LManIV	Q9VLI1	978	0	-	0	0	0	0	0
Dmel\CG13998	Q9VMK7	97	0	-	0	0	0	0	0
Ddx1	Q9VNV3	727	0	-	0	0	0	0	1
ICA69	Q9VP78	411	0	-	0	0	0	0	0
Nubp2	Q9VPD2	260	0	-	0	0	0	0	1
Obp19b	Q9VR95	163	0	-	0	0	0	0	0
CG10727	Q9VRR3	241	0	-	0	0	0	0	0
Dmel\CG7376	Q9VRV2	1270	0	-	0	0	0	0	0
Dmel\CG16998	Q9VS86	258	0	-	0	0	0	0	0
ValRS-m	Q9VSR7	994	0	-	0	0	0	0	0
emei	Q9VTF5	496	0	-	0	0	0	0	1
Fum3	Q9VTI5	470	0	-	0	0	0	0	0
Liprin-beta	Q9VU88	680	0	-	0	0	0	0	1
EAChm	Q9VUK1	211	0	-	0	0	0	0	0
Dmel\CG4306	Q9VVP9	220	0	-	0	0	0	0	0
Dmel\CG18294	Q9VVZ7	141	0	-	0	0	0	0	0
CG32583	Q9VXT6	212	0	-	0	0	0	0	0
Pdcd4	Q9VY91	509	0	-	0	0	0	0	0
BcDNA:GH03108	Q9W0X8	540	0	-	0	0	0	0	1
NaCP60E	Q9W0Y8	2844	0	-	0	0	0	0	0
anon-WO0140519.253	Q9W170	404	0	-	0	0	0	0	0
anon-WO0140519.111	Q9W172	391	0	-	0	0	0	0	0
Taldo	Q9W1G0	331	0	-	0	0	0	0	1
CT21430	Q9W4G1	524	0	-	0	0	0	0	0
Nulp1	Q9Y109	702	1	K	12	12	0.0171	1	1
Dmel\CG15365	X2JD14	828	3	G/Q/Q	10/43/41	94	0.1135	3	0
Dmel\CG42835	A0A0B4JDA6	108	0	-	0	0	0	0	0
Dmel\CG43448	A0A0B4K6U8	94	0	-	0	0	0	0	0
HP1Lcsd	A0A0B4K7M5	83	0	-	0	0	0	0	0
Acsl	A0A0B4KFE4	728	0	-	0	0	0	0	0
Dmel\CG45079	A0A0B4LHJ2	89	0	-	0	0	0	0	0
Obp85a	A0A1Z1CGZ7	180	0	-	0	0	0	0	0
HGTX	A0A6J3T5M5	587	1	N	15	15	0.0256	1	0
Dmel\CG34316	A1A6X9	267	0	-	0	0	0	0	0
Dmel\CG8248	A1Z7K4	227	0	-	0	0	0	0	0
Rme-8	A1Z7S0	2408	0	-	0	0	0	0	1
Prx6b	A1Z892	220	0	-	0	0	0	0	0
Cap-G	A1Z987	1351	0	-	0	0	0	0	0
fest	A1ZBJ8	513	0	-	0	0	0	0	0
Dmel\CG46281	A8JQZ1	234	0	-	0	0	0	0	0
Hayan	A8JUP7	637	0	-	0	0	0	0	1
sloth2	B7Z0X7	61	0	-	0	0	0	0	0
BcDNA:LD21969	B9A0M7	543	0	-	0	0	0	0	0
eIF4EHP	E1JIV5	248	0	-	0	0	0	0	0
CG42688-RA	F0JAR8	50	0	-	0	0	0	0	0
nuf	M9ND89	541	3	N/N/G	16/11/12	39	0.0721	3	0
Dmel\CG12688	M9NFW1	94	0	-	0	0	0	0	0
Dmel\CG7420	M9PAZ8	388	0	-	0	0	0	0	0
CG12508	M9PDT0	568	1	G	9	9	0.0158	1	0
Phm	O01404	365	0	-	0	0	0	0	1
Acp33A	O46227	47	0	-	0	0	0	0	0
C3G	O77086	1571	3	H/G/Q	10/10/9	29	0.0185	3	1
Nurf-38	O77460	338	0	-	0	0	0	0	1
ND-B14.5A	O97418	103	0	-	0	0	0	0	1
tin	P22711	416	0	-	0	0	0	0	0
Rpn3	P25161	494	0	-	0	0	0	0	1
tud	P25823	2515	0	-	0	0	0	0	1
flw	P48462	330	0	-	0	0	0	0	1
Obp69a	P54191	148	0	-	0	0	0	0	0
g	P54362	1034	0	-	0	0	0	0	1
BobB	P83263	78	0	-	0	0	0	0	0
r-l	Q01637	493	0	-	0	0	0	0	1
Etfb	Q0KHZ6	253	0	-	0	0	0	0	1
stnA	Q24211	850	1	K	9	9	0.0106	1	0
BP1015	Q2PE19	281	0	-	0	0	0	0	0
Cnep1r1	Q5LJU1	123	0	-	0	0	0	0	0
Dmel\CG34167	Q6IHC3	127	0	-	0	0	0	0	0
