Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
ENSOANG00000049266	ENSOANT00000071637		A0A6I8NWV3	54393801	54430458
ENSOANG00000031637	ENSOANT00000038945		K7E844	20071692	20109564
ENSOANG00000048973	ENSOANT00000049386		A0A6I8NSZ8	177718314	177775227
ENSOANG00000031637	ENSOANT00000058229		A0A6I8PMK9	20071692	20109564
ENSOANG00000048973	ENSOANT00000074274		A0A6I8NI45	177718314	177775227
ENSOANG00000011244	ENSOANT00000059664		A0A6I8NU17	54442138	54462552
ENSOANG00000011244	ENSOANT00000017817		F7DYW4	54442138	54462552
ENSOANG00000012296	ENSOANT00000075184		A0A6I8N8Z9	94299	271990
ENSOANG00000020641	ENSOANT00000030060		F7G7S5	20087366	20289653
ENSOANG00000012639	ENSOANT00000019991		F7FT28	27019044	27034945
ENSOANG00000012296	ENSOANT00000054022		A0A6I8NXI6	94299	271990
ENSOANG00000050031	ENSOANT00000071696		A0A6I8P724	129319447	129376558
ENSOANG00000003242	ENSOANT00000051915		A0A6I8MZL7	120668198	120934150
ENSOANG00000012639	ENSOANT00000061893		A0A6I8ND82	27019044	27034945
ENSOANG00000003242	ENSOANT00000005140		F6SN29	120668198	120934150
ENSOANG00000012296	ENSOANT00000067366		A0A6I8NLG1	94299	271990
ENSOANG00000003242	ENSOANT00000070642		A0A6I8P3Q4	120668198	120934150
ENSOANG00000003242	ENSOANT00000053307		A0A6I8NP08	120668198	120934150
ENSOANG00000012296	ENSOANT00000066803		A0A6I8NZG9	94299	271990
ENSOANG00000003242	ENSOANT00000056342		A0A6I8NEV7	120668198	120934150
ENSOANG00000014362	ENSOANT00000032031		F6ZKQ9	54469582	54482450
ENSOANG00000012296	ENSOANT00000019457		F7DL88	94299	271990
ENSOANG00000012296	ENSOANT00000069275		A0A6I8P189	94299	271990
ENSOANG00000036724	ENSOANT00000046604		A0A6I8N7L8	129384334	129409490
ENSOANG00000011245	ENSOANT00000017818		F7DYV7	54498363	54536552
ENSOANG00000046560	ENSOANT00000066177		A0A6I8NPG2	152295917	152476504
ENSOANG00000038000	ENSOANT00000063068		A0A6I8PDH6	1496457	1507804
ENSOANG00000015126	ENSOANT00000023827		F6WWU5	323038	346706
ENSOANG00000011246	ENSOANT00000017820		F7DYU6	54539223	54545305
ENSOANG00000047492	ENSOANT00000066184		A0A6I8PAM8	152430742	152436345
ENSOANG00000015126	ENSOANT00000061224		A0A6I8ND79	323038	346706
ENSOANG00000047492	ENSOANT00000071788		A0A6I8NG63	152430742	152436345
ENSOANG00000036003	ENSOANT00000071421		A0A6I8PB61	54546716	54555702
ENSOANG00000022394	ENSOANT00000032373		F6RK42	152513810	152544663
ENSOANG00000014333	ENSOANT00000073081		A0A6I8P6Z3	54572037	54592825
ENSOANG00000050938	ENSOANT00000060867		A0A6I8N2X5	121096615	121233219
ENSOANG00000014333	ENSOANT00000066243		A0A6I8NLR6	54572037	54592825
ENSOANG00000014333	ENSOANT00000022593		F7BEU3	54572037	54592825
ENSOANG00000039114	ENSOANT00000061905		A0A6I8NBL9	121099944	121101236
ENSOANG00000044426	ENSOANT00000053073		A0A6I8NWY0	348301	384986
ENSOANG00000020958	ENSOANT00000030472		F7G0Z9	54599450	54603724
ENSOANG00000014767	ENSOANT00000023264		F7EGT8	20489869	20776377
ENSOANG00000044426	ENSOANT00000048564		A0A6I8NXI0	348301	384986
ENSOANG00000020888	ENSOANT00000030376		F7EBS3	54614644	54617560
ENSOANG00000044426	ENSOANT00000064945		A0A6I8N037	348301	384986
ENSOANG00000004694	ENSOANT00000007438		F7E439	144406993	144442353
ENSOANG00000014767	ENSOANT00000059366		A0A6I8N6N7	20489869	20776377
ENSOANG00000049436	ENSOANT00000056505		A0A6I8NCY0	153117021	153129169
ENSOANG00000011883	ENSOANT00000072843		A0A6I8PBA7	54622533	54629572
ENSOANG00000039827	ENSOANT00000070353		A0A6I8N7Q0	99854278	99858713
ENSOANG00000014767	ENSOANT00000073265		A0A6I8NUM4	20489869	20776377
ENSOANG00000020697	ENSOANT00000023812		F6XU36	153133267	153515204
ENSOANG00000004008	ENSOANT00000006345		F7AV97	121333913	121431064
ENSOANG00000014767	ENSOANT00000064730		A0A6I8PCI4	20489869	20776377
ENSOANG00000004695	ENSOANT00000007440		F7E427	144448974	144533967
ENSOANG00000014767	ENSOANT00000039750		K7EAF4	20489869	20776377
ENSOANG00000008750	ENSOANT00000013949		F6YE37	99863683	99904720
ENSOANG00000005735	ENSOANT00000009138		F6X042	61949433	61950644
ENSOANG00000036497	ENSOANT00000076508		A0A6I8NHV3	415637	457114
ENSOANG00000036497	ENSOANT00000062389		A0A6I8P238	415637	457114
ENSOANG00000044256	ENSOANT00000049971		A0A6I8N0H7	144671066	144707288
ENSOANG00000012798	ENSOANT00000056903		A0A6I8NYB1	54629510	54649334
ENSOANG00000050644	ENSOANT00000066835		A0A6I8P6C9	106948531	106996842
ENSOANG00000036497	ENSOANT00000058649		A0A6I8MX67	415637	457114
ENSOANG00000012798	ENSOANT00000048566		A0A6I8NT22	54629510	54649334
ENSOANG00000050644	ENSOANT00000053052		A0A6I8PRS7	106948531	106996842
ENSOANG00000012798	ENSOANT00000069315		A0A6I8NG72	54629510	54649334
ENSOANG00000012798	ENSOANT00000018840		F6SYQ0	54629510	54649334
ENSOANG00000002137	ENSOANT00000003390		F6SVN2	144707085	144718224
ENSOANG00000012798	ENSOANT00000020256		F7A627	54629510	54649334
ENSOANG00000049528	ENSOANT00000064062		A0A6I8NA45	153548020	153602694
ENSOANG00000048003	ENSOANT00000067763		A0A6I8N0U3	456733	503919
ENSOANG00000045257	ENSOANT00000057209		A0A6I8P2H8	121488248	121496008
ENSOANG00000050664	ENSOANT00000058976		A0A6I8P5J2	92100075	92186322
ENSOANG00000049528	ENSOANT00000075257		A0A6I8PCX7	153548020	153602694
ENSOANG00000049528	ENSOANT00000057935		A0A6I8NX35	153548020	153602694
ENSOANG00000048048	ENSOANT00000050783		A0A6I8NM79	178212763	178367719
ENSOANG00000020618	ENSOANT00000030024		A0A7D9NKP3	99915665	99972209
ENSOANG00000009816	ENSOANT00000015570		F6RXF4	507815	508039
ENSOANG00000021730	ENSOANT00000031489		F6Y6J4	144717472	144732228
ENSOANG00000050664	ENSOANT00000072596		A0A6I8N7W0	92100075	92186322
ENSOANG00000047943	ENSOANT00000075372		A0A6I8P0D1	54657647	54666213
ENSOANG00000003406	ENSOANT00000069779		A0A6I8NRS6	167969319	168095719
ENSOANG00000009404	ENSOANT00000014956		F7EZI1	121503055	121503483
ENSOANG00000020202	ENSOANT00000029472		F7CBD8	60844780	60862225
ENSOANG00000050664	ENSOANT00000062591		A0A6I8NV08	92100075	92186322
ENSOANG00000047943	ENSOANT00000064518		A0A6I8PC77	54657647	54666213
ENSOANG00000040124	ENSOANT00000075201		A0A6I8NR61	161085076	161118620
ENSOANG00000013086	ENSOANT00000020689		F6Z9F9	545182	608622
ENSOANG00000020618	ENSOANT00000030027		F7GDR4	99915665	99972209
ENSOANG00000040124	ENSOANT00000057591		A0A6I8P993	161085076	161118620
ENSOANG00000003406	ENSOANT00000005403		F7DI85	167969319	168095719
ENSOANG00000040124	ENSOANT00000053656		A0A6I8N351	161085076	161118620
ENSOANG00000050664	ENSOANT00000075214		A0A6I8NTD8	92100075	92186322
ENSOANG00000012040	ENSOANT00000019073		F7DEE8	54694423	54709039
ENSOANG00000014768	ENSOANT00000023266		F7EGS7	20803589	20879253
ENSOANG00000048048	ENSOANT00000056543		A0A6I8NP89	178212763	178367719
ENSOANG00000021192	ENSOANT00000067076		A0A6I8NB08	153622327	153707976
ENSOANG00000003406	ENSOANT00000056251		A0A6I8N588	167969319	168095719
ENSOANG00000044098	ENSOANT00000072010		A0A6I8P560	121718202	122335424
ENSOANG00000020618	ENSOANT00000030025		F7GDS1	99915665	99972209
ENSOANG00000012038	ENSOANT00000019071		F7DEQ3	54710105	54759980
ENSOANG00000014768	ENSOANT00000023265		F7EGT3	20803589	20879253
ENSOANG00000021192	ENSOANT00000030770		F7EQW3	153622327	153707976
ENSOANG00000039714	ENSOANT00000053412		A0A6I8NAN4	60871764	60879236
ENSOANG00000046295	ENSOANT00000069684		A0A6I8N561	456763	459304
ENSOANG00000050467	ENSOANT00000075987		A0A6I8NWB7	144738493	144869710
ENSOANG00000048048	ENSOANT00000071911		A0A6I8PG91	178212763	178367719
ENSOANG00000001788	ENSOANT00000002844		F7CZD2	54763475	54771958
ENSOANG00000014768	ENSOANT00000059952		A0A6I8MYE5	20803589	20879253
ENSOANG00000039714	ENSOANT00000058227		A0A6I8NMW5	60871764	60879236
ENSOANG00000013743	ENSOANT00000021681		F7FGI1	161142750	161248778
ENSOANG00000050467	ENSOANT00000056683		A0A6I8PH23	144738493	144869710
ENSOANG00000044917	ENSOANT00000061257		A0A6I8P7T0	168103168	168134026
ENSOANG00000044917	ENSOANT00000067381		A0A6I8NAP8	168103168	168134026
ENSOANG00000009554	ENSOANT00000015172		F6SWD3	54776351	54792018
ENSOANG00000042354	ENSOANT00000074435		A0A6I8P7M9	459722	466706
ENSOANG00000005736	ENSOANT00000070081		A0A6I8PNJ5	61977154	62019986
ENSOANG00000048048	ENSOANT00000048397		A0A6I8NXY2	178212763	178367719
ENSOANG00000005736	ENSOANT00000009141		F6X016	61977154	62019986
ENSOANG00000005736	ENSOANT00000069036		A0A6I8P4G3	61977154	62019986
ENSOANG00000047731	ENSOANT00000047883		A0A6I8N994	60886345	60887382
ENSOANG00000039226	ENSOANT00000075269		A0A6I8P6B6	54804754	54806806
ENSOANG00000005736	ENSOANT00000067930		A0A6I8N6X3	61977154	62019986
ENSOANG00000050517	ENSOANT00000051524		A0A6I8PBB5	100009143	100009313
ENSOANG00000009904	ENSOANT00000015701		F6Y754	153673922	153687651
ENSOANG00000009904	ENSOANT00000075137		A0A6I8PQW1	153673922	153687651
ENSOANG00000012037	ENSOANT00000019068		F7DMU0	54815279	54817134
ENSOANG00000022160	ENSOANT00000032063		F6YT87	153713376	153758139
ENSOANG00000048048	ENSOANT00000065659		A0A6I8PSQ4	178212763	178367719
ENSOANG00000003645	ENSOANT00000005786		F7FJ54	107000725	107068848
ENSOANG00000050522	ENSOANT00000047023		A0A6I8P6U6	144470891	144518579
ENSOANG00000047476	ENSOANT00000064521		A0A6I8NAJ6	54942370	54946020
ENSOANG00000040965	ENSOANT00000055376		A0A6I8NAZ1	92964473	93157247
ENSOANG00000014769	ENSOANT00000068513		A0A6I8NUB5	20864361	20870927
ENSOANG00000003645	ENSOANT00000073861		A0A6I8N4A5	107000725	107068848
ENSOANG00000010996	ENSOANT00000017424		F7DH62	161331006	161370054
ENSOANG00000050522	ENSOANT00000056988		A0A6I8NTB9	144470891	144518579
ENSOANG00000040965	ENSOANT00000071087		A0A6I8NCI8	92964473	93157247
ENSOANG00000003645	ENSOANT00000047353		A0A6I8PMR7	107000725	107068848
ENSOANG00000014769	ENSOANT00000023267		F7EGS2	20864361	20870927
ENSOANG00000040965	ENSOANT00000051401		A0A6I8NMK6	92964473	93157247
ENSOANG00000003645	ENSOANT00000054415		A0A6I8N195	107000725	107068848
ENSOANG00000037742	ENSOANT00000063996		A0A6I8NB01	474173	480580
ENSOANG00000047683	ENSOANT00000058631		A0A6I8P9N4	168185590	168218820
ENSOANG00000048048	ENSOANT00000075640		A0A6I8NV20	178212763	178367719
ENSOANG00000014359	ENSOANT00000061578		A0A6I8PJE4	671286	732718
ENSOANG00000021949	ENSOANT00000031777		F6TJF2	100014351	100059903
ENSOANG00000037742	ENSOANT00000068510		A0A6I8N0B7	474173	480580
ENSOANG00000008987	ENSOANT00000062969		A0A6I8NXV7	153872614	153916292
ENSOANG00000040756	ENSOANT00000059247		A0A6I8P3I4	184310684	184432348
ENSOANG00000047683	ENSOANT00000067721		A0A6I8NI26	168185590	168218820
ENSOANG00000021949	ENSOANT00000053801		A0A6I8NNB8	100014351	100059903
ENSOANG00000014359	ENSOANT00000022640		F6WDE8	671286	732718
ENSOANG00000008987	ENSOANT00000014310		F7F2B6	153872614	153916292
ENSOANG00000004804	ENSOANT00000007607		F7EAR5	122974114	123417326
ENSOANG00000014359	ENSOANT00000053074		A0A6I8NHI9	671286	732718
ENSOANG00000047683	ENSOANT00000067152		A0A6I8PMR8	168185590	168218820
ENSOANG00000015085	ENSOANT00000023755		F7CJ66	161388072	161482833
ENSOANG00000012034	ENSOANT00000019065		F7DMW3	55207025	55279310
ENSOANG00000040756	ENSOANT00000063092		A0A6I8PNA1	184310684	184432348
ENSOANG00000015085	ENSOANT00000056604		A0A6I8PAM2	161388072	161482833
ENSOANG00000048048	ENSOANT00000071322		A0A6I8P5Z6	178212763	178367719
ENSOANG00000004804	ENSOANT00000053091		A0A6I8NAH1	122974114	123417326
ENSOANG00000046002	ENSOANT00000052013		A0A6I8NUL5	62058214	62072567
ENSOANG00000021949	ENSOANT00000075728		A0A6I8NYT8	100014351	100059903
ENSOANG00000014359	ENSOANT00000057479		A0A6I8PMY7	671286	732718
ENSOANG00000047683	ENSOANT00000068029		A0A6I8N5K1	168185590	168218820
ENSOANG00000014771	ENSOANT00000066602		A0A6I8P849	20893933	20927051
ENSOANG00000036979	ENSOANT00000056062		A0A6I8NK98	144567492	144802650
ENSOANG00000036959	ENSOANT00000050000		A0A6I8MZI6	62078224	62079228
ENSOANG00000041655	ENSOANT00000073566		A0A6I8NEX5	144883556	145166002
ENSOANG00000048048	ENSOANT00000063465		A0A6I8NC56	178212763	178367719
ENSOANG00000012034	ENSOANT00000049156		A0A6I8PN00	55207025	55279310
ENSOANG00000015083	ENSOANT00000023749		F7CJL7	161484981	161559378
ENSOANG00000050117	ENSOANT00000066521		A0A6I8P9D5	153929766	153932017
ENSOANG00000014771	ENSOANT00000023270		F7EGQ7	20893933	20927051
ENSOANG00000011775	ENSOANT00000070025		A0A6I8P1Y9	119771035	119979057
ENSOANG00000014359	ENSOANT00000057972		A0A6I8NXT7	671286	732718
ENSOANG00000050548	ENSOANT00000067560		A0A6I8NHN4	139098048	139116890
ENSOANG00000041655	ENSOANT00000074298		A0A6I8PF58	144883556	145166002
ENSOANG00000046933	ENSOANT00000061181		A0A6I8PB84	496797	500527
ENSOANG00000014771	ENSOANT00000064149		A0A6I8PRN0	20893933	20927051
ENSOANG00000021050	ENSOANT00000065891		A0A6I8NN94	18421898	18436194
ENSOANG00000050479	ENSOANT00000064572		A0A6I8NC93	123424743	123579169
ENSOANG00000046933	ENSOANT00000066286		A0A6I8P0J5	496797	500527
ENSOANG00000021050	ENSOANT00000030590		F7EAY5	18421898	18436194
ENSOANG00000001882	ENSOANT00000002986		F7EZC2	100063562	100114820
ENSOANG00000041655	ENSOANT00000072520		A0A6I8NBT8	144883556	145166002
ENSOANG00000014359	ENSOANT00000022641		F6WDE1	671286	732718
ENSOANG00000001882	ENSOANT00000050176		A0A6I8PP48	100063562	100114820
ENSOANG00000021050	ENSOANT00000060609		A0A6I8P7M7	18421898	18436194
ENSOANG00000021066	ENSOANT00000030607		F7CYQ9	154127046	154300181
ENSOANG00000050479	ENSOANT00000069801		A0A6I8PHH9	123424743	123579169
ENSOANG00000041655	ENSOANT00000066581		A0A6I8NGU0	144883556	145166002
ENSOANG00000044275	ENSOANT00000066253		A0A6I8PBP0	27070047	27097891
ENSOANG00000011775	ENSOANT00000068710		A0A6I8NQY7	119771035	119979057
ENSOANG00000036979	ENSOANT00000075131		A0A6I8NLJ5	144567492	144802650
ENSOANG00000040535	ENSOANT00000074658		A0A6I8NP16	161558530	161579352
ENSOANG00000042286	ENSOANT00000053998		A0A6I8N358	77578447	77603417
ENSOANG00000041655	ENSOANT00000056193		A0A6I8NKJ4	144883556	145166002
ENSOANG00000041332	ENSOANT00000074791		A0A6I8NE70	18447813	18454190
ENSOANG00000028802	ENSOANT00000041715		K7EG09	139150508	139195421
ENSOANG00000044275	ENSOANT00000053645		A0A6I8NS39	27070047	27097891
ENSOANG00000004382	ENSOANT00000002684		F7GC95	168232349	168453698
ENSOANG00000047580	ENSOANT00000070552		A0A6I8N127	178426063	178466748
ENSOANG00000019728	ENSOANT00000028815		F6PNA7	100156414	100163859
ENSOANG00000038318	ENSOANT00000060629		A0A6I8NI78	4314027	4324961
ENSOANG00000008700	ENSOANT00000013862		F6PGX7	154724709	154877517
ENSOANG00000011775	ENSOANT00000051355		A0A6I8PGL3	119771035	119979057
ENSOANG00000043486	ENSOANT00000059884		A0A6I8MZL6	730387	745942
ENSOANG00000036384	ENSOANT00000072566		A0A6I8NGS0	184454456	184520806
ENSOANG00000010714	ENSOANT00000050601		A0A6I8NJ74	93137174	93208581
ENSOANG00000044743	ENSOANT00000019059		F7DN76	55308732	55428327
ENSOANG00000041655	ENSOANT00000065987		A0A6I8P6X1	144883556	145166002
ENSOANG00000044275	ENSOANT00000048347		A0A6I8N100	27070047	27097891
ENSOANG00000001603	ENSOANT00000002564		F7ETP7	20935524	21108939
ENSOANG00000015080	ENSOANT00000023744		F7CJP9	161597910	161625555
ENSOANG00000043486	ENSOANT00000058904		A0A6I8MZW8	730387	745942
ENSOANG00000049717	ENSOANT00000073444		A0A6I8NE24	123625497	123640355
ENSOANG00000044275	ENSOANT00000062365		A0A6I8PD50	27070047	27097891
ENSOANG00000044743	ENSOANT00000070569		A0A6I8P3U3	55308732	55428327
ENSOANG00000036979	ENSOANT00000064446		A0A6I8PML1	144567492	144802650
ENSOANG00000037883	ENSOANT00000049963		A0A6I8N6L8	15937308	15947707
ENSOANG00000002081	ENSOANT00000003301		F6VK03	154984340	154994492
ENSOANG00000041655	ENSOANT00000048184		A0A6I8N0Y5	144883556	145166002
ENSOANG00000004382	ENSOANT00000006943		F7C915	168232349	168453698
ENSOANG00000011775	ENSOANT00000074155		A0A6I8NFJ0	119771035	119979057
ENSOANG00000036384	ENSOANT00000068547		A0A6I8P7K0	184454456	184520806
ENSOANG00000010714	ENSOANT00000071266		A0A6I8NSF1	93137174	93208581
ENSOANG00000044743	ENSOANT00000055413		A0A6I8NQ65	55308732	55428327
ENSOANG00000047097	ENSOANT00000060512		A0A6I8P266	77613517	77664106
ENSOANG00000040791	ENSOANT00000052133		A0A6I8NZI8	510005	526568
ENSOANG00000039704	ENSOANT00000061661		A0A6I8NI46	123644837	123698096
ENSOANG00000044387	ENSOANT00000076159		A0A6I8NNM4	4331937	4371558
ENSOANG00000037883	ENSOANT00000052395		A0A6I8MY10	15937308	15947707
ENSOANG00000001603	ENSOANT00000074430		A0A6I8P0G1	20935524	21108939
ENSOANG00000003395	ENSOANT00000005389		F6TH76	102658073	102659656
ENSOANG00000041655	ENSOANT00000069177		A0A6I8P7A4	144883556	145166002
ENSOANG00000046724	ENSOANT00000067444		A0A6I8NFW1	178483965	178529790
ENSOANG00000039704	ENSOANT00000063184		A0A6I8PBI3	123644837	123698096
ENSOANG00000044743	ENSOANT00000056662		A0A6I8P4N0	55308732	55428327
ENSOANG00000005451	ENSOANT00000008667		F7C326	100179269	100418226
ENSOANG00000001603	ENSOANT00000072182		A0A6I8PDJ2	20935524	21108939
ENSOANG00000044387	ENSOANT00000050471		A0A6I8P780	4331937	4371558
ENSOANG00000041655	ENSOANT00000012337		F6PW88	144883556	145166002
ENSOANG00000011775	ENSOANT00000040364		K7EC66	119771035	119979057
ENSOANG00000039342	ENSOANT00000060964		A0A6I8P9V4	155004448	155066714
ENSOANG00000036384	ENSOANT00000067471		A0A6I8N6D4	184454456	184520806
ENSOANG00000047097	ENSOANT00000074073		A0A6I8PD82	77613517	77664106
ENSOANG00000010714	ENSOANT00000016995		F6RGD1	93137174	93208581
ENSOANG00000044743	ENSOANT00000047272		A0A6I8P140	55308732	55428327
ENSOANG00000005451	ENSOANT00000061319		A0A6I8NB51	100179269	100418226
ENSOANG00000046724	ENSOANT00000051468		A0A6I8NX74	178483965	178529790
ENSOANG00000044437	ENSOANT00000070301		A0A6I8N771	62079646	62105479
ENSOANG00000039342	ENSOANT00000049663		A0A6I8PMQ3	155004448	155066714
ENSOANG00000007966	ENSOANT00000012670		F7FYT9	168685153	168686397
ENSOANG00000005451	ENSOANT00000051709		A0A6I8NCH0	100179269	100418226
ENSOANG00000044437	ENSOANT00000064395		A0A6I8P9F2	62079646	62105479
ENSOANG00000014839	ENSOANT00000076735		A0A6I8NWH3	108729921	108831914
ENSOANG00000040791	ENSOANT00000072389		A0A6I8N4H5	510005	526568
ENSOANG00000011775	ENSOANT00000018667		F6S5D8	119771035	119979057
ENSOANG00000014839	ENSOANT00000023371		F7BYR7	108729921	108831914
ENSOANG00000044437	ENSOANT00000052383		A0A6I8PIU4	62079646	62105479
ENSOANG00000046876	ENSOANT00000070621		A0A6I8PNF3	144801790	144826127
ENSOANG00000044437	ENSOANT00000050177		A0A6I8NSI8	62079646	62105479
ENSOANG00000005451	ENSOANT00000046642		A0A6I8NFY2	100179269	100418226
ENSOANG00000010714	ENSOANT00000058837		A0A6I8P4X2	93137174	93208581
ENSOANG00000012524	ENSOANT00000056807		A0A6I8MX51	754777	896595
ENSOANG00000004346	ENSOANT00000006893		F6S2X0	77678014	77713765
ENSOANG00000039351	ENSOANT00000070392		A0A6I8NNX3	15954046	15966412
ENSOANG00000049693	ENSOANT00000073523		A0A6I8P612	168715013	168853637
ENSOANG00000014840	ENSOANT00000023372		F7BYQ8	108838513	108856753
ENSOANG00000005451	ENSOANT00000063061		A0A6I8NTV6	100179269	100418226
ENSOANG00000047240	ENSOANT00000070306		A0A6I8N1T1	4389062	4434894
ENSOANG00000049693	ENSOANT00000060903		A0A6I8N3U0	168715013	168853637
ENSOANG00000042267	ENSOANT00000056160		A0A6I8NL27	184534050	184546690
ENSOANG00000007885	ENSOANT00000012554		F7DZZ5	27100531	27176923
ENSOANG00000045406	ENSOANT00000071810		A0A6I8NAD2	123746400	123841390
ENSOANG00000042267	ENSOANT00000075569		A0A6I8NZA6	184534050	184546690
ENSOANG00000037478	ENSOANT00000059169		A0A6I8PA37	139210397	139211597
ENSOANG00000050043	ENSOANT00000051009		A0A6I8N664	62114445	62120045
ENSOANG00000042173	ENSOANT00000021803		F7G0H6	164606685	165098413
ENSOANG00000003396	ENSOANT00000005390		F6TH68	102720802	102956587
ENSOANG00000015079	ENSOANT00000061798		A0A6I8P9C7	161648257	161750221
ENSOANG00000009154	ENSOANT00000014573		F7EJP0	55515125	55600043
ENSOANG00000010714	ENSOANT00000068330		A0A6I8NTN1	93137174	93208581
ENSOANG00000010577	ENSOANT00000016761		F6T9W1	108858971	108924257
ENSOANG00000040791	ENSOANT00000052827		A0A6I8PP38	510005	526568
ENSOANG00000050043	ENSOANT00000050363		A0A6I8NIU9	62114445	62120045
ENSOANG00000003676	ENSOANT00000005833		F7E6L3	145518298	145542830
ENSOANG00000045168	ENSOANT00000072076		A0A6I8N3I8	139220643	139221560
ENSOANG00000014861	ENSOANT00000023403		F7B6Z6	77738372	77743415
ENSOANG00000012524	ENSOANT00000070933		A0A6I8NG52	754777	896595
ENSOANG00000001605	ENSOANT00000002566		F7ETN5	21161367	21315936
ENSOANG00000007885	ENSOANT00000075421		A0A6I8P8C1	27100531	27176923
ENSOANG00000045406	ENSOANT00000053050		A0A6I8N3P8	123746400	123841390
ENSOANG00000041392	ENSOANT00000064887		A0A6I8PD31	178557267	178676341
ENSOANG00000015079	ENSOANT00000047245		A0A6I8NVX3	161648257	161750221
ENSOANG00000009154	ENSOANT00000060708		A0A6I8N239	55515125	55600043
ENSOANG00000049139	ENSOANT00000062708		A0A6I8PFI8	168882359	168921824
ENSOANG00000002621	ENSOANT00000073060		A0A6I8NLQ1	144825913	144855900
ENSOANG00000040729	ENSOANT00000048018		A0A6I8NKH0	15968500	15983647
ENSOANG00000012144	ENSOANT00000073658		A0A6I8P3A0	100208660	100268720
ENSOANG00000038658	ENSOANT00000049203		A0A6I8NYD9	120029117	120035038
ENSOANG00000040152	ENSOANT00000065132		A0A6I8MYT1	139247208	139248761
ENSOANG00000038658	ENSOANT00000061559		A0A6I8NBR5	120029117	120035038
ENSOANG00000002621	ENSOANT00000004169		F7E0K5	144825913	144855900
ENSOANG00000045406	ENSOANT00000048322		A0A6I8P5M8	123746400	123841390
ENSOANG00000037859	ENSOANT00000063988		A0A6I8N2P0	62120544	62137491
ENSOANG00000047747	ENSOANT00000061933		A0A6I8NL91	108940815	108941948
ENSOANG00000015079	ENSOANT00000047119		A0A6I8PGD6	161648257	161750221
ENSOANG00000004417	ENSOANT00000055934		A0A6I8NPE4	97902827	97941470
ENSOANG00000038658	ENSOANT00000057088		A0A6I8NBT0	120029117	120035038
ENSOANG00000029045	ENSOANT00000051076		A0A6I8NR72	155215148	155374051
ENSOANG00000037859	ENSOANT00000066522		A0A6I8NWZ7	62120544	62137491
ENSOANG00000001605	ENSOANT00000075066		A0A6I8N7S0	21161367	21315936
ENSOANG00000002621	ENSOANT00000068702		A0A6I8P014	144825913	144855900
ENSOANG00000040791	ENSOANT00000052682		A0A6I8NXN2	510005	526568
ENSOANG00000047205	ENSOANT00000069720		A0A6I8N8V3	4455897	4505406
ENSOANG00000010714	ENSOANT00000068380		A0A6I8NHV7	93137174	93208581
ENSOANG00000004417	ENSOANT00000006999		F7AQV7	97902827	97941470
ENSOANG00000008018	ENSOANT00000067923		A0A6I8P4C3	18457437	18510604
ENSOANG00000012144	ENSOANT00000019239		F7DW28	100208660	100268720
ENSOANG00000003396	ENSOANT00000058398		A0A6I8NMV1	102720802	102956587
ENSOANG00000046008	ENSOANT00000074426		A0A6I8MXD8	27169885	27177425
ENSOANG00000012524	ENSOANT00000019812		F7E1X8	754777	896595
ENSOANG00000041392	ENSOANT00000068514		A0A6I8N7Z3	178557267	178676341
