Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
ENSCGRG00001000071	ENSCGRT00001000070		A0A3L7GLU6	271055	283343
ENSCGRG00001000070	ENSCGRT00001000071		A0A8C2L9P5	40935586	40965490
ENSCGRG00001000074	ENSCGRT00001000072		A0A8C2LAF2	28270626	28278356
ENSCGRG00001000059	ENSCGRT00001000073		A0A8C2L606	412908	443335
ENSCGRG00001000069	ENSCGRT00001000074		G3HZ13	7410201	7609746
ENSCGRG00001000075	ENSCGRT00001000075		G3HR09	14557880	14568152
ENSCGRG00001000077	ENSCGRT00001000076		A0A8C2L8P8	3904382	3908207
ENSCGRG00001000073	ENSCGRT00001000077		A0A8C2QBI7	989897	1011697
ENSCGRG00001000078	ENSCGRT00001000078		G3I4K2	40671675	40676715
ENSCGRG00001000081	ENSCGRT00001000079		G3HF15	2864896	2876013
ENSCGRG00001000082	ENSCGRT00001000080		A0A8C2L7G4	1070155	1083114
ENSCGRG00001000079	ENSCGRT00001000081		A0A8C2LCW2	10271076	10272660
ENSCGRG00001000059	ENSCGRT00001000082		A0A8C2LBI2	412908	443335
ENSCGRG00001000059	ENSCGRT00001000083		A0A8C2L9Q6	412908	443335
ENSCGRG00001000085	ENSCGRT00001000084		A0A8C2LAG0	10405982	10407016
ENSCGRG00001000087	ENSCGRT00001000085		A0A8C2L617	26224090	26415976
ENSCGRG00001000083	ENSCGRT00001000086		A0A3L7H9M5	33384771	33390866
ENSCGRG00001000083	ENSCGRT00001000087		A0A8C2L8H7	33384771	33390866
ENSCGRG00001000086	ENSCGRT00001000088		A0A8C2L8Q8	23513271	23517317
ENSCGRG00001000088	ENSCGRT00001000089		A0A8C2QBI9	96036	97644
ENSCGRG00001000090	ENSCGRT00001000090		A0A8C2QBT9	52464925	52469035
ENSCGRG00001000091	ENSCGRT00001000091		A0A8C2LAB2	1345722	1345989
ENSCGRG00001000090	ENSCGRT00001000092		A0A8C2L7H3	52464925	52469035
ENSCGRG00001000089	ENSCGRT00001000093		A0A8C2LCX4	3084225	3097772
ENSCGRG00001000093	ENSCGRT00001000094		A0A8C2LBJ3	15538052	15554347
ENSCGRG00001000072	ENSCGRT00001000095		A0A8C2L9R7	102061	151332
ENSCGRG00001000094	ENSCGRT00001000096		A0A8C2LAH0	895158	897495
ENSCGRG00001000098	ENSCGRT00001000097		A0A3L7H547	4209186	4217178
ENSCGRG00001000080	ENSCGRT00001000098		A0A8C2L6Z8	13533087	13937946
ENSCGRG00001000096	ENSCGRT00001000099		A0A8C2L8I9	107147	120359
ENSCGRG00001000080	ENSCGRT00001000100		A0A8C2L8S1	13533087	13937946
ENSCGRG00001000095	ENSCGRT00001000101		A0A8C2QBJ1	58571669	58667222
ENSCGRG00001000089	ENSCGRT00001000102		A0A8C2QBU1	3084225	3097772
ENSCGRG00001000097	ENSCGRT00001000103		A0A3L7H851	1804211	1809942
ENSCGRG00001000076	ENSCGRT00001000104		A0A8C2L7I5	1636605	1653483
ENSCGRG00001000084	ENSCGRT00001000105		A0A8C2LCY5	4693	42466
ENSCGRG00001000097	ENSCGRT00001000106		A0A8C2LBK6	1804211	1809942
ENSCGRG00001000096	ENSCGRT00001000107		A0A8C2L9S6	107147	120359
ENSCGRG00001000099	ENSCGRT00001000108		G3IJ16	41824529	41826009
ENSCGRG00001000101	ENSCGRT00001000109		A0A8C2L642	44619488	44637444
ENSCGRG00001000100	ENSCGRT00001000110		A0A8C2L710	20689687	20728936
ENSCGRG00001000092	ENSCGRT00001000111		A0A8C2L8K3	2322225	2333579
ENSCGRG00001000101	ENSCGRT00001000112		A0A8C2L8T6	44619488	44637444
ENSCGRG00001000095	ENSCGRT00001000113		A0A8C2QBJ3	58571669	58667222
ENSCGRG00001000103	ENSCGRT00001000114		A0A061INU4	10884123	10890076
ENSCGRG00001000105	ENSCGRT00001000115		A0A8C2LAD5	15431921	15439909
ENSCGRG00001000102	ENSCGRT00001000116		A0A8C2L7J5	35698096	35701742
ENSCGRG00001000106	ENSCGRT00001000117		A0A8C2LCZ4	253623	259217
ENSCGRG00001000092	ENSCGRT00001000118		A0A8C2LBM2	2322225	2333579
ENSCGRG00001000104	ENSCGRT00001000120		A0A8C2L9T7	7122277	7129687
ENSCGRG00001000108	ENSCGRT00001000119		A0A8C2LAJ1	5424268	5429467
ENSCGRG00001000076	ENSCGRT00001000121		A0A8C2L651	1636605	1653483
ENSCGRG00001000112	ENSCGRT00001000122		A0A8C2L722	34983401	34985199
ENSCGRG00001000110	ENSCGRT00001000123		A0A8C2L8L2	5758422	5914431
ENSCGRG00001000076	ENSCGRT00001000124		A0A8C2L8U4	1636605	1653483
ENSCGRG00001000111	ENSCGRT00001000125		A0A8C2QBJ5	2434171	2448804
ENSCGRG00001000113	ENSCGRT00001000126		A0A8C2QBU5	251149	344553
ENSCGRG00001000115	ENSCGRT00001000127		A0A8C2LAE4	33330123	33345699
ENSCGRG00001000117	ENSCGRT00001000128		A0A8C2L7K1	1031393	1043583
ENSCGRG00001000107	ENSCGRT00001000129		A0A8C2LD06	29588359	29643247
ENSCGRG00001000118	ENSCGRT00001000130		A0A8C2LBN2	21093778	21095363
ENSCGRG00001000121	ENSCGRT00001000131		A0A8C2L9U7	13155194	13156968
ENSCGRG00001000114	ENSCGRT00001000132		A0A8C2LAJ8	20763430	20814142
ENSCGRG00001000109	ENSCGRT00001000133		A0A8C2L662	4067982	4091723
ENSCGRG00001000116	ENSCGRT00001000134		A0A8C2L735	32392533	32399942
ENSCGRG00001000122	ENSCGRT00001000135		A0A8C2L8M3	6338334	6350629
ENSCGRG00001000119	ENSCGRT00001000136		A0A061IDR1	34873554	34877897
ENSCGRG00001000124	ENSCGRT00001000137		A0A061IFD9	64005248	64009798
ENSCGRG00001000122	ENSCGRT00001000138		A5HUN3	6338334	6350629
ENSCGRG00001000128	ENSCGRT00001000139		G3HE50	13586576	13587568
ENSCGRG00001000127	ENSCGRT00001000140		A0A8C2L7L1	36209352	36223014
ENSCGRG00001000109	ENSCGRT00001000141		A0A8C2LD17	4067982	4091723
ENSCGRG00001000135	ENSCGRT00001000142		A0A8C2LBP4	7407267	7407726
ENSCGRG00001000126	ENSCGRT00001000143		A0A8C2L9V5	1564632	1566323
ENSCGRG00001000131	ENSCGRT00001000144		A0A8C2LAL0	19729160	19735053
ENSCGRG00001000137	ENSCGRT00001000145		A0A8C2L675	3380726	3384625
ENSCGRG00001000141	ENSCGRT00001000146		A0A8C2L745	33442669	33447073
ENSCGRG00001000139	ENSCGRT00001000147		G3GWX6	47567976	47575126
ENSCGRG00001000140	ENSCGRT00001000148		A0A8C2L8W2	36252018	36253869
ENSCGRG00001000142	ENSCGRT00001000149		A0A8C2QBJ9	17914261	17959454
ENSCGRG00001000123	ENSCGRT00001000151		A0A8C2QBU9	7164123	7190037
ENSCGRG00001000130	ENSCGRT00001000150		A0A8C2LAG5	97837	100059
ENSCGRG00001000138	ENSCGRT00001000152		A0A8C2L7M1	53006399	53016874
ENSCGRG00001000143	ENSCGRT00001000153		G3IIS5	22985192	22993359
ENSCGRG00001000129	ENSCGRT00001000154		A0A8C2LBQ1	7816261	7829296
ENSCGRG00001000133	ENSCGRT00001000155		A0A8C2L9W5	1671174	1679089
ENSCGRG00001000136	ENSCGRT00001000156		A0A8C2LAL7	13588136	13599190
ENSCGRG00001000139	ENSCGRT00001000157		A0A8C2L688	47567976	47575126
ENSCGRG00001000134	ENSCGRT00001000158		A0A8C2L760	44903577	44929084
ENSCGRG00001000129	ENSCGRT00001000159		A0A8C2L8P7	7816261	7829296
ENSCGRG00001000125	ENSCGRT00001000160		A0A8C2L8X1	4672229	4681304
ENSCGRG00001000125	ENSCGRT00001000161		A0A8C2QBK2	4672229	4681304
ENSCGRG00001000134	ENSCGRT00001000162		A0A8C2QBV1	44903577	44929084
ENSCGRG00001000125	ENSCGRT00001000163		A0A8C2LAH4	4672229	4681304
ENSCGRG00001000133	ENSCGRT00001000164		A0A8C2L7N1	1671174	1679089
ENSCGRG00001000145	ENSCGRT00001000165		G3HLL5	35984477	35986147
ENSCGRG00001000144	ENSCGRT00001000166		A0A8C2LBR1	7995572	8002280
ENSCGRG00001000147	ENSCGRT00001000167		G3H6K6	14917748	14921967
ENSCGRG00001000146	ENSCGRT00001000168		A0A8C2LAM7	37150680	37152889
ENSCGRG00001000145	ENSCGRT00001000169		A0A8C2L699	35984477	35986147
ENSCGRG00001000133	ENSCGRT00001000170		A0A8C2L772	1671174	1679089
ENSCGRG00001000144	ENSCGRT00001000171		A0A8C2L8Q9	7995572	8002280
ENSCGRG00001000149	ENSCGRT00001000172		A0A3L7IN31	3543407	3564644
ENSCGRG00001000152	ENSCGRT00001000173		A0A8C2QBK4	49964	50900
ENSCGRG00001000154	ENSCGRT00001000174		A0A8C2QBV2	12833847	12847658
ENSCGRG00001000156	ENSCGRT00001000175		A0A8C2LAI3	2521494	2522331
ENSCGRG00001000148	ENSCGRT00001000176		A0A3L7IKU4	2303724	2306935
ENSCGRG00001000132	ENSCGRT00001000177		A0A8C2LD48	39522149	39576040
ENSCGRG00001000151	ENSCGRT00001000178		A0A8C2LBS1	3718	49553
ENSCGRG00001000155	ENSCGRT00001000179		A0A8C2L9Y5	824392	830777
ENSCGRG00001000148	ENSCGRT00001000180		A0A3L7IKU4	2303724	2306935
ENSCGRG00001000155	ENSCGRT00001000181		A0A3L7H7Q0	824392	830777
ENSCGRG00001000158	ENSCGRT00001000182		G3IBS4	1489061	1499530
ENSCGRG00001000157	ENSCGRT00001000183		G3H907	39528504	39537358
ENSCGRG00001000157	ENSCGRT00001000184		A0A8C2L8Z3	39528504	39537358
ENSCGRG00001000153	ENSCGRT00001000185		A0A8C2QBK6	21969031	22038047
ENSCGRG00001000166	ENSCGRT00001000186		A0A8C2QBV4	282006	282217
ENSCGRG00001000165	ENSCGRT00001000187		A0A8C2LAJ3	24280090	24294019
ENSCGRG00001000150	ENSCGRT00001000188		A0A8C2L7Q6	20262497	20290294
ENSCGRG00001000159	ENSCGRT00001000189		A0A8C2LD58	45461161	45473786
ENSCGRG00001000169	ENSCGRT00001000190		A0A8C2LBT1	199918	201001
ENSCGRG00001000160	ENSCGRT00001000191		A0A8C2L9Z4	24876415	24943774
ENSCGRG00001000159	ENSCGRT00001000192		A0A8C2LAP7	45461161	45473786
ENSCGRG00001000168	ENSCGRT00001000193		A0A8C2L6C3	14886801	14902838
ENSCGRG00001000164	ENSCGRT00001000194		A0A8C2L795	8786273	8794101
ENSCGRG00001000162	ENSCGRT00001000195		A0A8C2L8T7	1254028	1271092
ENSCGRG00001000120	ENSCGRT00001000196		A0A8C2L905	11380367	11534127
ENSCGRG00001000174	ENSCGRT00001000197		A0A8C2QBK8	24297782	24298664
ENSCGRG00001000171	ENSCGRT00001000198		A0A8C2QBV6	15541235	15566315
ENSCGRG00001000167	ENSCGRT00001000199		A0A8C2LAK2	1219006	1223158
ENSCGRG00001000120	ENSCGRT00001000200		A0A8C2L7R6	11380367	11534127
ENSCGRG00001000176	ENSCGRT00001000201		A0A8C2LD70	11721829	11733006
ENSCGRG00001000163	ENSCGRT00001000202		A0A8C2LBU1	15389838	15451048
ENSCGRG00001000177	ENSCGRT00001000203		G3HRX6	42317931	42341744
ENSCGRG00001000181	ENSCGRT00001000204		A0A8C2LAQ7	4301861	4319852
ENSCGRG00001000179	ENSCGRT00001000205		A0A8C2L6D5	44943304	44953732
ENSCGRG00001000182	ENSCGRT00001000206		A0A061IA56	20794796	20798582
ENSCGRG00001000178	ENSCGRT00001000207		A0A8C2L8U8	1090691	1119953
ENSCGRG00001000176	ENSCGRT00001000208		A0A8C2L913	11721829	11733006
ENSCGRG00001000180	ENSCGRT00001000209		A0A8C2QBL0	226528	228011
ENSCGRG00001000172	ENSCGRT00001000210			35934384	35988493
ENSCGRG00001000161	ENSCGRT00001000211		A0A8C2LAL2	10311452	10384243
ENSCGRG00001000173	ENSCGRT00001000212		A0A8C2L7S6	37629251	37662971
ENSCGRG00001000186	ENSCGRT00001000213		A0A8C2LD80	27072482	27118872
ENSCGRG00001000175	ENSCGRT00001000214		G3IAP2	7178146	7236609
ENSCGRG00001000187	ENSCGRT00001000215		G3IEE0	387229	390508
ENSCGRG00001000185	ENSCGRT00001000216		A0A8C2LAR7	1221706	1235355
ENSCGRG00001000190	ENSCGRT00001000217		G3HVP7	35069028	35078493
ENSCGRG00001000186	ENSCGRT00001000218		A0A8C2L7B7	27072482	27118872
ENSCGRG00001000191	ENSCGRT00001000219		A0A8C2L8V9	154724	163060
ENSCGRG00001000172	ENSCGRT00001000220		A0A8C2L924	35934384	35988493
ENSCGRG00001000195	ENSCGRT00001000221		A0A8C2QBL2	14320545	14322974
ENSCGRG00001000189	ENSCGRT00001000222		A0A8C2QBW0	4400983	4429346
ENSCGRG00001000194	ENSCGRT00001000223		A0A8C2LAN0	184272	198657
ENSCGRG00001000172	ENSCGRT00001000224		A0A8C2L7U7	35934384	35988493
ENSCGRG00001000195	ENSCGRT00001000225		A0A8C2LDA2	14320545	14322974
ENSCGRG00001000188	ENSCGRT00001000226		A0A8C2LBW6	32555557	32569107
ENSCGRG00001000184	ENSCGRT00001000227		A0A8C2LA35	5481768	5567513
ENSCGRG00001000199	ENSCGRT00001000228		A0A8C2LAT7	285976	290174
ENSCGRG00001000195	ENSCGRT00001000229		A0A8C2L6G7	14320545	14322974
ENSCGRG00001000161	ENSCGRT00001000230		A0A8C2L7D6	10311452	10384243
ENSCGRG00001000192	ENSCGRT00001000231		A0A8C2L8X9	452101	459063
ENSCGRG00001000184	ENSCGRT00001000232		A0A8C2L943	5481768	5567513
ENSCGRG00001000161	ENSCGRT00001000233		A0A8C2QBL5	10311452	10384243
ENSCGRG00001000198	ENSCGRT00001000234		A0A8C2QBW3	1892052	1903078
ENSCGRG00001000192	ENSCGRT00001000235		A0A8C2LAP0	452101	459063
ENSCGRG00001000184	ENSCGRT00001000236		A0A8C2L7V6	5481768	5567513
ENSCGRG00001000196	ENSCGRT00001000237		A0A8C2LDA9	13595589	13819393
ENSCGRG00001000203	ENSCGRT00001000238		G3GWZ0	2998326	3000020
ENSCGRG00001000184	ENSCGRT00001000239		A0A8C2LA43	5481768	5567513
ENSCGRG00001000196	ENSCGRT00001000240		A0A8C2LAU8	13595589	13819393
ENSCGRG00001000200	ENSCGRT00001000241		A0A8C2L6H7	62771819	62820106
ENSCGRG00001000202	ENSCGRT00001000242		A0A8C2L7E5	28477087	28521773
ENSCGRG00001000202	ENSCGRT00001000243		A0A8C2L8Y8	28477087	28521773
ENSCGRG00001000197	ENSCGRT00001000244		G3H461	15135911	15148280
ENSCGRG00001000193	ENSCGRT00001000245		A0A8C2QBL7	31767691	31829662
ENSCGRG00001000201	ENSCGRT00001000246		A0A8C2QBW5	14523846	15032627
ENSCGRG00001000206	ENSCGRT00001000247		A0A8C2LAQ0	53024075	53084407
ENSCGRG00001000205	ENSCGRT00001000248		A0A3L7IP50	14337936	14354329
ENSCGRG00001000208	ENSCGRT00001000249		A0A8C2LDB7	12797441	12799026
ENSCGRG00001000210	ENSCGRT00001000250		G3I6S5	7294046	7339893
ENSCGRG00001000211	ENSCGRT00001000251		G3IA32	10591212	10624820
ENSCGRG00001000204	ENSCGRT00001000252		A0A8C2LAV8	664809	689392
ENSCGRG00001000200	ENSCGRT00001000253		A0A8C2L6I9	62771819	62820106
ENSCGRG00001000209	ENSCGRT00001000254		A0A8C2L7F5	20652871	20667214
ENSCGRG00001000205	ENSCGRT00001000255		A0A8C2L8Z8	14337936	14354329
ENSCGRG00001000209	ENSCGRT00001000256		A0A8C2L963	20652871	20667214
ENSCGRG00001000206	ENSCGRT00001000257		A0A8C2QBL9	53024075	53084407
ENSCGRG00001000193	ENSCGRT00001000258		A0A8C2QBW7	31767691	31829662
ENSCGRG00001000205	ENSCGRT00001000259		A0A8C2LAQ8	14337936	14354329
ENSCGRG00001000215	ENSCGRT00001000260		A0A8C2L7X1	2808376	2828602
ENSCGRG00001000213	ENSCGRT00001000261		A0A8C2LDC7	5009603	5013507
ENSCGRG00001000212	ENSCGRT00001000262		G3H1D5	23078168	23111020
ENSCGRG00001000216	ENSCGRT00001000263		G3I2N6	4145701	4151462
ENSCGRG00001000193	ENSCGRT00001000264		A0A8C2LAW7	31767691	31829662
ENSCGRG00001000207	ENSCGRT00001000265		A0A8C2L6K0	2915081	2923851
ENSCGRG00001000183	ENSCGRT00001000266		A0A061I498	14588812	14792048
ENSCGRG00001000193	ENSCGRT00001000267		A0A8C2L908	31767691	31829662
ENSCGRG00001000170	ENSCGRT00001000268		A0A8C2L971	4920697	4989802
ENSCGRG00001000220	ENSCGRT00001000269		A0A8C2QBM1	39923014	39924107
ENSCGRG00001000214	ENSCGRT00001000270		G3GXU2	13048657	13060277
ENSCGRG00001000212	ENSCGRT00001000271		A0A8C2LAR6	23078168	23111020
ENSCGRG00001000170	ENSCGRT00001000273		A0A8C2L7Y1	4920697	4989802
ENSCGRG00001000221	ENSCGRT00001000272		A0A8C2LDD8	49877076	49885419
ENSCGRG00001000223	ENSCGRT00001000274		A0A8C2LC02	14197646	14209254
ENSCGRG00001000218	ENSCGRT00001000275		A0A8C2LA69	1904574	1906446
ENSCGRG00001000193	ENSCGRT00001000276		A0A8C2LAX6	31767691	31829662
ENSCGRG00001000218	ENSCGRT00001000277		A0A8C2L6K9	1904574	1906446
ENSCGRG00001000207	ENSCGRT00001000278		A0A8C2L7H5	2915081	2923851
ENSCGRG00001000227	ENSCGRT00001000279		A0A8C2L919	16096863	16101418
ENSCGRG00001000225	ENSCGRT00001000280		A0A3L7IA09	930903	953495
ENSCGRG00001000224	ENSCGRT00001000281		A0A8C2QBM3	3073313	3088248
ENSCGRG00001000170	ENSCGRT00001000282		A0A8C2QBX1	4920697	4989802
ENSCGRG00001000226	ENSCGRT00001000283		A0A8C2LAS6	31346337	31355321
ENSCGRG00001000232	ENSCGRT00001000284		A0A8C2L7Z1	33837231	33838372
ENSCGRG00001000228	ENSCGRT00001000285		A0A8C2LDE4	21966321	22105696
ENSCGRG00001000183	ENSCGRT00001000286		A0A8C2LC12	14588812	14792048
ENSCGRG00001000222	ENSCGRT00001000287		A0A8C2LA78	3966976	4015918
ENSCGRG00001000214	ENSCGRT00001000288		A0A8C2LAY6	13048657	13060277
ENSCGRG00001000229	ENSCGRT00001000289		A0A8C2L6L9	334215	336838
ENSCGRG00001000183	ENSCGRT00001000290		A0A8C2L7I4	14588812	14792048
ENSCGRG00001000235	ENSCGRT00001000291		A0A8C2L930	5351832	5352273
ENSCGRG00001000229	ENSCGRT00001000292		A0A8C2L988	334215	336838
ENSCGRG00001000234	ENSCGRT00001000293		A0A8C2QBM5	41726370	41738598
ENSCGRG00001000233	ENSCGRT00001000294		A0A8C2QBX3	8446897	8451232
ENSCGRG00001000237	ENSCGRT00001000295		G3H5P0	2492004	2503280
ENSCGRG00001000183	ENSCGRT00001000296		A0A8C2L800	14588812	14792048
ENSCGRG00001000230	ENSCGRT00001000297		A0A3L7H6A3	193467	226463
ENSCGRG00001000238	ENSCGRT00001000298		G3HJ25	17263547	17277295
ENSCGRG00001000183	ENSCGRT00001000299		A0A8C2LA88	14588812	14792048
ENSCGRG00001000236	ENSCGRT00001000300		A0A061IP97	24316760	24347574
ENSCGRG00001000240	ENSCGRT00001000301		A0A3L7HYF3	25321284	25335610
ENSCGRG00001000243	ENSCGRT00001000302		A0A8C2L7J3	27332957	27336372
ENSCGRG00001000239	ENSCGRT00001000303		A0A8C2L941	24322298	24337860
ENSCGRG00001000245	ENSCGRT00001000304		A0A8C2L997	1304459	1307169
ENSCGRG00001000231	ENSCGRT00001000305		A0A8C2QBM7	2072707	2110959
ENSCGRG00001000240	ENSCGRT00001000306		A0A8C2QBX5	25321284	25335610
ENSCGRG00001000217	ENSCGRT00001000307		A0A8C2LAU4	25700782	25871115
ENSCGRG00001000219	ENSCGRT00001000308		A0A8C2L808	6238595	6240834
ENSCGRG00001000247	ENSCGRT00001000309		A0A8C2LDG3	56815210	56816061
ENSCGRG00001000248	ENSCGRT00001000310		A0A8C2LC30	5163857	5222603
ENSCGRG00001000250	ENSCGRT00001000311		A0A8C2LA95	37908251	37917044
ENSCGRG00001000251	ENSCGRT00001000312		A0A8C2LB05	4121585	4177593
ENSCGRG00001000249	ENSCGRT00001000313		A0A8C2L6N8	20318506	20326299
ENSCGRG00001000251	ENSCGRT00001000314		A0A8C2L7J8	4121585	4177593
ENSCGRG00001000217	ENSCGRT00001000315		A0A8C2L952	25700782	25871115
ENSCGRG00001000253	ENSCGRT00001000316		A0A8C2L9A7	567966	571848
ENSCGRG00001000254	ENSCGRT00001000317		A0A8C2QBM9	19731748	19746122
ENSCGRG00001000217	ENSCGRT00001000318		A0A8C2QBX7	25700782	25871115
ENSCGRG00001000244	ENSCGRT00001000319		G3HH78	39624639	39671199
ENSCGRG00001000260	ENSCGRT00001000320		A0A3L7IIJ7	30985208	30993798
ENSCGRG00001000262	ENSCGRT00001000321		A0A8C2LDH2	20736970	20757195
ENSCGRG00001000257	ENSCGRT00001000322		A0A3L7HRB7	36647538	36661609
ENSCGRG00001000242	ENSCGRT00001000323		A0A8C2LAA4	20689814	20706960
ENSCGRG00001000258	ENSCGRT00001000324		A0A8C2LB15	36555812	36560294
ENSCGRG00001000256	ENSCGRT00001000325		A0A8C2L6P8	12352811	12366273
ENSCGRG00001000219	ENSCGRT00001000326		A0A8C2L7K8	6238595	6240834
ENSCGRG00001000264	ENSCGRT00001000327		A0A061IG23	62862708	62893745
ENSCGRG00001000219	ENSCGRT00001000328		A0A8C2L9B6	6238595	6240834
ENSCGRG00001000263	ENSCGRT00001000329		A0A8C2QBN1	15697354	15732704
ENSCGRG00001000257	ENSCGRT00001000330		A0A8C2QBX9	36647538	36661609
ENSCGRG00001000255	ENSCGRT00001000331		A0A8C2LAW2	108483	254306
ENSCGRG00001000252	ENSCGRT00001000332		A0A8C2L828	14170210	14213900
ENSCGRG00001000265	ENSCGRT00001000333		A0A8C2LDI1	4700423	4704885
ENSCGRG00001000261	ENSCGRT00001000334		A0A8C2LC49	13951356	13960157
ENSCGRG00001000259	ENSCGRT00001000335		A0A8C2LAB0	107642	109853
ENSCGRG00001000244	ENSCGRT00001000336		A0A8C2LB25	39624639	39671199
ENSCGRG00001000241	ENSCGRT00001000337		A0A8C2L6Q9	4892977	5685078
ENSCGRG00001000266	ENSCGRT00001000338		A0A8C2L7L9	3751905	3757063
ENSCGRG00001000259	ENSCGRT00001000339		A0A8C2L972	107642	109853
ENSCGRG00001000241	ENSCGRT00001000340		A0A8C2L9C6	4892977	5685078
ENSCGRG00001000266	ENSCGRT00001000341		A0A8C2QBN3	3751905	3757063
ENSCGRG00001000268	ENSCGRT00001000342		A0A8C2QBY1	2855220	2888457
ENSCGRG00001000241	ENSCGRT00001000343		A0A8C2LAW9	4892977	5685078
ENSCGRG00001000269	ENSCGRT00001000344		A0A8C2L837	6036351	6038101
ENSCGRG00001000274	ENSCGRT00001000345		A0A3L7ILT0	4789739	4792036
ENSCGRG00001000272	ENSCGRT00001000346		A0A8C2LC57	326729	334974
ENSCGRG00001000275	ENSCGRT00001000347		A0A8C2LAB8	34286688	34296765
ENSCGRG00001000277	ENSCGRT00001000348		A0A8C2LB32	1445355	1464403
ENSCGRG00001000267	ENSCGRT00001000349		A0A8C2L6R6	12649690	12675022
ENSCGRG00001000271	ENSCGRT00001000350		G3I140	1307969	1311626
ENSCGRG00001000279	ENSCGRT00001000351		A0A8C2L983	169966	174141
ENSCGRG00001000278	ENSCGRT00001000353		A0A8C2L9D7	52095626	52108300
ENSCGRG00001000273	ENSCGRT00001000352		A0A8C2QBN5	1188538	1191022
ENSCGRG00001000270	ENSCGRT00001000354		A0A8C2QBY3	23283873	23300263
ENSCGRG00001000278	ENSCGRT00001000355		A0A8C2LAY1	52095626	52108300
