Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
ENSMODG00000038411	ENSMODT00000042098		K7DZN8	54343071	54345341
ENSMODG00000010413	ENSMODT00000013290		A0A5F8H2T5	16499903	16542698
ENSMODG00000009394	ENSMODT00000086754		A0A5F8GQN1	92463695	92619038
ENSMODG00000014331	ENSMODT00000069881		A0A5F8GDP8	301898067	301950764
ENSMODG00000014331	ENSMODT00000081560		A0A5F8G912	301898067	301950764
ENSMODG00000007283	ENSMODT00000037623		F6SHK6	81710501	81798161
ENSMODG00000000018	ENSMODT00000000018		F6SIE6	400294438	400331482
ENSMODG00000010387	ENSMODT00000013257		F7AUV1	16567670	16586429
ENSMODG00000007283	ENSMODT00000052089		A0A5F8G3G2	81710501	81798161
ENSMODG00000000018	ENSMODT00000067483		A0A5F8G5I2	400294438	400331482
ENSMODG00000009424	ENSMODT00000011998		F7BLF1	92624911	92711374
ENSMODG00000006889	ENSMODT00000066630		A0A5F8G8Y2	251301804	251323918
ENSMODG00000011604	ENSMODT00000014791		F6UHK2	144821732	144872223
ENSMODG00000009424	ENSMODT00000079139		A0A5F8HJG9	92624911	92711374
ENSMODG00000009424	ENSMODT00000064302		A0A5F8H0Q7	92624911	92711374
ENSMODG00000009428	ENSMODT00000012004		F7BKU2	92801184	92806110
ENSMODG00000028982	ENSMODT00000043823		K7E4L5	16613478	16632138
ENSMODG00000007301	ENSMODT00000009232		F7FBU2	81920027	81991249
ENSMODG00000011568	ENSMODT00000014743		F6QBG9	144902262	144976817
ENSMODG00000028982	ENSMODT00000042591		K7E134	16613478	16632138
ENSMODG00000028976	ENSMODT00000042407		K7E0J6	400383308	400450601
ENSMODG00000025296	ENSMODT00000039193		F7A2D9	16655788	16657620
ENSMODG00000010379	ENSMODT00000013246		F7AVQ1	16670648	16672657
ENSMODG00000029083	ENSMODT00000042608		K7E151	34066078	34161317
ENSMODG00000019592	ENSMODT00000085821		A0A5F8GZP6	405507029	405622044
ENSMODG00000028306	ENSMODT00000068560		A0A5F8GGJ7	251364406	251783794
ENSMODG00000044101	ENSMODT00000039190		F7A2G3	16693809	16694747
ENSMODG00000028306	ENSMODT00000069921		A0A5F8GCS5	251364406	251783794
ENSMODG00000036964	ENSMODT00000073524		A0A5F8H8M1	301985130	302001008
ENSMODG00000011532	ENSMODT00000058548		A0A5F8GAG2	145015014	145899138
ENSMODG00000010351	ENSMODT00000013205		F6RQ25	16759120	16760049
ENSMODG00000009476	ENSMODT00000012063		F7FNL5	92966215	93080880
ENSMODG00000011532	ENSMODT00000014697		F6QXD7	145015014	145899138
ENSMODG00000028306	ENSMODT00000041854		K7DYZ5	251364406	251783794
ENSMODG00000017199	ENSMODT00000021832		F6XFM5	34174052	34245079
ENSMODG00000019592	ENSMODT00000024880		F6Y8P7	405507029	405622044
ENSMODG00000019445	ENSMODT00000024688		F6RY10	400510791	400534527
ENSMODG00000019592	ENSMODT00000067007		A0A5F8H7G7	405507029	405622044
ENSMODG00000047213	ENSMODT00000013152		F6SS99	16785059	16786000
ENSMODG00000028306	ENSMODT00000083716		A0A5F8GE84	251364406	251783794
ENSMODG00000009476	ENSMODT00000061997		A0A5F8GV46	92966215	93080880
ENSMODG00000019592	ENSMODT00000088588		A0A5F8G813	405507029	405622044
ENSMODG00000009476	ENSMODT00000071367		A0A5F8GKV9	92966215	93080880
ENSMODG00000019592	ENSMODT00000069197		A0A5F8GVL4	405507029	405622044
ENSMODG00000028306	ENSMODT00000080936		A0A5F8GFT4	251364406	251783794
ENSMODG00000047667	ENSMODT00000013192		F6S944	16816195	16817133
ENSMODG00000010323	ENSMODT00000013176		F6S9L4	16834808	16835743
ENSMODG00000009476	ENSMODT00000086787		A0A5F8GNS9	92966215	93080880
ENSMODG00000013095	ENSMODT00000063782		A0A5F8G5K6	319116519	319374300
ENSMODG00000050705	ENSMODT00000066590		A0A5F8GDF9	16846704	16847642
ENSMODG00000038916	ENSMODT00000086399		A0A5F8H9N3	251383442	251384135
ENSMODG00000009479	ENSMODT00000012067		F7FNJ8	93037740	93039346
ENSMODG00000043890	ENSMODT00000081743		A0A5F8HIZ1	16867577	16868515
ENSMODG00000019447	ENSMODT00000024691		F6RXI9	400550951	400612299
ENSMODG00000007350	ENSMODT00000009300		F7ADU8	82075917	82168615
ENSMODG00000019598	ENSMODT00000024889		A0A5F8GYJ2	406022310	406025237
ENSMODG00000042716	ENSMODT00000039188		F7A2H8	16885428	16886384
ENSMODG00000013095	ENSMODT00000075785		A0A5F8GKP5	319116519	319374300
ENSMODG00000045416	ENSMODT00000055285		A0A5F8GNT0	82127007	82133665
ENSMODG00000046946	ENSMODT00000063359		A0A5F8HI54	16896775	16897716
ENSMODG00000047394	ENSMODT00000039183		F7A2L9	16935435	16936391
ENSMODG00000007358	ENSMODT00000009307		F7ADR4	82184839	82194936
ENSMODG00000013095	ENSMODT00000067068		A0A5F8GLC3	319116519	319374300
ENSMODG00000037126	ENSMODT00000071359		A0A5F8HH70	16953988	16954929
ENSMODG00000019450	ENSMODT00000024694		F6RXG2	400671482	400697587
ENSMODG00000007000	ENSMODT00000008857		F6XUF8	251868815	252107540
ENSMODG00000048666	ENSMODT00000078882		A0A5F8HHZ7	16971360	16972301
ENSMODG00000024882	ENSMODT00000037615		F6SIA6	82248361	82257185
ENSMODG00000009486	ENSMODT00000012075		F7FN99	93085956	93118373
ENSMODG00000039706	ENSMODT00000085647		A0A5F8GD64	17000169	17001110
ENSMODG00000007000	ENSMODT00000078815		A0A5F8GW99	251868815	252107540
ENSMODG00000001002	ENSMODT00000001221		F7E9J4	55151981	55305557
ENSMODG00000038857	ENSMODT00000069058		A0A5F8HH92	82289804	82294903
ENSMODG00000013095	ENSMODT00000058959		A0A5F8G9D1	319116519	319374300
ENSMODG00000001002	ENSMODT00000084439		A0A5F8H610	55151981	55305557
ENSMODG00000050687	ENSMODT00000012786		F6U9S7	17023788	17024744
ENSMODG00000009486	ENSMODT00000088003		A0A5F8G414	93085956	93118373
ENSMODG00000001002	ENSMODT00000059277		A0A5F8GHZ8	55151981	55305557
ENSMODG00000007000	ENSMODT00000052986		A0A5F8GES1	251868815	252107540
ENSMODG00000045148	ENSMODT00000083284		A0A5F8HHA5	17070824	17071765
ENSMODG00000001002	ENSMODT00000087187		A0A5F8H386	55151981	55305557
ENSMODG00000038217	ENSMODT00000013190		F6S960	17090312	17091241
ENSMODG00000013095	ENSMODT00000063292		A0A5F8GK10	319116519	319374300
ENSMODG00000027971	ENSMODT00000043632		K7E424	17141992	17143014
ENSMODG00000009501	ENSMODT00000012091		F7F9W9	93304193	93392348
ENSMODG00000009501	ENSMODT00000080599		A0A5F8GJ38	93304193	93392348
ENSMODG00000010247	ENSMODT00000013076		F6W669	17152230	17166572
ENSMODG00000019455	ENSMODT00000024695		F6RXF1	400799945	401017898
ENSMODG00000024008	ENSMODT00000021702		F6V3Z4	252711370	252712224
ENSMODG00000013095	ENSMODT00000073398		A0A5F8GPD7	319116519	319374300
ENSMODG00000010204	ENSMODT00000013013		F6SAU5	17173388	17199545
ENSMODG00000009505	ENSMODT00000012096		F7F9K7	93403825	93416057
ENSMODG00000013095	ENSMODT00000016691		F7EXM4	319116519	319374300
ENSMODG00000012013	ENSMODT00000015328		F7AMB3	111451576	111497697
ENSMODG00000007407	ENSMODT00000009371		F6YYL0	82926028	83004887
ENSMODG00000019457	ENSMODT00000024701		F6RWS2	401027226	401083244
ENSMODG00000012013	ENSMODT00000059333		A0A5F8HIJ6	111451576	111497697
ENSMODG00000025781	ENSMODT00000040236		F7FSV0	17230714	17265730
ENSMODG00000012013	ENSMODT00000080975		A0A5F8GGL4	111451576	111497697
ENSMODG00000025274	ENSMODT00000039159		F7A3B0	17272927	17273865
ENSMODG00000009519	ENSMODT00000012116		F7EV24	93430463	93463464
ENSMODG00000041434	ENSMODT00000053696		A0A5F8HBK0	111476853	111479306
ENSMODG00000025273	ENSMODT00000039158		F7A3B7	17292140	17293069
ENSMODG00000039686	ENSMODT00000065007		A0A5F8GPX0	406631799	406632706
ENSMODG00000028869	ENSMODT00000044042		K7E581	319429074	319431198
ENSMODG00000047140	ENSMODT00000063257		A0A5F8G758	17298239	17302478
ENSMODG00000019460	ENSMODT00000024708		F6RWN1	401138130	401164684
ENSMODG00000007502	ENSMODT00000009491		F6YX02	83267036	83532908
ENSMODG00000001036	ENSMODT00000001257		F6ZEZ4	55362269	55416445
ENSMODG00000009543	ENSMODT00000012149		F7C412	93507426	93529321
ENSMODG00000010021	ENSMODT00000012780		F6U9X7	17310818	17311834
ENSMODG00000007502	ENSMODT00000073633		A0A5F8G581	83267036	83532908
ENSMODG00000010011	ENSMODT00000012765		F6UAU2	17366752	17368171
ENSMODG00000007046	ENSMODT00000063380		A0A5F8GKK1	252948825	253271166
ENSMODG00000013069	ENSMODT00000016659		F7FPZ6	319529164	319627219
ENSMODG00000009583	ENSMODT00000012200		F7AWC1	93547147	93565241
ENSMODG00000019462	ENSMODT00000024709		F6RWM1	401239197	401253925
ENSMODG00000007046	ENSMODT00000008909		F6UFG7	252948825	253271166
ENSMODG00000019462	ENSMODT00000067706		A0A5F8GM30	401239197	401253925
ENSMODG00000013069	ENSMODT00000083156		A0A5F8H9K8	319529164	319627219
ENSMODG00000007533	ENSMODT00000009528		F7GB79	83605445	83646635
ENSMODG00000019353	ENSMODT00000024577		F6X9M8	111650045	111758383
ENSMODG00000019462	ENSMODT00000071655		A0A5F8GNJ4	401239197	401253925
ENSMODG00000019353	ENSMODT00000060041		A0A5F8H6L9	111650045	111758383
ENSMODG00000025091	ENSMODT00000038431		F6V8C1	55421440	55427975
ENSMODG00000025091	ENSMODT00000069319		A0A5F8GI12	55421440	55427975
ENSMODG00000007046	ENSMODT00000084376		A0A5F8HDC0	252948825	253271166
ENSMODG00000010000	ENSMODT00000064896		A0A5F8H6U7	17382454	17458937
ENSMODG00000025091	ENSMODT00000053889		A0A5F8HHD3	55421440	55427975
ENSMODG00000040047	ENSMODT00000074751		A0A5F8GAS1	401259638	401262569
ENSMODG00000010000	ENSMODT00000012745		F6US84	17382454	17458937
ENSMODG00000019600	ENSMODT00000024892		F6Y829	406882440	407165788
ENSMODG00000009589	ENSMODT00000012205		F7A9G3	93679548	93738970
ENSMODG00000007046	ENSMODT00000074486		A0A5F8GHH6	252948825	253271166
ENSMODG00000014243	ENSMODT00000052745		A0A5F8HAM0	302018707	302067987
ENSMODG00000045445	ENSMODT00000064527		A0A5F8GUQ4	401293331	401298512
ENSMODG00000010000	ENSMODT00000076441		A0A5F8GRV8	17382454	17458937
ENSMODG00000023818	ENSMODT00000067433		A0A5F8H1S2	319716017	319955924
ENSMODG00000007542	ENSMODT00000009541		F7GAV0	84396673	84479676
ENSMODG00000023818	ENSMODT00000033350		F6QKS9	319716017	319955924
ENSMODG00000010008	ENSMODT00000012758		F6UAW7	17419425	17420111
ENSMODG00000014243	ENSMODT00000056110		A0A5F8G2I0	302018707	302067987
ENSMODG00000007542	ENSMODT00000078088		A0A5F8GZ32	84396673	84479676
ENSMODG00000036427	ENSMODT00000066468		A0A5F8GQP9	111972752	111982921
ENSMODG00000023818	ENSMODT00000082329		A0A5F8H5G2	319716017	319955924
ENSMODG00000039021	ENSMODT00000085964		A0A5F8GHS5	401307994	401317029
ENSMODG00000007542	ENSMODT00000065897		A0A5F8H954	84396673	84479676
ENSMODG00000017196	ENSMODT00000069156		A0A5F8H5T4	34306995	34470548
ENSMODG00000019604	ENSMODT00000024895		F6Y7H9	407209521	408352106
ENSMODG00000017196	ENSMODT00000021831		F6XFN4	34306995	34470548
ENSMODG00000017196	ENSMODT00000061570		A0A5F8H8Z1	34306995	34470548
ENSMODG00000009987	ENSMODT00000012731		F6USU5	17507198	17567185
ENSMODG00000007548	ENSMODT00000009547		F7GAL2	84485594	84500848
ENSMODG00000048272	ENSMODT00000066488		A0A5F8H8K4	401315679	401361298
ENSMODG00000013066	ENSMODT00000016654		A0A5F8GA63	319716880	319718163
ENSMODG00000007552	ENSMODT00000009553		F7G0H2	84505388	84507855
ENSMODG00000017183	ENSMODT00000021812		F6XYI2	34488291	34495948
ENSMODG00000014243	ENSMODT00000018129		F6Y1V8	302018707	302067987
ENSMODG00000009606	ENSMODT00000069456		A0A5F8GDL2	93798371	94097237
ENSMODG00000014243	ENSMODT00000056102		A0A5F8GXJ2	302018707	302067987
ENSMODG00000013056	ENSMODT00000016652		F7FQ20	319962172	319990049
ENSMODG00000009606	ENSMODT00000081499		A0A5F8HHV6	93798371	94097237
ENSMODG00000019356	ENSMODT00000082829		A0A5F8GSV6	111990646	112000537
ENSMODG00000009971	ENSMODT00000012715		F6Y7V7	18257047	18268202
ENSMODG00000014243	ENSMODT00000071906		A0A5F8HAT7	302018707	302067987
ENSMODG00000017110	ENSMODT00000064019		A0A5F8GZM1	34795431	34801326
ENSMODG00000019356	ENSMODT00000024580		F6X954	111990646	112000537
ENSMODG00000017110	ENSMODT00000021723		F6UK91	34795431	34801326
ENSMODG00000009606	ENSMODT00000066182		A0A5F8GJA5	93798371	94097237
ENSMODG00000007778	ENSMODT00000009865		F7A998	84653016	84699277
ENSMODG00000017108	ENSMODT00000021721		F6UKC1	34804821	34808542
ENSMODG00000014243	ENSMODT00000080802		A0A5F8GU13	302018707	302067987
ENSMODG00000038834	ENSMODT00000054786		A0A5F8GIW1	84710809	84737457
ENSMODG00000009606	ENSMODT00000083064		A0A5F8H7V6	93798371	94097237
ENSMODG00000019471	ENSMODT00000024721		F6RBD8	401382660	401423649
ENSMODG00000007808	ENSMODT00000009889		F6ZII0	84740720	84751630
ENSMODG00000009606	ENSMODT00000012225		F6S0W6	93798371	94097237
ENSMODG00000014243	ENSMODT00000068635		A0A5F8H4F9	302018707	302067987
ENSMODG00000014243	ENSMODT00000060489		A0A5F8GEX2	302018707	302067987
ENSMODG00000019474	ENSMODT00000024725		F6RBA8	401446645	401472662
ENSMODG00000028448	ENSMODT00000043726		K7E4B7	94246160	94514123
ENSMODG00000007814	ENSMODT00000042915		K7E209	84783695	84813937
ENSMODG00000014227	ENSMODT00000018115		F6T9G5	302141814	302157656
ENSMODG00000007814	ENSMODT00000009896		F7ETU4	84783695	84813937
ENSMODG00000019477	ENSMODT00000024728		F6RB74	401484445	401502099
ENSMODG00000023265	ENSMODT00000021294		F7GGK9	477246631	477324573
ENSMODG00000019608	ENSMODT00000024899		A0A5F8H682	407579887	407595087
ENSMODG00000007863	ENSMODT00000009975		F7EBB8	84798332	84813324
ENSMODG00000019480	ENSMODT00000024731		F6WAE4	401519993	401525844
ENSMODG00000009640	ENSMODT00000080122		A0A5F8GKZ2	94647829	95389049
ENSMODG00000012975	ENSMODT00000016532		F7DB85	320010050	320116369
ENSMODG00000019357	ENSMODT00000083554		A0A5F8GEB3	112003233	112032964
ENSMODG00000040843	ENSMODT00000085228		A0A5F8GW28	84831067	84835025
ENSMODG00000012975	ENSMODT00000088827		A0A5F8GBJ5	320010050	320116369
ENSMODG00000023264	ENSMODT00000021296		F7GGK4	477350916	477390881
ENSMODG00000009640	ENSMODT00000012271		F6QTR4	94647829	95389049
ENSMODG00000012975	ENSMODT00000076492		A0A5F8H634	320010050	320116369
ENSMODG00000014214	ENSMODT00000033638		F7FYY5	302282558	302483182
ENSMODG00000017107	ENSMODT00000021718		F6UKE3	35288261	35322589
ENSMODG00000023510	ENSMODT00000031757		F7DEP8	401529563	401573131
ENSMODG00000019357	ENSMODT00000063881		A0A5F8GUS1	112003233	112032964
ENSMODG00000027910	ENSMODT00000042122		K7DZR2	408313710	408314780
ENSMODG00000014214	ENSMODT00000075800		A0A5F8G824	302282558	302483182
ENSMODG00000027416	ENSMODT00000043501		K7E3P3	19258567	19265105
ENSMODG00000023510	ENSMODT00000087163		A0A5F8GYC9	401529563	401573131
ENSMODG00000014214	ENSMODT00000069387		A0A5F8G6J3	302282558	302483182
ENSMODG00000017104	ENSMODT00000021716		F6UKG0	35400664	35466542
ENSMODG00000014214	ENSMODT00000081325		A0A5F8GPV4	302282558	302483182
ENSMODG00000023529	ENSMODT00000031851		F7GLF0	408579640	408580412
ENSMODG00000016769	ENSMODT00000055243		A0A5F8H2S6	477393146	477395655
ENSMODG00000027750	ENSMODT00000043408		K7E3F2	320214822	320399681
ENSMODG00000019357	ENSMODT00000062430		A0A5F8G346	112003233	112032964
ENSMODG00000016769	ENSMODT00000021303		F7GGC3	477393146	477395655
ENSMODG00000009966	ENSMODT00000012711		F6Y7W9	19290835	19375628
ENSMODG00000027750	ENSMODT00000065372		A0A5F8H467	320214822	320399681
ENSMODG00000050873	ENSMODT00000057250		A0A5F8G729	302542663	302542878
ENSMODG00000019482	ENSMODT00000024734		F6WAC3	401576321	401590900
ENSMODG00000029102	ENSMODT00000043414		K7E3F8	408683003	408684634
ENSMODG00000009966	ENSMODT00000084836		A0A5F8GRI4	19290835	19375628
ENSMODG00000017102	ENSMODT00000021713		F6V2Y7	35528337	35735073
ENSMODG00000019482	ENSMODT00000087951		A0A5F8GTC3	401576321	401590900
ENSMODG00000007895	ENSMODT00000081371		A0A5F8GZV9	84941317	85217344
ENSMODG00000019614	ENSMODT00000024908		F6Y6W8	408777904	408789290
ENSMODG00000007895	ENSMODT00000040173		F6T2A0	84941317	85217344
ENSMODG00000019357	ENSMODT00000024582		F6X929	112003233	112032964
ENSMODG00000012964	ENSMODT00000012210		F7A9E4	320412247	320550890
ENSMODG00000017099	ENSMODT00000021712		F6V307	35927922	36066122
ENSMODG00000019483	ENSMODT00000024735		F6WAB4	401605320	401614966
ENSMODG00000009676	ENSMODT00000085447		A0A5F8H3V1	95543683	95586789
ENSMODG00000007895	ENSMODT00000087146		A0A5F8HDC9	84941317	85217344
ENSMODG00000012964	ENSMODT00000067296		A0A5F8GP74	320412247	320550890
ENSMODG00000007895	ENSMODT00000010014		F6YT70	84941317	85217344
ENSMODG00000007895	ENSMODT00000077037		A0A5F8HCV5	84941317	85217344
ENSMODG00000007308	ENSMODT00000009248		F7EYB8	168142805	168144680
ENSMODG00000019485	ENSMODT00000024736		F6WAA9	401618406	401619641
ENSMODG00000009676	ENSMODT00000012320		F6SH34	95543683	95586789
ENSMODG00000009951	ENSMODT00000074250		A0A5F8GVD3	19395719	19476752
ENSMODG00000014209	ENSMODT00000059500		A0A5F8G8E1	302691219	302722938
ENSMODG00000007900	ENSMODT00000010023		F6YSL5	85127239	85129579
ENSMODG00000048319	ENSMODT00000061267		A0A5F8H996	36284478	36348948
