Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
FBgn0038067	FBtr0110781		S0F2A6	12634917	12636283
FBgn0038067	FBtr0110781		Q4V3E6	12634917	12636283
FBgn0036278	FBtr0075989		Q9VTW7	12339116	12351544
FBgn0036278	FBtr0330069		M9PF00	12339116	12351544
FBgn0036278	FBtr0330069		Q8MX81	12339116	12351544
FBgn0036278	FBtr0330069		Q8ITC8	12339116	12351544
FBgn0034558	FBtr0304717		Q9W2Q5	20879930	20882663
FBgn0034558	FBtr0304717		C5WLR5	20879930	20882663
FBgn0033564	FBtr0339472		A1Z8D1	10879974	10883202
FBgn0033564	FBtr0339471		Q9V5R2	10879974	10883202
FBgn0039602	FBtr0085326		Q9VAT1	28820221	28824508
FBgn0039602	FBtr0085326		B7FNP1	28820221	28824508
FBgn0039602	FBtr0085326		B3DMQ2	28820221	28824508
FBgn0039602	FBtr0085326		A9UNA9	28820221	28824508
FBgn0039602	FBtr0336764		A0A0B4KH87	28820221	28824508
FBgn0002562	FBtr0073651	P11995		12490291	12492982
FBgn0264897	FBtr0334905		A0A0B4KFK5	4774516	4775053
FBgn0038565	FBtr0083540		Q9VED6	18023707	18025378
FBgn0030973	FBtr0342877	Q9VWN5	X2JL49	18884513	18888860
FBgn0030973	FBtr0074647	Q9VWN5	X2JL49	18884513	18888860
FBgn0039331	FBtr0273265		Q9VBR4	25358285	25360034
FBgn0039331	FBtr0273265		Q29QT0	25358285	25360034
FBgn0030555	FBtr0073923		Q9VY46	14234413	14237923
FBgn0030555	FBtr0073923		A9YHM4	14234413	14237923
FBgn0030555	FBtr0073923		A9YHM3	14234413	14237923
FBgn0053895	FBtr0091899	P84040	A0A0B4KFZ9	21468956	21469368
FBgn0037061	FBtr0078309	Q9VP65	A0A1B2AL65	21215995	21216839
FBgn0034776	FBtr0339941		A0A0B4LH86	22763706	22765422
FBgn0034776	FBtr0339941		C0MIW5	22763706	22765422
FBgn0034776	FBtr0339941		A0ANE0	22763706	22765422
FBgn0034776	FBtr0339941		C0MIW4	22763706	22765422
FBgn0034776	FBtr0339941		C0MIW7	22763706	22765422
FBgn0034776	FBtr0339941		Q8T980	22763706	22765422
FBgn0034776	FBtr0071880		Q9W1Z9	22763706	22765422
FBgn0034776	FBtr0071880		A0ANE3	22763706	22765422
FBgn0034776	FBtr0071880		A0ANE1	22763706	22765422
FBgn0034776	FBtr0071880		A0ANE4	22763706	22765422
FBgn0036222	FBtr0076069		Q8SX97	11922610	11924757
FBgn0019972	FBtr0085482	O01382		29799658	29801584
FBgn0036926	FBtr0074901		Q8MYT0	19991887	19996269
FBgn0036926	FBtr0344084		Q9VW66	19991887	19996269
FBgn0036926	FBtr0074900		Q9VW66	19991887	19996269
FBgn0052694	FBtr0340479		X2JEN5	9989690	10006882
FBgn0052694	FBtr0071410		Q9W2Z7	9989690	10006882
FBgn0052694	FBtr0071412		Q9W2Z6	9989690	10006882
FBgn0052694	FBtr0307382		M9NGX5	9989690	10006882
FBgn0052694	FBtr0307382		E6PBX6	9989690	10006882
FBgn0052694	FBtr0307381		M9NF03	9989690	10006882
FBgn0052694	FBtr0307380		Q8IRM1	9989690	10006882
FBgn0052694	FBtr0307380		E4NKK5	9989690	10006882
FBgn0052694	FBtr0071411		Q9W2Z6	9989690	10006882
FBgn0029897	FBtr0070980	Q9W3W8	X2JIQ5	6741537	6744238
FBgn0029897	FBtr0345292	Q9W3W8	X2JIQ5	6741537	6744238
FBgn0029897	FBtr0070981	Q9W3W8	X2JIQ5	6741537	6744238
FBgn0029897	FBtr0070982	Q9W3W8	X2JIQ5	6741537	6744238
FBgn0029897	FBtr0070983	Q9W3W8	X2JIQ5	6741537	6744238
FBgn0030434	FBtr0073693		Q9VYI2	12907986	12909622
FBgn0036873	FBtr0074984		Q9VVZ7	19475017	19475578
FBgn0052281	FBtr0073034	Q8IRE4		3169375	3170913
FBgn0046873	FBtr0081676		Q8WTI6	6549036	6549983
FBgn0050467	FBtr0087334		Q7K4H1	15538175	15540014
FBgn0050463	FBtr0113381			16673235	16732916
FBgn0050463	FBtr0087113			16673235	16732916
FBgn0050463	FBtr0113380	Q8MRC9		16673235	16732916
FBgn0050463	FBtr0113379			16673235	16732916
FBgn0050463	FBtr0087112	Q8MRC9		16673235	16732916
FBgn0030545	FBtr0073899		Q9VY55	14200178	14200907
FBgn0030545	FBtr0073899		Q8MSE7	14200178	14200907
FBgn0040467	FBtr0071302		Q9W381	9158622	9159375
FBgn0040467	FBtr0071302		Q9NHV7	9158622	9159375
FBgn0040467	FBtr0333472		M9PGR0	9158622	9159375
FBgn0033056	FBtr0086024		A1Z6J6	6057357	6059558
FBgn0033056	FBtr0086024		Q8MZC8	6057357	6059558
FBgn0038756	FBtr0083823		Q9VDR5	19948443	19948907
FBgn0038756	FBtr0083823		C4XVH5	19948443	19948907
FBgn0038756	FBtr0344285		A0A0B4LIE1	19948443	19948907
FBgn0034165	FBtr0087045		Q4V625	16873772	16874977
FBgn0034165	FBtr0087045		Q4V5Z7	16873772	16874977
FBgn0034165	FBtr0087045		Q4V609	16873772	16874977
FBgn0034165	FBtr0087045		B6IDP7	16873772	16874977
FBgn0039627	FBtr0085360	Q9VAQ5		29049493	29050721
FBgn0035543	FBtr0073298		Q9VZC5	4421662	4426621
FBgn0035543	FBtr0073298		D0IQF3	4421662	4426621
FBgn0052774	FBtr0307050		Q9W4M2	4244095	4246139
FBgn0052774	FBtr0343573		Q9W4M2	4244095	4246139
FBgn0035839	FBtr0076736		Q9VSD8	8123612	8124531
FBgn0045476	FBtr0073200		Q7KV53	4032141	4035703
FBgn0045476	FBtr0073199	P83296		4032141	4035703
FBgn0042696	FBtr0333678		L0MPW8	268175	276369
FBgn0042696	FBtr0089141		Q86P06	268175	276369
FBgn0264746	FBtr0344997		M9PCW4	18072362	18073863
FBgn0264746	FBtr0344997		Q6IL13	18072362	18073863
FBgn0264746	FBtr0344998		M9PCW4	18072362	18073863
FBgn0037087	FBtr0332711		M9PGB6	21493083	21493907
FBgn0037087	FBtr0078353		Q9VP29	21493083	21493907
FBgn0015756	FBtr0080163	P50882	X2JDU0	11002758	11004189
FBgn0015756	FBtr0340226	P50882	X2JDU0	11002758	11004189
FBgn0015756	FBtr0080164	P50882	X2JDU0	11002758	11004189
FBgn0031813	FBtr0114603		B7Z028	6426724	6448403
FBgn0031813	FBtr0345720		Q9VMD7	6426724	6448403
FBgn0031813	FBtr0089948		Q9VMD7	6426724	6448403
FBgn0031813	FBtr0329952		Q9VMD7	6426724	6448403
FBgn0031813	FBtr0329952		Q8SYT1	6426724	6448403
FBgn0036059	FBtr0076344	Q9VT70		9899241	9903031
FBgn0036059	FBtr0113159		A8JNQ1	9899241	9903031
FBgn0036059	FBtr0113158		A8JNQ0	9899241	9903031
FBgn0036059	FBtr0345695		A8JNQ0	9899241	9903031
FBgn0036059	FBtr0114600		B7Z0G0	9899241	9903031
FBgn0039436	FBtr0085057		Q9VBE0	26622451	26623543
FBgn0039436	FBtr0085057		Q8SXS1	26622451	26623543
FBgn0039436	FBtr0085057		B5RII9	26622451	26623543
FBgn0030645	FBtr0074036		Q9VXU7	15472164	15472859
FBgn0050443	FBtr0086109		Q4V6Y6	6653217	6655267
FBgn0050443	FBtr0086109		Q8IGS4	6653217	6655267
FBgn0011554	FBtr0088163	P42279	G2J5Y6	11340513	11341423
FBgn0029791	FBtr0301083		Q9W493	5698557	5708633
FBgn0029791	FBtr0301084		Q8MRL5	5698557	5708633
FBgn0051092	FBtr0113387		Q7YTZ6	25698727	25740465
FBgn0051092	FBtr0084928		Q86B77	25698727	25740465
FBgn0051092	FBtr0084927		Q9VBN2	25698727	25740465
FBgn0051092	FBtr0113388		A8JRC7	25698727	25740465
FBgn0051092	FBtr0113386		Q7YU01	25698727	25740465
FBgn0051092	FBtr0113384		A8JRC4	25698727	25740465
FBgn0051092	FBtr0336451		A0A0B4KH38	25698727	25740465
FBgn0051092	FBtr0113385		Q6NN57	25698727	25740465
FBgn0051092	FBtr0336452		A0A0B4KGZ9	25698727	25740465
FBgn0028408	FBtr0112930		A8DY77	9291856	9302821
FBgn0028408	FBtr0088597		Q7K304	9291856	9302821
FBgn0028408	FBtr0088597		Q9U787	9291856	9302821
FBgn0028408	FBtr0088597		Q95S67	9291856	9302821
FBgn0028408	FBtr0332998		A0A0B4KFF6	9291856	9302821
FBgn0028408	FBtr0332998		F3YD50	9291856	9302821
FBgn0028408	FBtr0304798		Q7K304	9291856	9302821
FBgn0039089	FBtr0084433		Q9VCL1	23557412	23580077
FBgn0039089	FBtr0332427		A0A0B4KGP4	23557412	23580077
FBgn0039089	FBtr0332427		Q95UI1	23557412	23580077
FBgn0064119	FBtr0301700		E1JIQ7	20042757	20048716
FBgn0064119	FBtr0300809		Q0KI47	20042757	20048716
FBgn0064119	FBtr0300808		Q0KI47	20042757	20048716
FBgn0284083	FBtr0452100		A0A384TTL1	10351533	10352161
FBgn0284083	FBtr0452099		A0A384TTL1	10351533	10352161
FBgn0032582	FBtr0080853		Q9VJL8	16292010	16293025
FBgn0032582	FBtr0080853		D9PTU5	16292010	16293025
FBgn0032582	FBtr0305564		M9ND90	16292010	16293025
FBgn0250820	FBtr0113259	Q9VDD7		21138270	21140365
FBgn0250820	FBtr0084017	Q9VDD7		21138270	21140365
FBgn0283651	FBtr0445729		A0A1W5Q009	14104090	14160587
FBgn0283651	FBtr0445729		F9W333	14104090	14160587
FBgn0283651	FBtr0445730		A0A1W5PXH3	14104090	14160587
FBgn0283651	FBtr0445732		M9PCX5	14104090	14160587
FBgn0283651	FBtr0445732		A0A1W5PVN5	14104090	14160587
FBgn0283651	FBtr0445731		A0A1W5PW03	14104090	14160587
FBgn0284229	FBtr0452128		A0A1Z1CH02	26978541	26985706
FBgn0035016	FBtr0072346		Q9W158	24521874	24526089
FBgn0035016	FBtr0306137		Q9W158	24521874	24526089
FBgn0011288	FBtr0304625			24074180	24299205
FBgn0011288	FBtr0111143	P36975		24074180	24299205
FBgn0031053	FBtr0332891		Q9VWE5	19659442	19663971
FBgn0031053	FBtr0074758		Q9VWE5	19659442	19663971
FBgn0031053	FBtr0332890		Q9VWE5	19659442	19663971
FBgn0038886	FBtr0334915		Q9VDA5	21397781	21399742
FBgn0039966	FBtr0299903		Q7PLE9	23012140	23013409
FBgn0039966	FBtr0299903		C0H6Z7	23012140	23013409
FBgn0039966	FBtr0299903		Q8MRG8	23012140	23013409
FBgn0039966	FBtr0336924		Q7PLE9	23012140	23013409
FBgn0039966	FBtr0111134		Q7PLE8	23012140	23013409
FBgn0036595	FBtr0289963		Q9VV19	16287580	16288422
FBgn0036773	FBtr0075137		Q9VVN1	18088417	18106149
FBgn0036773	FBtr0333698		Q9VVN1	18088417	18106149
FBgn0002579	FBtr0070156	P49630	X2JC35	628338	629483
FBgn0002579	FBtr0070158	P49630	X2JC35	628338	629483
FBgn0002579	FBtr0345321	P49630	X2JC35	628338	629483
FBgn0002579	FBtr0070155	P49630	X2JC35	628338	629483
FBgn0002579	FBtr0070157	P49630	X2JC35	628338	629483
FBgn0265725	FBtr0340668		X2JEK5	9162092	9163153
FBgn0033121	FBtr0345011	Q9V979	A0A0B4LET2	6971996	6975026
FBgn0033121	FBtr0345802	Q9V979	A0A0B4LET2	6971996	6975026
FBgn0033121	FBtr0086185	Q9V979	A0A0B4LET2	6971996	6975026
FBgn0032725	FBtr0342928	Q9VJ33	X2J935	18951006	18951837
FBgn0032725	FBtr0081192	Q9VJ33	X2J935	18951006	18951837
FBgn0032725	FBtr0081192	Q9VJ33	H9BVD3	18951006	18951837
FBgn0032725	FBtr0081192	Q9VJ33	H9BVD5	18951006	18951837
FBgn0034730	FBtr0071830		Q9W250	22427479	22429584
FBgn0030966	FBtr0074655	Q9VWP4		18846389	18848566
FBgn0038243	FBtr0082981		Q9VFI3	14567611	14568847
FBgn0038243	FBtr0334959		Q9VFI3	14567611	14568847
FBgn0283468	FBtr0333931		Q9VDE3	21119252	21127485
FBgn0283468	FBtr0084032		Q9VDE3	21119252	21127485
FBgn0283468	FBtr0330049		A0A0B4KHK1	21119252	21127485
FBgn0283468	FBtr0330049		O44382	21119252	21127485
FBgn0038598	FBtr0083597		Q9VE97	18286620	18288777
FBgn0038407	FBtr0083278		Q961R9	16198000	16203083
FBgn0029647	FBtr0070557		Q9W4U3	2947094	2947580
FBgn0038627	FBtr0344291	Q9VE61	A0A0B4LHA6	18573091	18590726
FBgn0038627	FBtr0290211	Q9VE61	A0A0B4LHA6	18573091	18590726
FBgn0038627	FBtr0083632	Q9VE61	A0A0B4LHA6	18573091	18590726
FBgn0041174	FBtr0088115	Q9V3C1	A0A0B4KEJ4	11279725	11281033
FBgn0041174	FBtr0332420	Q9V3C1	A0A0B4KEJ4	11279725	11281033
FBgn0041174	FBtr0332420	Q9V3C1	Q2XYJ4	11279725	11281033
FBgn0034755	FBtr0345503		Q9W225	22648995	22649750
FBgn0034755	FBtr0071929		Q9W225	22648995	22649750
FBgn0083961	FBtr0110839		Q0E8T6	4965673	4966399
FBgn0083961	FBtr0110839		H0RNG5	4965673	4966399
FBgn0083961	FBtr0110839		C6SV06	4965673	4966399
FBgn0027597	FBtr0077903		Q9Y153	1750687	1752122
FBgn0030207	FBtr0071459		Q9W2U5	10477260	10478493
FBgn0030207	FBtr0071459		A0A3Q7YHZ1	10477260	10478493
FBgn0030207	FBtr0071459		A0A3Q7YI62	10477260	10478493
FBgn0030207	FBtr0071459		A0A3Q7YHX5	10477260	10478493
FBgn0030207	FBtr0071459		A0A3Q7YHY5	10477260	10478493
FBgn0030207	FBtr0071459		A0A3S5ZSI0	10477260	10478493
FBgn0027654	FBtr0085681	Q9TVP3		30517059	30527037
FBgn0027654	FBtr0085682		H0RNN1	30517059	30527037
FBgn0027654	FBtr0085682		D3DMZ5	30517059	30527037
FBgn0027654	FBtr0085683			30517059	30527037
FBgn0037236	FBtr0344740		Q7YZ95	4334879	4337674
FBgn0037236	FBtr0078953		Q7YZ95	4334879	4337674
FBgn0037236	FBtr0078953		Q95S27	4334879	4337674
FBgn0037236	FBtr0078953		D3DMH0	4334879	4337674
FBgn0037236	FBtr0078953		Q9VN08	4334879	4337674
FBgn0003890	FBtr0300611		Q8MST5	27967008	27988384
FBgn0003890	FBtr0334906		Q9VAX7	27967008	27988384
FBgn0035964	FBtr0076531		Q9VSU6	9134560	9135916
FBgn0035964	FBtr0100531		Q9VSU6	9134560	9135916
FBgn0035964	FBtr0100532		Q9VSU6	9134560	9135916
FBgn0014848	FBtr0305334		Q9VUT1	15658936	15659441
FBgn0014848	FBtr0305334		B9EQX0	15658936	15659441
FBgn0014848	FBtr0305334		Q24076	15658936	15659441
FBgn0014848	FBtr0305334		Q24059	15658936	15659441
FBgn0261686	FBtr0303085		Q3YMS8	10356171	10356800
FBgn0261686	FBtr0303086		A0A0B4JCS8	10356171	10356800
FBgn0261686	FBtr0303084		Q3YMS8	10356171	10356800
FBgn0035997	FBtr0076475		Q9VSZ3	9452803	9456281
FBgn0035997	FBtr0345600		Q9VSZ3	9452803	9456281
FBgn0030251	FBtr0343591	Q9VZ49	X2JJD6	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	B4YWU7	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	B4YWT6	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	A9YL34	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	B4YWU5	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	A9YL30	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	A9YL28	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	F6J5J7	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	B4YWU8	10927399	10929712
FBgn0030251	FBtr0343591	Q9VZ49	B4YWT8	10927399	10929712
FBgn0030251	FBtr0073387	Q9VZ49	X2JJD6	10927399	10929712
FBgn0283434	FBtr0445174		T2FGB0	20212738	20217259
FBgn0283434	FBtr0445174		Q5BHW5	20212738	20217259
FBgn0026389	FBtr0089051	P81917	E2E5W7	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5N7	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5L1	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5M4	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5L4	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5T2	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5K7	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5L0	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5K8	7232840	7234913
FBgn0026389	FBtr0089051	P81917	E2E5K9	7232840	7234913
FBgn0000463	FBtr0304658	P10041	A4V346	19302731	19326217
FBgn0000463	FBtr0083740	P10041	A4V346	19302731	19326217
FBgn0000463	FBtr0083739	P10041	A4V346	19302731	19326217
FBgn0052736	FBtr0071007	Q9W3T5	A0A1B2AJH5	7011357	7012137
FBgn0052736	FBtr0071008	Q9W3T5	A0A1B2AJH5	7011357	7012137
FBgn0032709	FBtr0081101		Q9VJ53	18740358	18740807
FBgn0032709	FBtr0081101		B5RIE9	18740358	18740807
FBgn0032615	FBtr0080923		Q9VJG8	16860029	16861489
FBgn0039761	FBtr0085618		Q9VA85	30253182	30254097
FBgn0016976	FBtr0344112	Q24211	A4V4W0	22980722	23004648
FBgn0016976	FBtr0301618	Q24211	A4V4W0	22980722	23004648
FBgn0016976	FBtr0344465	Q24211	A4V4W0	22980722	23004648
FBgn0016976	FBtr0301619	Q24211	A4V4W0	22980722	23004648
FBgn0051415	FBtr0082127		Q8INN3	9743517	9744662
FBgn0264006	FBtr0330419		M9PFJ0	13867414	13903236
FBgn0264006	FBtr0330414		Q9VU98	13867414	13903236
FBgn0264006	FBtr0330416		B7Z049	13867414	13903236
FBgn0264006	FBtr0330418		M9PF56	13867414	13903236
FBgn0264006	FBtr0333021		M9PI53	13867414	13903236
FBgn0264006	FBtr0330417		B7Z048	13867414	13903236
FBgn0264006	FBtr0330417		C3KKB5	13867414	13903236
FBgn0264006	FBtr0330417		A2VEN0	13867414	13903236
FBgn0264006	FBtr0330420		M9PFF3	13867414	13903236
FBgn0034068	FBtr0339756		A0A0B4LFH2	16024628	16028161
FBgn0034068	FBtr0339756		F0JAP4	16024628	16028161
FBgn0034068	FBtr0087259		Q7JUP3	16024628	16028161
FBgn0034068	FBtr0087260		Q7JUP3	16024628	16028161
FBgn0037970	FBtr0334154		A8WHE0	11971694	11972896
FBgn0037970	FBtr0082485		Q8INJ3	11971694	11972896
FBgn0030242	FBtr0073409		Q9VZ61	10855000	10857413
FBgn0030242	FBtr0346273		Q9VZ61	10855000	10857413
FBgn0030242	FBtr0346273		Q961S2	10855000	10857413
FBgn0261523	FBtr0481631		M9MSG1	2287025	2287907
FBgn0261523	FBtr0481631		C0PV14	2287025	2287907
FBgn0031857	FBtr0331220		M9PCS0	6759829	6772755
FBgn0031857	FBtr0331219		M9PC77	6759829	6772755
FBgn0031857	FBtr0290295		Q9VM88	6759829	6772755
FBgn0031857	FBtr0290295		Q86P90	6759829	6772755
FBgn0031857	FBtr0331216	Q8IPJ3		6759829	6772755
FBgn0031857	FBtr0301972		E1JHA3	6759829	6772755
FBgn0031857	FBtr0301972		A9UN74	6759829	6772755
FBgn0031857	FBtr0331221		M9PCD7	6759829	6772755
FBgn0031857	FBtr0331218		M9PB55	6759829	6772755
FBgn0031857	FBtr0331217		Q9VM88	6759829	6772755
FBgn0031857	FBtr0331222		E1JHA3	6759829	6772755
FBgn0032781	FBtr0081205	Q9VIW7		19430643	19432444
FBgn0011566	FBtr0070447		Q9W4X8	2606680	2608876
FBgn0011566	FBtr0070447		Q8MRV6	2606680	2608876
FBgn0015527	FBtr0077223	O61345		21346503	21349843
FBgn0035620	FBtr0345902		Q9VRM9	5595542	5597422
FBgn0035620	FBtr0077086		Q9VRM9	5595542	5597422
FBgn0033392	FBtr0088609		A1Z7S7	9204410	9207124
FBgn0033392	FBtr0088609		Q8SXI4	9204410	9207124
FBgn0029706	FBtr0070652		Q9W4K8	4366417	4371136
FBgn0029706	FBtr0070652		Q8MQN6	4366417	4371136
FBgn0023537	FBtr0070092	Q7KW39	A9UN30	490787	493495
FBgn0023537	FBtr0070092	Q7KW39	I0B1N8	490787	493495
FBgn0023537	FBtr0070093			490787	493495
FBgn0025643	FBtr0301060		Q8IRV2	2919770	2924426
FBgn0025643	FBtr0301058		Q9W4V1	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C1	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C6	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C3	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C7	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C2	2919770	2924426
FBgn0025643	FBtr0301058		Q8I081	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C4	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C8	2919770	2924426
FBgn0025643	FBtr0301058		Q8I6C0	2919770	2924426
FBgn0025643	FBtr0301058		Q8I072	2919770	2924426
FBgn0025643	FBtr0301058		O76869	2919770	2924426
FBgn0025643	FBtr0332426		M9PGW5	2919770	2924426
FBgn0025643	FBtr0332426		Q8I6B9	2919770	2924426
FBgn0025643	FBtr0332426		Q8I097	2919770	2924426
FBgn0025643	FBtr0301059		Q8IRV3	2919770	2924426
FBgn0025643	FBtr0301059		F3YDN9	2919770	2924426
FBgn0025643	FBtr0301061		Q8IRV2	2919770	2924426
FBgn0053511	FBtr0346727		Q59DY3	21081127	21082494
FBgn0042138	FBtr0331545		M9PEW1	11628037	11630749
FBgn0042138	FBtr0331545		C0PV64	11628037	11630749
FBgn0042138	FBtr0331544		C0PDF4	11628037	11630749
FBgn0042138	FBtr0076103		Q9I7R0	11628037	11630749
FBgn0042138	FBtr0076104		Q9I7R0	11628037	11630749
FBgn0042138	FBtr0076105		Q9I7R0	11628037	11630749
FBgn0052269	FBtr0332871		Q8SYS8	3206949	3208985
FBgn0052269	FBtr0100678		Q8SYS8	3206949	3208985
FBgn0051463	FBtr0081831		Q9VHT7	8292335	8293609
FBgn0051463	FBtr0081831		H0RNA1	8292335	8293609
FBgn0051463	FBtr0081831		Q8MS34	8292335	8293609
FBgn0030438	FBtr0305600		Q9VYH8	12970711	12973967
FBgn0036806	FBtr0075091	Q9VVR9	X2JB94	18684259	18686319
FBgn0036806	FBtr0345812	Q9VVR9	X2JB94	18684259	18686319
FBgn0261612	FBtr0302924	Q24278		16243145	16259805
FBgn0261612	FBtr0302925		A0A0B4JCU4	16243145	16259805
FBgn0040817	FBtr0113334		Q9VTM7	11712229	11715285
FBgn0032587	FBtr0337091		Q9VJK4	16508078	16532877
FBgn0032587	FBtr0080874		Q9VJK4	16508078	16532877
FBgn0032587	FBtr0080873		Q9VJK4	16508078	16532877
FBgn0032587	FBtr0301144		E1JHJ2	16508078	16532877
FBgn0032587	FBtr0301144		A4IJ65	16508078	16532877
FBgn0031786	FBtr0079204		Q9VMG6	6160400	6161309
FBgn0031786	FBtr0079204		Q8T981	6160400	6161309
FBgn0024230	FBtr0081288	P25722		19442833	19444750
FBgn0051077	FBtr0301977		Q8IMQ3	26999752	27002961
FBgn0051077	FBtr0301977		H5V890	26999752	27002961
FBgn0051077	FBtr0301977		D5SHT5	26999752	27002961
FBgn0023530	FBtr0070283		Q9W569	1668406	1669297
FBgn0023530	FBtr0070283		O46063	1668406	1669297
FBgn0031373	FBtr0473590		Q9VQ53	1882008	1883214
FBgn0031373	FBtr0473589		Q9VQ53	1882008	1883214
