Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
ENSMMUG00000005949	ENSMMUT00000008332		F6UUZ9	1559934	1560887
ENSMMUG00000005946	ENSMMUT00000074048		G1K370	1562783	1595289
ENSMMUG00000005946	ENSMMUT00000008331		G1K370	1562783	1595289
ENSMMUG00000019585	ENSMMUT00000027507		F7BFX2	1683011	1712638
ENSMMUG00000058602	ENSMMUT00000084437		A0A5F8A386	1766717	1767751
ENSMMUG00000059322	ENSMMUT00000089355		A0A5F7ZQQ7	1789175	1812316
ENSMMUG00000059322	ENSMMUT00000080117		A0A5F7Z8Z9	1789175	1812316
ENSMMUG00000004566	ENSMMUT00000106522		A0A5F8ADY7	1827888	1851741
ENSMMUG00000004566	ENSMMUT00000006456		F6RX66	1827888	1851741
ENSMMUG00000058214	ENSMMUT00000094634		A0A5F8A9F1	1887415	1904761
ENSMMUG00000023311	ENSMMUT00000046436		F7HKZ4	1902690	1910632
ENSMMUG00000023311	ENSMMUT00000044534		F6QST1	1902690	1910632
ENSMMUG00000050290	ENSMMUT00000096014		A0A5F8A3F8	1935519	1964328
ENSMMUG00000054567	ENSMMUT00000105042		A0A5F8AH61	1952470	1953612
ENSMMUG00000031191	ENSMMUT00000058831		A0A1D5RC15	1961561	2015105
ENSMMUG00000031191	ENSMMUT00000006201		F7FV03	1961561	2015105
ENSMMUG00000016408	ENSMMUT00000110364		A0A5F7Z9E3	2071570	2168210
ENSMMUG00000016408	ENSMMUT00000023043		F7FYF6	2071570	2168210
ENSMMUG00000016408	ENSMMUT00000097799		A0A5F8A9P9	2071570	2168210
ENSMMUG00000016408	ENSMMUT00000089453		A0A5F8AR97	2071570	2168210
ENSMMUG00000049281	ENSMMUT00000086927		A0A5F7ZBB1	2210612	2212349
ENSMMUG00000022208	ENSMMUT00000108512		A0A5F8AEM5	2273725	2328297
ENSMMUG00000022208	ENSMMUT00000086709		A0A5F8A5K9	2273725	2328297
ENSMMUG00000022208	ENSMMUT00000031237		F6Z9P9	2273725	2328297
ENSMMUG00000055981	ENSMMUT00000099343		A0A5F7ZTT9	45168680	45170593
ENSMMUG00000052461	ENSMMUT00000090338		A0A5F7ZVR3	76139696	76140997
ENSMMUG00000058124	ENSMMUT00000097600		A0A5F8A918	95446898	95448022
ENSMMUG00000062580	ENSMMUT00000091391		A0A5F7ZB17	130174399	130175938
ENSMMUG00000001382	ENSMMUT00000001955		A0A8J8XMQ3	102190801	102192108
ENSMMUG00000001382	ENSMMUT00000001955		F7D0V5	102190801	102192108
ENSMMUG00000043586	ENSMMUT00000076496		A0A8J8Y3H7	201209830	201214016
ENSMMUG00000043586	ENSMMUT00000076496		F7GBM3	201209830	201214016
ENSMMUG00000052364	ENSMMUT00000091541		A0A5F8AJG3	152110249	152111312
ENSMMUG00000060928	ENSMMUT00000094107		A0A5F7ZLS6	2358741	2361942
ENSMMUG00000002585	ENSMMUT00000003678		F7HQN9	20391971	20398101
ENSMMUG00000011380	ENSMMUT00000044519		F6W7Z8	2395778	2510336
ENSMMUG00000011380	ENSMMUT00000015937		F6W7Z8	2395778	2510336
ENSMMUG00000011380	ENSMMUT00000106143		F6W7Z8	2395778	2510336
ENSMMUG00000011380	ENSMMUT00000095095		A0A5F7ZEM0	2395778	2510336
ENSMMUG00000059690	ENSMMUT00000087829		A0A5F8A1L1	2427058	2429350
ENSMMUG00000055490	ENSMMUT00000101527		A0A5F8AIX0	2510498	2540181
ENSMMUG00000056502	ENSMMUT00000080472		A0A5F8ALF4	169341618	169343948
ENSMMUG00000005777	ENSMMUT00000008109		H9ETM0	2568685	3324607
ENSMMUG00000005777	ENSMMUT00000103505		A0A5F8AFQ7	2568685	3324607
ENSMMUG00000005777	ENSMMUT00000100197		A0A5F7ZKQ9	2568685	3324607
ENSMMUG00000005777	ENSMMUT00000092133		A0A5F8A088	2568685	3324607
ENSMMUG00000005777	ENSMMUT00000044514		F6R0U9	2568685	3324607
ENSMMUG00000005777	ENSMMUT00000103214		A0A5F8ALD4	2568685	3324607
ENSMMUG00000008153	ENSMMUT00000087309		A0A5F7ZQW4	97371242	97387229
ENSMMUG00000008153	ENSMMUT00000090796		A0A5F7ZMT5	97371242	97387229
ENSMMUG00000008153	ENSMMUT00000011388		F7HE88	97371242	97387229
ENSMMUG00000017324	ENSMMUT00000075346		A0A1D5QF70	3386414	3939026
ENSMMUG00000017324	ENSMMUT00000024356		F7HQ76	3386414	3939026
ENSMMUG00000011424	ENSMMUT00000015994		F6VRV1	3964561	4127294
ENSMMUG00000011424	ENSMMUT00000083175		H9ERW2	3964561	4127294
ENSMMUG00000008847	ENSMMUT00000012371		F7DZ09	203985419	203993895
ENSMMUG00000011424	ENSMMUT00000105699		A0A5F7ZV72	3964561	4127294
ENSMMUG00000011424	ENSMMUT00000015996		F6VRD9	3964561	4127294
ENSMMUG00000023150	ENSMMUT00000032568		F7FHN8	100744235	100753164
ENSMMUG00000053368	ENSMMUT00000088441		A0A5F7ZLV8	4127062	4134266
ENSMMUG00000054234	ENSMMUT00000043360		F7A226	52685513	52687515
ENSMMUG00000054234	ENSMMUT00000043360		A0A8J8Y6U6	52685513	52687515
ENSMMUG00000013353	ENSMMUT00000045727		F6W8E0	85986586	85987462
ENSMMUG00000059986	ENSMMUT00000085649		A0A5F7ZIF4	45279756	45284218
ENSMMUG00000021098	ENSMMUT00000044504		F6R0Z9	4234745	4252527
ENSMMUG00000021098	ENSMMUT00000029673		F7GWA9	4234745	4252527
ENSMMUG00000031175	ENSMMUT00000075457		A0A1D5QVD5	4254577	4263278
ENSMMUG00000031175	ENSMMUT00000044503		F6R113	4254577	4263278
ENSMMUG00000062648	ENSMMUT00000086362		A0A5F7Z9W4	4363427	4364610
ENSMMUG00000057626	ENSMMUT00000099013		A0A5F8A1Q3	76251546	76252562
ENSMMUG00000018525	ENSMMUT00000107358		F7A2D1	84453713	84480373
ENSMMUG00000018525	ENSMMUT00000045407		F7A2D1	84453713	84480373
ENSMMUG00000018525	ENSMMUT00000091007		F7A2D1	84453713	84480373
ENSMMUG00000018525	ENSMMUT00000103145		F7A2D1	84453713	84480373
ENSMMUG00000018525	ENSMMUT00000026046		F7A2D1	84453713	84480373
ENSMMUG00000018525	ENSMMUT00000026047		F7A2D1	84453713	84480373
ENSMMUG00000018525	ENSMMUT00000104941		F7A2D1	84453713	84480373
ENSMMUG00000022310	ENSMMUT00000071385		F6XDR1	4401250	4464048
ENSMMUG00000022310	ENSMMUT00000031389		F6XDT9	4401250	4464048
ENSMMUG00000012031	ENSMMUT00000047395		A0A8J8Y208	188469792	188501627
ENSMMUG00000012031	ENSMMUT00000047395		F7GRT2	188469792	188501627
ENSMMUG00000000021	ENSMMUT00000044492		F6R844	4478525	4653134
ENSMMUG00000000021	ENSMMUT00000000026		F7HTK5	4478525	4653134
ENSMMUG00000050632	ENSMMUT00000087507		A0A5F7ZZV0	188505269	188511410
ENSMMUG00000050632	ENSMMUT00000091729		A0A5F7ZBZ3	188505269	188511410
ENSMMUG00000008636	ENSMMUT00000104191		A0A8J8Y436	84515299	84560802
ENSMMUG00000008636	ENSMMUT00000104191		F7F8M4	84515299	84560802
ENSMMUG00000008636	ENSMMUT00000012079		A0A8J8Y436	84515299	84560802
ENSMMUG00000008636	ENSMMUT00000012079		F7F8M4	84515299	84560802
ENSMMUG00000050632	ENSMMUT00000106188		A0A5F7ZBZ3	188505269	188511410
ENSMMUG00000062093	ENSMMUT00000080447		A0A5F8APK9	4580551	4583289
ENSMMUG00000050632	ENSMMUT00000099863		A0A5F7ZDH9	188505269	188511410
ENSMMUG00000050632	ENSMMUT00000092115		A0A5F8AQ79	188505269	188511410
ENSMMUG00000021388	ENSMMUT00000109025		A0A8J8Y7U4	100863269	100872485
ENSMMUG00000021388	ENSMMUT00000109025		F7FDH0	100863269	100872485
ENSMMUG00000021388	ENSMMUT00000090655		A0A8J8Y7U4	100863269	100872485
ENSMMUG00000021388	ENSMMUT00000090655		F7FDH0	100863269	100872485
ENSMMUG00000021388	ENSMMUT00000030107		A0A8J8Y7U4	100863269	100872485
ENSMMUG00000021388	ENSMMUT00000030107		F7FDH0	100863269	100872485
ENSMMUG00000000016	ENSMMUT00000000024		F7HTL0	4663495	4707156
ENSMMUG00000012028	ENSMMUT00000016846		F7GQI3	188510865	188514779
ENSMMUG00000012028	ENSMMUT00000047397		F7GQI3	188510865	188514779
ENSMMUG00000000015	ENSMMUT00000000019		F7HTQ5	4725778	4754700
ENSMMUG00000000015	ENSMMUT00000000019		A0A8J8YJR0	4725778	4754700
ENSMMUG00000010176	ENSMMUT00000014206		F6SRE7	69530391	69680083
ENSMMUG00000010176	ENSMMUT00000014207		F6SRD8	69530391	69680083
ENSMMUG00000006252	ENSMMUT00000071036		H9Z073	188543914	188666731
ENSMMUG00000011832	ENSMMUT00000016577		F7H757	201239166	201262240
ENSMMUG00000008149	ENSMMUT00000011384		F7HGD2	97385512	97403917
ENSMMUG00000006252	ENSMMUT00000008749		F7H586	188543914	188666731
ENSMMUG00000061500	ENSMMUT00000106873		A0A5F8AJI2	201278463	201279922
ENSMMUG00000015664	ENSMMUT00000021969		H9EN14	5061719	5067900
ENSMMUG00000006252	ENSMMUT00000008750		F7H584	188543914	188666731
ENSMMUG00000008149	ENSMMUT00000103135		H9FU13	97385512	97403917
ENSMMUG00000008149	ENSMMUT00000011386		H9FU13	97385512	97403917
ENSMMUG00000008149	ENSMMUT00000085647		A0A5F7ZPH7	97385512	97403917
ENSMMUG00000019771	ENSMMUT00000086994		A0A5F8AU33	69782184	69861123
ENSMMUG00000063991	ENSMMUT00000082363		A0A5F7ZCC0	5121444	5123023
ENSMMUG00000019771	ENSMMUT00000102360		G7MEM0	69782184	69861123
ENSMMUG00000019771	ENSMMUT00000102360		A0A8J8XVK3	69782184	69861123
ENSMMUG00000019771	ENSMMUT00000063401		A0A1D5Q6M6	69782184	69861123
ENSMMUG00000019771	ENSMMUT00000027790		F7APV7	69782184	69861123
ENSMMUG00000044406	ENSMMUT00000053686		A0A1D5QKM0	186538792	186540147
ENSMMUG00000049847	ENSMMUT00000083459		A0A5F8ADC9	5224356	5225709
ENSMMUG00000002141	ENSMMUT00000003024		F6UN26	69860408	69903297
ENSMMUG00000002141	ENSMMUT00000071194		G7MEL9	69860408	69903297
ENSMMUG00000002141	ENSMMUT00000071194		A0A8J8Y613	69860408	69903297
ENSMMUG00000008836	ENSMMUT00000012360		F7ES46	203996346	204068804
ENSMMUG00000042021	ENSMMUT00000064546		A0A1D5QA33	201286768	201341700
ENSMMUG00000002142	ENSMMUT00000003026		F6UN10	69927122	69939772
ENSMMUG00000053224	ENSMMUT00000096985		A0A8J8XE56	97403834	97406922
ENSMMUG00000053224	ENSMMUT00000096985		F7HGD6	97403834	97406922
ENSMMUG00000008836	ENSMMUT00000061871		A0A1D5QM14	203996346	204068804
ENSMMUG00000019995	ENSMMUT00000044490		F6R8N3	5268539	5626496
ENSMMUG00000008836	ENSMMUT00000012348		F7EWE3	203996346	204068804
ENSMMUG00000008836	ENSMMUT00000069229		A0A1D5QXV3	203996346	204068804
ENSMMUG00000019995	ENSMMUT00000028102		H9FNA9	5268539	5626496
ENSMMUG00000015158	ENSMMUT00000064631		A0A5K1VBL3	180419440	180454528
ENSMMUG00000006251	ENSMMUT00000067719		H9FSW2	188673810	188715517
ENSMMUG00000019995	ENSMMUT00000044491		F6R8M1	5268539	5626496
ENSMMUG00000022196	ENSMMUT00000031216		F6ZGP7	74975229	75023525
ENSMMUG00000006251	ENSMMUT00000008747		F7H593	188673810	188715517
ENSMMUG00000015158	ENSMMUT00000021254		F6UD72	180419440	180454528
ENSMMUG00000008146	ENSMMUT00000095800		H9FSR9	97414515	97426437
ENSMMUG00000015158	ENSMMUT00000076362		A0A1D5QYI6	180419440	180454528
ENSMMUG00000000932	ENSMMUT00000099136		A0A5F8A6I5	38124819	38320261
ENSMMUG00000015158	ENSMMUT00000095758		A0A5F8AS92	180419440	180454528
ENSMMUG00000008146	ENSMMUT00000011381		F7HGD8	97414515	97426437
ENSMMUG00000008835	ENSMMUT00000075562		F7H674	204064593	204082097
ENSMMUG00000008146	ENSMMUT00000103971		A0A5F7ZI81	97414515	97426437
ENSMMUG00000015158	ENSMMUT00000060043		H9FYN8	180419440	180454528
ENSMMUG00000008146	ENSMMUT00000045942		F6VBS9	97414515	97426437
ENSMMUG00000015158	ENSMMUT00000021255		F6UD64	180419440	180454528
ENSMMUG00000015158	ENSMMUT00000069789		A0A1D5QDI0	180419440	180454528
ENSMMUG00000000932	ENSMMUT00000001329		F6R6T0	38124819	38320261
ENSMMUG00000015158	ENSMMUT00000021253		F6UD83	180419440	180454528
ENSMMUG00000000932	ENSMMUT00000105220		A0A5F8AEM3	38124819	38320261
ENSMMUG00000056564	ENSMMUT00000094088		G7MHE0	204099961	204130461
ENSMMUG00000056564	ENSMMUT00000094088		A0A8J8XB71	204099961	204130461
ENSMMUG00000008145	ENSMMUT00000059547		A0A1D5R8D2	97416282	97445913
ENSMMUG00000056564	ENSMMUT00000093953		A0A5F8AKG9	204099961	204130461
ENSMMUG00000003304	ENSMMUT00000098213		A0A5F8A4L8	89866387	89893143
ENSMMUG00000003304	ENSMMUT00000004672		F7ELA0	89866387	89893143
ENSMMUG00000010977	ENSMMUT00000074905		F7GDE5	201345560	201394167
ENSMMUG00000031508	ENSMMUT00000030751		F7EHY7	38220216	38221010
ENSMMUG00000057586	ENSMMUT00000107375		A0A5F7ZRN1	97435007	97442829
ENSMMUG00000003304	ENSMMUT00000081641		A0A5F8A7U2	89866387	89893143
ENSMMUG00000015156	ENSMMUT00000021251		F6UD91	180454486	180459061
ENSMMUG00000010977	ENSMMUT00000015355		F7GDE5	201345560	201394167
ENSMMUG00000003304	ENSMMUT00000094050		A0A5F7ZWD0	89866387	89893143
ENSMMUG00000010977	ENSMMUT00000056017		A0A1D5Q9Y3	201345560	201394167
ENSMMUG00000060391	ENSMMUT00000107605		A0A5F7ZHM1	204124031	204125877
ENSMMUG00000055518	ENSMMUT00000093773		A0A5F7ZLK6	97445427	97447044
ENSMMUG00000000933	ENSMMUT00000001331		I0FT08	38321333	38367331
ENSMMUG00000000933	ENSMMUT00000001331		A0A8J8YM67	38321333	38367331
ENSMMUG00000057562	ENSMMUT00000086560		A0A5F8AB40	204128698	204130512
ENSMMUG00000064198	ENSMMUT00000104395		A0A5F8A9S5	38371960	38372976
ENSMMUG00000063790	ENSMMUT00000083382		A0A5F8A9R8	170092059	170095592
ENSMMUG00000045106	ENSMMUT00000097920		H9Z3V3	97448630	97454825
ENSMMUG00000015155	ENSMMUT00000057236		A0A1D5Q0D7	180458690	180471554
ENSMMUG00000050796	ENSMMUT00000098780		A0A5F7Z840	204172221	204173210
ENSMMUG00000045106	ENSMMUT00000109286		H9Z3V3	97448630	97454825
ENSMMUG00000003343	ENSMMUT00000073677		H9Z624	188745954	188795973
ENSMMUG00000045106	ENSMMUT00000079076		H9Z3V3	97448630	97454825
ENSMMUG00000015155	ENSMMUT00000021248		F6UDH4	180458690	180471554
ENSMMUG00000015155	ENSMMUT00000054511		A0A1D5QIY4	180458690	180471554
ENSMMUG00000003343	ENSMMUT00000004725		F7EGT1	188745954	188795973
ENSMMUG00000010973	ENSMMUT00000093705		A0A8J8Y0X3	201402180	201412994
ENSMMUG00000010973	ENSMMUT00000093705		G7MHG6	201402180	201412994
ENSMMUG00000010973	ENSMMUT00000088632		F7GDG2	201402180	201412994
ENSMMUG00000002953	ENSMMUT00000004181		F7GZU1	90018665	90019653
ENSMMUG00000010973	ENSMMUT00000015352		F7GDG2	201402180	201412994
ENSMMUG00000010978	ENSMMUT00000100617		F7GDD5	97500977	97508608
ENSMMUG00000010978	ENSMMUT00000087747		F7GDD5	97500977	97508608
ENSMMUG00000010973	ENSMMUT00000102336		A0A8J8Y0X3	201402180	201412994
ENSMMUG00000010973	ENSMMUT00000102336		G7MHG6	201402180	201412994
ENSMMUG00000010978	ENSMMUT00000015356		F7GDD5	97500977	97508608
ENSMMUG00000051774	ENSMMUT00000089451		F7EZL0	204219946	204228946
ENSMMUG00000050423	ENSMMUT00000105625		A0A5F7ZTZ4	188807526	188808574
ENSMMUG00000051774	ENSMMUT00000091527		A0A5F7ZY44	204219946	204228946
ENSMMUG00000031655	ENSMMUT00000045947		F6VBN8	97520296	97522197
ENSMMUG00000053265	ENSMMUT00000092487		A0A5F7ZM45	188831767	188833243
ENSMMUG00000022199	ENSMMUT00000101678		H9ZDR9	75034466	75120198
ENSMMUG00000019994	ENSMMUT00000028100		A0A8J8Y4A5	5629548	5879337
ENSMMUG00000019994	ENSMMUT00000028100		F7FNJ0	5629548	5879337
ENSMMUG00000022199	ENSMMUT00000061563		A0A1D5QB94	75034466	75120198
ENSMMUG00000019994	ENSMMUT00000028101		F7FNI4	5629548	5879337
ENSMMUG00000010979	ENSMMUT00000015358		A0A8J8YC96	97523360	97526145
ENSMMUG00000010979	ENSMMUT00000015358		F7GDB8	97523360	97526145
ENSMMUG00000022884	ENSMMUT00000084074		A0A5F8AEK0	39623410	39632263
ENSMMUG00000063102	ENSMMUT00000104745		F7HAQ0	204242901	204245913
ENSMMUG00000010979	ENSMMUT00000045946		A0A8J8YC96	97523360	97526145
ENSMMUG00000010979	ENSMMUT00000045946		F7GDB8	97523360	97526145
ENSMMUG00000010970	ENSMMUT00000068328		A0A1D5QJA1	201427749	201462638
ENSMMUG00000010970	ENSMMUT00000015348		F7GDH1	201427749	201462638
ENSMMUG00000022884	ENSMMUT00000032212		F7CAM5	39623410	39632263
ENSMMUG00000022199	ENSMMUT00000058113		A0A1D5R151	75034466	75120198
ENSMMUG00000010980	ENSMMUT00000015360		F7GD22	97529257	97532127
ENSMMUG00000016974	ENSMMUT00000023858		F7AZV1	108471709	108552927
ENSMMUG00000010970	ENSMMUT00000059184		A0A1D5RFR5	201427749	201462638
ENSMMUG00000022884	ENSMMUT00000089056		A0A5F7ZW72	39623410	39632263
ENSMMUG00000019994	ENSMMUT00000054448		A0A1D5QNB3	5629548	5879337
ENSMMUG00000010970	ENSMMUT00000060883		A0A1D5QYL6	201427749	201462638
ENSMMUG00000022199	ENSMMUT00000099982		A0A5F7ZWX2	75034466	75120198
ENSMMUG00000055701	ENSMMUT00000092381		A0A5F7ZSU1	108541073	108542628
ENSMMUG00000015150	ENSMMUT00000064799		A0A1D5QR86	180472451	180482158
ENSMMUG00000008917	ENSMMUT00000012465		A0A8J8YFR0	97533315	97534781
ENSMMUG00000008917	ENSMMUT00000012465		F7DI51	97533315	97534781
ENSMMUG00000022886	ENSMMUT00000032214		F6WLU7	39657049	39657873
ENSMMUG00000015150	ENSMMUT00000021247		F6UDI5	180472451	180482158
ENSMMUG00000022199	ENSMMUT00000075353		A0A1D5QMJ3	75034466	75120198
ENSMMUG00000011221	ENSMMUT00000015699		F6WY73	64471942	64488410
ENSMMUG00000015150	ENSMMUT00000047310		F7FYB1	180472451	180482158
ENSMMUG00000019994	ENSMMUT00000069525		A0A1D5RGM5	5629548	5879337
ENSMMUG00000011221	ENSMMUT00000015701		F6WY67	64471942	64488410
ENSMMUG00000015150	ENSMMUT00000021242		A0A8J8YJK1	180472451	180482158
ENSMMUG00000015150	ENSMMUT00000021242		G7MGM0	180472451	180482158
ENSMMUG00000001803	ENSMMUT00000002537		A0A8J8XQH8	102325881	102342989
ENSMMUG00000001803	ENSMMUT00000002537		F7GSB4	102325881	102342989
ENSMMUG00000022199	ENSMMUT00000031219		F6ZGN2	75034466	75120198
ENSMMUG00000019994	ENSMMUT00000092072		A0A5F7ZEP1	5629548	5879337
ENSMMUG00000056485	ENSMMUT00000109157		A0A5F8APG8	97600913	97609956
ENSMMUG00000022173	ENSMMUT00000073303		A0A1D5R6F0	64537523	64549826
ENSMMUG00000022199	ENSMMUT00000056117		A0A1D5R475	75034466	75120198
ENSMMUG00000056485	ENSMMUT00000108523		A0A5F7ZHB7	97600913	97609956
ENSMMUG00000056485	ENSMMUT00000006827		F6QJ52	97600913	97609956
ENSMMUG00000006022	ENSMMUT00000007219		F7BY05	204375912	204426772
ENSMMUG00000032222	ENSMMUT00000047498		A0A8J8YQ68	201587685	201588818
ENSMMUG00000032222	ENSMMUT00000047498		F7FW05	201587685	201588818
ENSMMUG00000022171	ENSMMUT00000031184		F6XIA9	64564212	64566227
ENSMMUG00000004833	ENSMMUT00000089864		A0A5F8ABP8	97617148	97618625
ENSMMUG00000022199	ENSMMUT00000080619		A0A5F8AKU1	75034466	75120198
ENSMMUG00000006022	ENSMMUT00000099402		A0A5F8A1C3	204375912	204426772
ENSMMUG00000019994	ENSMMUT00000108862		A0A5F7ZMW6	5629548	5879337
ENSMMUG00000004835	ENSMMUT00000006829		F6QJ34	97624160	97625430
ENSMMUG00000031291	ENSMMUT00000102293		A0A5F8AK41	39706366	39804203
ENSMMUG00000012185	ENSMMUT00000045256		F7GUS9	70055179	70109653
ENSMMUG00000012185	ENSMMUT00000045256		A0A8J8XRD4	70055179	70109653
ENSMMUG00000012185	ENSMMUT00000045259		F7GUS9	70055179	70109653
ENSMMUG00000012185	ENSMMUT00000045259		A0A8J8XRD4	70055179	70109653
ENSMMUG00000022199	ENSMMUT00000084727		A0A5F7ZB28	75034466	75120198
ENSMMUG00000031291	ENSMMUT00000008769		F7H328	39706366	39804203
ENSMMUG00000052576	ENSMMUT00000093619		A0A5F8ABE2	70113738	70115522
ENSMMUG00000010961	ENSMMUT00000075151		A0A1D5Q9V2	188838180	188874019
ENSMMUG00000047853	ENSMMUT00000108679		G7MDR2	97641978	97649519
ENSMMUG00000047853	ENSMMUT00000108679		A0A8J8YHM3	97641978	97649519
ENSMMUG00000003262	ENSMMUT00000072666		A0A1D5Q3F6	38418888	38513756
ENSMMUG00000047853	ENSMMUT00000059672		G7MDR2	97641978	97649519
ENSMMUG00000047853	ENSMMUT00000059672		A0A8J8YHM3	97641978	97649519
ENSMMUG00000010961	ENSMMUT00000077311		A0A1D5R279	188838180	188874019
ENSMMUG00000045584	ENSMMUT00000067416		A0A1D5Q724	201676527	201697317
ENSMMUG00000019994	ENSMMUT00000057388		A0A1D5Q166	5629548	5879337
ENSMMUG00000013857	ENSMMUT00000019447		F6RLS0	130243991	130264489
ENSMMUG00000031291	ENSMMUT00000095772		A0A5F7ZCC7	39706366	39804203
ENSMMUG00000038517	ENSMMUT00000058741		A0A8J8YT07	204536888	204542547
ENSMMUG00000038517	ENSMMUT00000058741		F6XL47	204536888	204542547
ENSMMUG00000003262	ENSMMUT00000004614		F7DJ09	38418888	38513756
ENSMMUG00000015142	ENSMMUT00000095926		A0A8J8Y245	180478713	180503841
ENSMMUG00000015142	ENSMMUT00000095926		G7MGL9	180478713	180503841
