Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
WBGene00000100	C25A11.4h.1			9082946	9113619
WBGene00000100	C25A11.4i.1			9082946	9113619
WBGene00000100	C25A11.4j.1			9082946	9113619
WBGene00000100	C25A11.4k.1	A0A1C3NSL9		9082946	9113619
WBGene00000100	C25A11.4l.1			9082946	9113619
WBGene00000100	C25A11.4m.1			9082946	9113619
WBGene00000101	D1022.7a.1		Q18930	7472729	7478537
WBGene00000101	D1022.7b.1		H2KZI9	7472729	7478537
WBGene00000101	D1022.7c.1		Q8MQ92	7472729	7478537
WBGene00000102	C12D8.10a.1	Q17941		10248905	10252845
WBGene00000102	C12D8.10b.1			10248905	10252845
WBGene00000102	C12D8.10c.1			10248905	10252845
WBGene00000103	F28H6.1a.1	Q9XTG7		14147700	14152070
WBGene00000103	F28H6.1b.1			14147700	14152070
WBGene00000105	F48F7.1a.1		G5EGR6	13949110	13956261
WBGene00000105	F48F7.1a.2		G5EGR6	13949110	13956261
WBGene00000105	F48F7.1a.3		G5EGR6	13949110	13956261
WBGene00000105	F48F7.1b.1		G5EES3	13949110	13956261
WBGene00000106	T07D3.7a.1		O16720	873212	879885
WBGene00000106	T07D3.7b.1		Q86B39	873212	879885
WBGene00000107	F54D8.3a.1		Q20780	5077764	5080661
WBGene00000107	F54D8.3b.1		Q8IG19	5077764	5080661
WBGene00000107	F54D8.3b.2		Q8IG19	5077764	5080661
WBGene00000108	K04F1.15.1		Q9TXM0	1644169	1647728
WBGene00000109	F36H1.6.1		G5ECV9	11022603	11025870
WBGene00000110	T05H4.13a.1		O16518	6427208	6429920
WBGene00000110	T05H4.13b.1		Q8MXJ7	6427208	6429920
WBGene00000110	T05H4.13c.1		Q86S57	6427208	6429920
WBGene00000110	T05H4.13d.1		A0A486WWU7	6427208	6429920
WBGene00000111	T08B1.3.1		O44555	1996105	1999581
WBGene00000112	F56D12.1a.1		G5EC31	1306240	1310133
WBGene00000112	F56D12.1a.2		G5EC31	1306240	1310133
WBGene00000112	F56D12.1b.1		Q86N72	1306240	1310133
WBGene00000112	F56D12.1c.1		Q6A593	1306240	1310133
WBGene00000112	F56D12.1d.1		G4RZC3	1306240	1310133
WBGene00000113	F45H10.1a.1		O02266	13487243	13491786
WBGene00000113	F45H10.1b.1		G3MU66	13487243	13491786
WBGene00000114	F13D12.4a.1	P52713		11729055	11731198
WBGene00000114	F13D12.4b.1		Q7JMI1	11729055	11731198
WBGene00000115	F01F1.6.1	P46562		5856018	5859179
WBGene00000115	F01F1.6.2	P46562		5856018	5859179
WBGene00000116	C54D1.4.1		Q18822	7140504	7143641
WBGene00000117	F42G9.5a.1		Q20352	774321	778871
WBGene00000117	F42G9.5b.1		Q8MNS6	774321	778871
WBGene00000117	F42G9.5b.2		Q8MNS6	774321	778871
WBGene00000118	Y69F12A.2a.1		Q7Z1Q3	7454074	7455936
WBGene00000118	Y69F12A.2b.1		Q7Z1Q2	7454074	7455936
WBGene00000120	C01F6.5.1		Q17561	9108931	9109753
WBGene00000121	F23B2.6.1		O62183	9147468	9148579
WBGene00000122	M18.7a.1		Q21559	12123282	12124809
WBGene00000123	F36A4.7.1	P16356		4248070	4258169
WBGene00000133	C05E11.4.1	P54145		4571437	4573914
WBGene00000134	F49E11.3.1	Q20605		13042391	13047043
WBGene00000135	M195.3.1	Q21565		8363172	8369159
WBGene00000136	C05E11.5.1		Q17663	4565302	4569620
WBGene00000137	R13G10.2.1	Q21988		3822403	3826260
WBGene00000138	B0019.1.1		Q9XXU5	12759587	12764960
WBGene00000139	F25C8.2a.1		E0AHD3	20898840	20903714
WBGene00000139	F25C8.2b.1		E0AHD4	20898840	20903714
WBGene00000140	ZK973.6a.1	Q9N4M4		4318033	4359092
WBGene00000140	ZK973.6b.1		A0A2C9C2Z1	4318033	4359092
WBGene00000140	ZK973.6c.1		A0A2C9C3A7	4318033	4359092
WBGene00000142	C08B6.9.1			10127492	10130295
WBGene00000143	K06H7.6.1	P34514		8080629	8083701
WBGene00000144	F15H10.3a.1			10425362	10426353
WBGene00000144	F15H10.3b.1	H2L2B8		10425362	10426353
WBGene00000144	F15H10.3c.1	H2L2B8		10425362	10426353
WBGene00000144	F15H10.3d.1	H2L2B8		10425362	10426353
WBGene00000145	F35G12.9.1	Q20052		4593863	4594424
WBGene00000146	F46F3.4a.1	Q9XVN3		11675938	11685274
WBGene00000146	F46F3.4b.1			11675938	11685274
WBGene00000146	F46F3.4c.1			11675938	11685274
WBGene00000146	F46F3.4d.1			11675938	11685274
WBGene00000147	VF36H2L.1.1	O45876		9232068	9233560
WBGene00000148	ZC434.6a.1		A5Z2T7	10340997	10345654
WBGene00000148	ZC434.6b.1	Q23316		10340997	10345654
WBGene00000149	C42D8.8a.1	Q10651		5112422	5116866
WBGene00000149	C42D8.8b.1			5112422	5116866
WBGene00000150	F55A12.7.1		O01755	5342180	5344724
WBGene00000151	T05H10.2.1	Q10002		8047564	8049063
WBGene00000155	W03G9.4.1	O44750		4964667	4967089
WBGene00000156	K04G2.8a.1			8050037	8055475
WBGene00000156	K04G2.8b.1	Q21227		8050037	8055475
WBGene00000156	K04G2.8c.1		A0A1I6CM53	8050037	8055475
WBGene00000157	F02E8.3.1		Q19123	4458272	4459255
WBGene00000158	Y105E8A.9.1		Q8WQB3	14406028	14417934
WBGene00000159	F29G9.3.1		O16369	6017970	6018886
WBGene00000160	Y71H2B.10.1		Q9N4F3	2583971	2597034
WBGene00000161	T20B5.1.1		Q22601	9338675	9342900
WBGene00000162	W09G10.4a.1		O16637	3532527	3546431
WBGene00000162	W09G10.4b.1		Q95X88	3532527	3546431
WBGene00000163	R11A5.1a.1		O45718	7853750	7857853
WBGene00000163	R11A5.1b.1		O62348	7853750	7857853
WBGene00000164	F53H8.1.1		Q20736	954975	957762
WBGene00000165	Y48G8AL.14.1		Q8T874	1154514	1156020
WBGene00000166	W04G3.4.1		Q23165	11068527	11072047
WBGene00000168	K08D9.3a.1	P41990		3210196	3223221
WBGene00000168	K08D9.3e.1		A0A0S4XRY4	3210196	3223221
WBGene00000168	K08D9.3f.1		A0A486WTV8	3210196	3223221
WBGene00000169	F32A5.5a.1		Q19949	7235828	7238349
WBGene00000169	F32A5.5b.1		Q8IG23	7235828	7238349
WBGene00000170	C01G6.1a.1		Q17571	9259048	9261981
WBGene00000170	C01G6.1b.1		Q7JMQ6	9259048	9261981
WBGene00000170	C01G6.1b.2		Q7JMQ6	9259048	9261981
WBGene00000171	Y69E1A.7a.1		Q9XW36	10961229	10966459
WBGene00000171	Y69E1A.7b.1		A0A061ADS9	10961229	10966459
WBGene00000171	Y69E1A.7c.1		A0A131MBS2	10961229	10966459
WBGene00000172	F40F9.9.1		G5EEK0	9737556	9739740
WBGene00000173	C35A5.1.1		Q18469	10491743	10493256
WBGene00000174	C32C4.2a.1		Q18352	10648446	10651997
WBGene00000174	C32C4.2b.1		D5MCS1	10648446	10651997
WBGene00000174	C32C4.2c.1		H2FLH4	10648446	10651997
WBGene00000175	M02F4.8a.1		Q21473	3025063	3026974
WBGene00000175	M02F4.8a.2		Q21473	3025063	3026974
WBGene00000175	M02F4.8b.1		A0A6V7QYI0	3025063	3026974
WBGene00000176	K02G10.7a.1		Q7Z138	4702167	4704977
WBGene00000176	K02G10.7b.1		Q7Z137	4702167	4704977
WBGene00000176	K02G10.7b.2		Q7Z137	4702167	4704977
WBGene00000176	K02G10.7c.1		A0A2K5AU20	4702167	4704977
WBGene00000176	K02G10.7d.1		A0A2K5AU16	4702167	4704977
WBGene00000177	K07A1.16a.1		Q7JL16	9605896	9609047
WBGene00000177	K07A1.16a.2		Q7JL16	9605896	9609047
WBGene00000177	K07A1.16b.1		E5QCH4	9605896	9609047
WBGene00000178	ZK1321.3.1	Q09369		9768458	9769847
WBGene00000179	ZK525.2.1		O46024	13673280	13674739
WBGene00000180	ZK1320.6.1	Q09654		9674978	9677210
WBGene00000181	F01G4.2a.1		Q19102	11131279	11133805
WBGene00000181	F01G4.2b.1		A0A061AD09	11131279	11133805
WBGene00000182	B0336.2.1	Q10943		5714886	5717586
WBGene00000182	B0336.2.2	Q10943		5714886	5717586
WBGene00000183	F57H12.1.1		G5EFK4	7982526	7983852
WBGene00000184	Y116A8C.12.1		Q9U2S4	16947120	16949564
WBGene00000185	F31A9.3.1		H2KYS0	1786907	1788405
WBGene00000186	C01C7.1a.1	G5EBZ8		12622091	12631022
WBGene00000186	C01C7.1b.1			12622091	12631022
WBGene00000187	F54C9.10.1	Q20758		8582000	8583080
WBGene00000188	F19H8.3.1	O45379		14606472	14608342
WBGene00000189	ZK632.8.1	P34212		9823242	9824132
WBGene00000190	F45E4.1.1	Q94231		7634786	7635712
WBGene00000192	Y57G11C.13.1		G5EDC6	14798149	14799227
WBGene00000193	C38D4.8.1	Q18510		4812481	4814830
WBGene00000195	F53H8.2.1	P51485		950782	954233
WBGene00000196	W02B12.6a.1	Q23122		11460205	11464497
WBGene00000197	F28H1.3.1	O01541		3983183	3986581
WBGene00000197	F28H1.3.2	O01541		3983183	3986581
WBGene00000198	C15F1.6.1	Q9N5Y2		6970745	6972235
WBGene00000199	Y71F9AL.16.1	Q9N4I0		2883549	2893718
WBGene00000200	K07C5.1.1	P53489		10335463	10338355
WBGene00000201	Y79H2A.6a.1		Q9U1R7	12052424	12058458
WBGene00000201	Y79H2A.6b.1		A0A3P6PCS5	12052424	12058458
WBGene00000202	Y6D11A.1.1		Q9N4P9	860198	862198
WBGene00000203	Y37D8A.1.1	Q9XWV3		12816789	12818100
WBGene00000204	C35D10.16.1	P58798		4878658	4879643
WBGene00000205	M01B12.3.1		O61861	3069325	3070150
WBGene00000206	F35G12.10.1	Q20053		4594543	4595821
WBGene00000207	F02E8.1.1	Q19126		4469766	4471476
WBGene00000207	F02E8.1.2	Q19126		4469766	4471476
WBGene00000208	Y53F4B.15.1		G5EDK1	15039404	15048904
WBGene00000209	K07A12.3.1	P90921		8692946	8693468
WBGene00000210	C53B7.4.1	Q18803		6841258	6842121
WBGene00000211	B0252.2.1	Q10916		6910072	6912659
WBGene00000212	ZK455.4.1	Q23498		11321079	11324251
WBGene00000213	W03G1.7a.1	Q9UAY4		520214	523809
WBGene00000213	W03G1.7b.1		G8JY85	520214	523809
WBGene00000214	Y39B6A.20.1	G5EEI4		19049562	19050752
WBGene00000215	T18H9.2.1		Q86NE0	9203077	9204734
WBGene00000216	H22K11.1.1	P55956		6791064	6792709
WBGene00000217	R12H7.2.1	Q21966		13218985	13221462
WBGene00000218	F21F8.3.1		O01532	8272385	8274044
WBGene00000219	F21F8.7.1	O01530		8267511	8268937
WBGene00000220	K08F8.2.1	Q21361		8751986	8753940
WBGene00000221	T04C10.4.1	Q22156		14809156	14810810
WBGene00000221	T04C10.4.2	Q22156		14809156	14810810
WBGene00000222	F45E6.2.1	Q20435		12480948	12484904
WBGene00000223	C07G2.2a.1			4491627	4499045
WBGene00000223	C07G2.2b.1			4491627	4499045
WBGene00000223	C07G2.2b.2			4491627	4499045
WBGene00000223	C07G2.2c.1	Q86MD3		4491627	4499045
WBGene00000223	C07G2.2d.1			4491627	4499045
WBGene00000223	C07G2.2d.2			4491627	4499045
WBGene00000223	C07G2.2d.3			4491627	4499045
WBGene00000223	C07G2.2d.4			4491627	4499045
WBGene00000224	F26D10.9a.1		Q9XVU3	17269342	17272181
WBGene00000224	F26D10.9b.1		A5Z2U2	17269342	17272181
WBGene00000225	C38C6.2a.1		O45298	14640098	14644083
WBGene00000225	C38C6.2b.1		G1K108	14640098	14644083
WBGene00000225	C38C6.2c.1		G1K110	14640098	14644083
WBGene00000226	T06E4.3a.1	Q22258		9634849	9645595
WBGene00000226	T06E4.3a.2	Q22258		9634849	9645595
WBGene00000226	T06E4.3c.1		E5QCG9	9634849	9645595
WBGene00000227	Y48G1BL.2a.1	Q9N3Q4		183364	208384
WBGene00000227	Y48G1BL.2b.1			183364	208384
WBGene00000228	W04D2.1a.1		Q23158	12478411	12484449
WBGene00000228	W04D2.1b.1		Q9XVU8	12478411	12484449
WBGene00000228	W04D2.1c.1		H2L2C9	12478411	12484449
WBGene00000228	W04D2.1d.1		H2L2C8	12478411	12484449
WBGene00000229	C34E10.6.1	P46561		5228417	5230536
WBGene00000229	C34E10.6.2	P46561		5228417	5230536
WBGene00000230	F27C1.7a.1		P91283	5428533	5429908
WBGene00000230	F27C1.7a.2		P91283	5428533	5429908
WBGene00000230	F27C1.7a.3		P91283	5428533	5429908
WBGene00000230	F27C1.7a.4		P91283	5428533	5429908
WBGene00000230	F27C1.7b.1		Q7JNG1	5428533	5429908
WBGene00000231	D2045.1a.1			10461389	10468051
WBGene00000231	D2045.1b.1			10461389	10468051
WBGene00000231	D2045.1c.1			10461389	10468051
WBGene00000231	D2045.1d.1		D4PH96	10461389	10468051
WBGene00000232	B0207.12a.1		Q95Q96	5967247	5973326
WBGene00000232	B0207.12a.2		Q95Q96	5967247	5973326
WBGene00000232	B0207.12a.3		Q95Q96	5967247	5973326
WBGene00000232	B0207.12b.1		Q95Q97	5967247	5973326
WBGene00000232	B0207.12c.1		Q8IFY7	5967247	5973326
WBGene00000233	R11G10.1a.1		G5ECH3	13498780	13511718
WBGene00000233	R11G10.1b.1		Q95PJ6	13498780	13511718
WBGene00000233	R11G10.1c.1		D7SFP2	13498780	13511718
WBGene00000235	B0464.7.1	Q03565		9467464	9468058
WBGene00000236	F57B10.11.1	O44739		6563629	6564451
WBGene00000237	Y71F9AR.1.1	G5ECL4		2949601	2957910
WBGene00000238	C54D1.6.1	Q18825		7166005	7170625
WBGene00000239	C05D2.4a.1		H2KYG4	5612274	5614660
WBGene00000239	C05D2.4b.1		O45137	5612274	5614660
WBGene00000240	K08F8.4a.1	P90925		8762622	8766997
WBGene00000240	K08F8.4b.1			8762622	8766997
WBGene00000241	Y105E8A.5.1	Q9NEZ7		14371138	14376086
WBGene00000242	F20D12.3.1	Q19640		7934033	7937749
WBGene00000244	T25F10.5.1	Q23049		6762467	6765072
WBGene00000245	T13C5.5.1	Q22460		6201875	6204746
WBGene00000246	M7.3.1		Q21593	11086074	11092552
WBGene00000247	T19E7.3a.1	Q22592		5661141	5664425
WBGene00000247	T19E7.3b.1			5661141	5664425
WBGene00000248	C54C6.2.1		Q18817	3537642	3541639
WBGene00000249	T27F2.3.1	G5EFA2		11644477	11645370
WBGene00000249	T27F2.3.2	G5EFA2		11644477	11645370
WBGene00000250	C50B8.2.1	G5ECJ5		13568850	13570030
WBGene00000251	C09G5.6.1	Q09457		10708960	10712156
WBGene00000252	F59E12.12.1		O01904	5651394	5652434
WBGene00000253	F56C11.1.1	O61213		145968	154855
WBGene00000253	F56C11.1.2	O61213		145968	154855
WBGene00000254	K04F10.4a.1			6342224	6356680
WBGene00000254	K04F10.4b.1			6342224	6356680
WBGene00000254	K04F10.4c.1			6342224	6356680
WBGene00000254	K04F10.4d.1	P51559		6342224	6356680
WBGene00000254	K04F10.4d.2	P51559		6342224	6356680
WBGene00000254	K04F10.4e.1			6342224	6356680
WBGene00000254	K04F10.4f.1			6342224	6356680
WBGene00000254	K04F10.4g.1			6342224	6356680
WBGene00000254	K04F10.4h.1			6342224	6356680
WBGene00000254	K04F10.4i.1			6342224	6356680
WBGene00000254	K04F10.4j.1			6342224	6356680
WBGene00000255	F45G2.5.1	O62247		13427640	13429768
WBGene00000256	Y73B6BL.34.1		Q8MXR1	6377065	6378168
WBGene00000257	F23B12.8a.1		G5EGL7	14453302	14456984
WBGene00000257	F23B12.8b.1		G5ECF4	14453302	14456984
WBGene00000259	F13H8.10a.1		Q9BI98	6274216	6279714
WBGene00000259	F13H8.10b.1		G5ECZ9	6274216	6279714
WBGene00000259	F13H8.10c.1		G5EFB4	6274216	6279714
WBGene00000259	F13H8.10c.2		G5EFB4	6274216	6279714
WBGene00000259	F13H8.10c.3		G5EFB4	6274216	6279714
WBGene00000259	F13H8.10c.4		G5EFB4	6274216	6279714
WBGene00000259	F13H8.10c.5		G5EFB4	6274216	6279714
WBGene00000259	F13H8.10c.6		G5EFB4	6274216	6279714
WBGene00000262	F54B11.6.1		Q20741	13598449	13599687
WBGene00000263	F23H11.5.1		O01917	909957	910590
WBGene00000264	C36A4.8a.1			3853102	3862968
WBGene00000264	C36A4.8b.1			3853102	3862968
WBGene00000264	C36A4.8c.1		A0A679L8N4	3853102	3862968
WBGene00000265	K04C2.4.1	Q21209		6885207	6889504
WBGene00000266	C53B4.7a.1			8987266	8990444
WBGene00000266	C53B4.7b.1	Q18801		8987266	8990444
WBGene00000266	C53B4.7c.1			8987266	8990444
WBGene00000266	C53B4.7d.1			8987266	8990444
WBGene00000266	C53B4.7e.1			8987266	8990444
WBGene00000267	Y39E4B.9a.1			13133906	13139626
WBGene00000267	Y39E4B.9a.2			13133906	13139626
WBGene00000267	Y39E4B.9b.1	Q6QMT2		13133906	13139626
WBGene00000267	Y39E4B.9c.1		C3JXF0	13133906	13139626
WBGene00000267	Y39E4B.9d.1		D0Z5N7	13133906	13139626
WBGene00000268	B0464.4a.1	Q03562		9469900	9485473
WBGene00000268	B0464.4a.2	Q03562		9469900	9485473
WBGene00000268	B0464.4a.3	Q03562		9469900	9485473
WBGene00000269	Y73E7A.7a.1	Q9GUM2		1621314	1628486
WBGene00000269	Y73E7A.7a.2	Q9GUM2		1621314	1628486
WBGene00000269	Y73E7A.7b.1			1621314	1628486
WBGene00000270	T12G3.8a.1	Q95US5		12049850	12051215
WBGene00000270	T12G3.8b.1		F5GUA1	12049850	12051215
WBGene00000271	F45E12.2a.1		A0A131MCT5	7305858	7308792
WBGene00000271	F45E12.2b.1		A0A131MBG0	7305858	7308792
WBGene00000272	F56A3.5.1	Q95ZL9		5186926	5189240
