Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene start (bp)	Gene end (bp)
ENSPPYG00000014338	ENSPPYT00000040768		A0A8I5T2L7	181507609	181563063
ENSPPYG00000012675	ENSPPYT00000060694		A0A2J8V402	102371282	102397291
ENSPPYG00000014525	ENSPPYT00000016887		H2PCN8	1308427	1358044
ENSPPYG00000000107	ENSPPYT00000000116		H2N3D8	16108211	16429806
ENSPPYG00000014338	ENSPPYT00000033697		K7EV56	181507609	181563063
ENSPPYG00000012888	ENSPPYT00000040060		A0A8I5ULS1	48276526	48303285
ENSPPYG00000015691	ENSPPYT00000018258	Q5R746	H2PGA4	110436980	110519405
ENSPPYG00000013071	ENSPPYT00000015196		H2P8A2	88009949	88036905
ENSPPYG00000000107	ENSPPYT00000061508		A0A8I5YS51	16108211	16429806
ENSPPYG00000012888	ENSPPYT00000014968	Q5RAI6	A0A2J8T532	48276526	48303285
ENSPPYG00000013071	ENSPPYT00000050355		A0A2J8WV23	88009949	88036905
ENSPPYG00000013071	ENSPPYT00000053778		A0A2J8WV40	88009949	88036905
ENSPPYG00000013071	ENSPPYT00000043929		A0A2J8WV27	88009949	88036905
ENSPPYG00000012888	ENSPPYT00000045560		A0A2J8T531	48276526	48303285
ENSPPYG00000013071	ENSPPYT00000041049		A0A2J8WV28	88009949	88036905
ENSPPYG00000012888	ENSPPYT00000055649		A0A8I5TI58	48276526	48303285
ENSPPYG00000035765	ENSPPYT00000053109		A0A8I5TXW7	198810	224751
ENSPPYG00000001738	ENSPPYT00000002075		H2N8M4	204450917	204452470
ENSPPYG00000035765	ENSPPYT00000050758		A0A8I5TTS9	198810	224751
ENSPPYG00000036338	ENSPPYT00000060778		A0A2J8RYP9	103583156	103584481
ENSPPYG00000038872	ENSPPYT00000037741		A0A8I5YQQ4	19533029	19574414
ENSPPYG00000016208	ENSPPYT00000018852		H2PHV5	7383691	7427558
ENSPPYG00000030151	ENSPPYT00000000185		H2N3K0	23631053	23635800
ENSPPYG00000015066	ENSPPYT00000017512		H2PEB8	137047693	137118237
ENSPPYG00000013011	ENSPPYT00000015125		H2P837	75473735	75510576
ENSPPYG00000015691	ENSPPYT00000040614		A0A8I5U7R8	110436980	110519405
ENSPPYG00000030151	ENSPPYT00000052214		A0A2J8U248	23631053	23635800
ENSPPYG00000012113	ENSPPYT00000014060		H2P5A0	8638863	8668359
ENSPPYG00000038873	ENSPPYT00000043302		A0A8I5T099	98059016	98059621
ENSPPYG00000001020	ENSPPYT00000001228		A0A2J8UM10	114004147	114028763
ENSPPYG00000014526	ENSPPYT00000016889		A0A2J8SS52	1365825	1402611
ENSPPYG00000029496	ENSPPYT00000033242		K7ETV3	200297	204619
ENSPPYG00000013980	ENSPPYT00000053875		A0A663DI63	99345077	99379416
ENSPPYG00000001470	ENSPPYT00000001758		H2N7S4	185431287	185456198
ENSPPYG00000016064	ENSPPYT00000018698		A0A6D2WLM9	173635453	173643896
ENSPPYG00000038194	ENSPPYT00000001006		H2N5R8	98086194	98086526
ENSPPYG00000001739	ENSPPYT00000002076		H2N8M5	204479602	204503177
ENSPPYG00000001096	ENSPPYT00000054348		A0A8I5UAQ0	118403965	118425617
ENSPPYG00000016064	ENSPPYT00000041642		A0A2J8X7L4	173635453	173643896
ENSPPYG00000029400	ENSPPYT00000033447		K7EUG1	19775450	19776265
ENSPPYG00000013980	ENSPPYT00000033038		K7ETA5	99345077	99379416
ENSPPYG00000014709	ENSPPYT00000017101		H2PD84	47196916	47209706
ENSPPYG00000013072	ENSPPYT00000015199		A0A2J8WV09	88037805	88111213
ENSPPYG00000013980	ENSPPYT00000016258		A0A2J8WXR4	99345077	99379416
ENSPPYG00000041202	ENSPPYT00000036665		A0A8I5TB30	137131300	137132857
ENSPPYG00000001096	ENSPPYT00000001312		H2N6K6	118403965	118425617
ENSPPYG00000034117	ENSPPYT00000042133		A0A663D6C9	100656897	100666316
ENSPPYG00000000934	ENSPPYT00000043429		A0A8I5UGN5	105738769	105750061
ENSPPYG00000038990	ENSPPYT00000052367		A0A6D2X086	16435463	16463214
ENSPPYG00000013916	ENSPPYT00000016188		H2PAW3	94330330	94346841
ENSPPYG00000029788	ENSPPYT00000033302		K7EU15	163839745	163906083
ENSPPYG00000015183	ENSPPYT00000017651		H2PEP8	167166489	167265613
ENSPPYG00000041138	ENSPPYT00000048323		A0A8I5TTD4	1418049	1422004
ENSPPYG00000038561	ENSPPYT00000001007		H2N5R9	98096987	98097319
ENSPPYG00000000934	ENSPPYT00000001124		H2N628	105738769	105750061
ENSPPYG00000038990	ENSPPYT00000035139		A0A2J8UE28	16435463	16463214
ENSPPYG00000016209	ENSPPYT00000018853		H2PHV6	7431921	7450626
ENSPPYG00000000005	ENSPPYT00000000007		A0A6D2WSU0	264155	265108
ENSPPYG00000013731	ENSPPYT00000015969		A0A2J8SW96	72538674	72576861
ENSPPYG00000015819	ENSPPYT00000018399		H2PGN3	135355102	135362075
ENSPPYG00000029907	ENSPPYT00000033840		K7EVJ0	134948584	135052592
ENSPPYG00000032710	ENSPPYT00000033168		K7ETN1	19795247	19795795
ENSPPYG00000012114	ENSPPYT00000014061		H2P5A1	8691460	8750462
ENSPPYG00000013916	ENSPPYT00000053915		A0A2J8TFQ3	94330330	94346841
ENSPPYG00000029788	ENSPPYT00000058346		A0A2J8WPK6	163839745	163906083
ENSPPYG00000000934	ENSPPYT00000038613		A0A2J8SQ93	105738769	105750061
ENSPPYG00000013731	ENSPPYT00000060831		A0A8I5YPY5	72538674	72576861
ENSPPYG00000000171	ENSPPYT00000000183		H2N3J8	23648043	23652473
ENSPPYG00000013207	ENSPPYT00000035731		A0A8I5TH77	106454271	106480397
ENSPPYG00000012835	ENSPPYT00000014910	Q5R6Z7	A0A2J8V7L8	33745686	33834063
ENSPPYG00000015819	ENSPPYT00000042076		A0A2J8VPZ7	135355102	135362075
ENSPPYG00000015691	ENSPPYT00000055756		A0A8I5YQF4	110436980	110519405
ENSPPYG00000014958	ENSPPYT00000017382		H2PDZ6	98711184	98715771
ENSPPYG00000001471	ENSPPYT00000001759		H2N7S5	185471869	185506032
ENSPPYG00000001021	ENSPPYT00000001229		H2N6C8	114031853	114081934
ENSPPYG00000015453	ENSPPYT00000017969		H2PFI9	50848056	50860000
ENSPPYG00000000171	ENSPPYT00000046500		A0A8I5UGW4	23648043	23652473
ENSPPYG00000001021	ENSPPYT00000042236		A0A8I5TKD5	114031853	114081934
ENSPPYG00000000006	ENSPPYT00000000008		A0A8I5SYH4	275459	276589
ENSPPYG00000013731	ENSPPYT00000054439		A0A2J8SW94	72538674	72576861
ENSPPYG00000000415	ENSPPYT00000000491		A0A6D2Y8N5	64695410	64822087
ENSPPYG00000013207	ENSPPYT00000059546		A0A8I5YQ21	106454271	106480397
ENSPPYG00000015453	ENSPPYT00000035451		A0A2J8V5Y0	50848056	50860000
ENSPPYG00000015453	ENSPPYT00000055338		Q5RA94	50848056	50860000
ENSPPYG00000015453	ENSPPYT00000038203		A0A8I5TNZ1	50848056	50860000
ENSPPYG00000013207	ENSPPYT00000056918		A0A8I5TY53	106454271	106480397
ENSPPYG00000012188	ENSPPYT00000014144		H2P5H8	19812351	19812659
ENSPPYG00000015387	ENSPPYT00000017886		A0A2J8WAW4	34920930	35097088
ENSPPYG00000000007	ENSPPYT00000000009		A0A6D2W083	287433	288380
ENSPPYG00000016066	ENSPPYT00000041310		A0A8I5UDW9	173723521	173806102
ENSPPYG00000000838	ENSPPYT00000001009		H2N5S1	98154299	98154583
ENSPPYG00000033593	ENSPPYT00000056636		A0A8I5TT32	137936208	137988835
ENSPPYG00000000109	ENSPPYT00000000118		H2N3E0	16602300	16609484
ENSPPYG00000014710	ENSPPYT00000017102		H2PD85	47209837	47337405
ENSPPYG00000019990	ENSPPYT00000023314		H2PUI7	829889	833916
ENSPPYG00000000935	ENSPPYT00000001125		H2N629	105749744	105752994
ENSPPYG00000015387	ENSPPYT00000048022		A0A2J8WAY0	34920930	35097088
ENSPPYG00000013207	ENSPPYT00000015354		H2P8P5	106454271	106480397
ENSPPYG00000016066	ENSPPYT00000018700		H2PHF7	173723521	173806102
ENSPPYG00000033926	ENSPPYT00000000182		H2N3J7	23682555	23685304
ENSPPYG00000015387	ENSPPYT00000040749		A0A2J8WAX4	34920930	35097088
ENSPPYG00000012949	ENSPPYT00000037072		A0A2J8VR53	60810240	60827060
ENSPPYG00000015820	ENSPPYT00000018400		H2PGN4	135385647	135407615
ENSPPYG00000013917	ENSPPYT00000016189		H2PAW4	94395122	94417463
ENSPPYG00000012949	ENSPPYT00000015046		H2P7W2	60810240	60827060
ENSPPYG00000034281	ENSPPYT00000037999		A0A8I5UP11	838310	839053
ENSPPYG00000013073	ENSPPYT00000015200		H2P8A6	88133365	88205841
ENSPPYG00000012949	ENSPPYT00000040094		A0A2J8VR72	60810240	60827060
ENSPPYG00000014528	ENSPPYT00000016891		A0A6D2XC18	1656625	1685177
ENSPPYG00000016210	ENSPPYT00000018854		H2PHV7	7569436	7721671
ENSPPYG00000012949	ENSPPYT00000053998		A0A2J8VR49	60810240	60827060
ENSPPYG00000039034	ENSPPYT00000037131		A0A2J8VFE4	98159972	98160259
ENSPPYG00000030654	ENSPPYT00000052684		A0A8I5U1V2	19835755	19836080
ENSPPYG00000001158	ENSPPYT00000001387		H2N6S6	135069941	135106460
ENSPPYG00000035430	ENSPPYT00000048386		A0A8I5T3M5	72619288	72838170
ENSPPYG00000012115	ENSPPYT00000014062		H2P5A2	8832280	8928613
ENSPPYG00000034856	ENSPPYT00000059275		A0A2J8RJX0	322672	323595
ENSPPYG00000014528	ENSPPYT00000049758		A0A8I5YJY4	1656625	1685177
ENSPPYG00000012777	ENSPPYT00000060669		A0A2J8VM26	10153982	10221005
ENSPPYG00000000416	ENSPPYT00000000492		H2N4E1	64825971	64864593
ENSPPYG00000012369	ENSPPYT00000014352		H2P619	44443728	44503636
ENSPPYG00000038147	ENSPPYT00000034820		A0A2J8RDX8	174075940	174085583
ENSPPYG00000015454	ENSPPYT00000017972		H2PFJ1	51232043	51238420
ENSPPYG00000013012	ENSPPYT00000015126		H2P838	75528936	75676092
ENSPPYG00000015454	ENSPPYT00000036685		A0A2J8V5X0	51232043	51238420
ENSPPYG00000001275	ENSPPYT00000044638		A0A8I5TQF4	163927086	163976257
ENSPPYG00000012777	ENSPPYT00000014839		H2P7B8	10153982	10221005
ENSPPYG00000000008	ENSPPYT00000000010		H2N343	339997	340953
ENSPPYG00000012680	ENSPPYT00000050429		A0A2J8SH50	105483684	105631433
ENSPPYG00000014339	ENSPPYT00000016679		H2PC51	181592806	181688426
ENSPPYG00000000839	ENSPPYT00000001010		H2N5S2	98173245	98173514
ENSPPYG00000012680	ENSPPYT00000039413		A0A8I5TUW6	105483684	105631433
ENSPPYG00000001740	ENSPPYT00000002077		A0A2J8SJ18	204524496	204580140
ENSPPYG00000012777	ENSPPYT00000042621		A0A8I5U4R6	10153982	10221005
ENSPPYG00000032536	ENSPPYT00000058362		A0A8I5UNY9	19848557	19848931
ENSPPYG00000013733	ENSPPYT00000015972		A0A2J8S531	73039409	73580453
ENSPPYG00000014339	ENSPPYT00000034165		A0A2J8WH46	181592806	181688426
ENSPPYG00000014221	ENSPPYT00000045433		A0A8I5TGT9	151481607	151624309
ENSPPYG00000001097	ENSPPYT00000001313		H2N6K7	118449828	118506761
ENSPPYG00000013012	ENSPPYT00000041572		A0A2J8WW35	75528936	75676092
ENSPPYG00000001740	ENSPPYT00000062071		A0A8I5SY82	204524496	204580140
ENSPPYG00000014339	ENSPPYT00000048747		A0A2J8WH61	181592806	181688426
ENSPPYG00000035661	ENSPPYT00000037372		A0A2J8RJQ1	355872	356819
ENSPPYG00000001097	ENSPPYT00000047118		A0A2J8UMU6	118449828	118506761
ENSPPYG00000015244	ENSPPYT00000017721		H2PEV9	184580160	184752456
ENSPPYG00000014339	ENSPPYT00000038819		A0A2J8WH53	181592806	181688426
ENSPPYG00000000936	ENSPPYT00000001126		H2N630	105757397	105775712
ENSPPYG00000033004	ENSPPYT00000052377		A0A6D2VZR7	174089522	174093450
ENSPPYG00000012889	ENSPPYT00000014971		H2P7N9	48311994	48784616
ENSPPYG00000012680	ENSPPYT00000060710		A0A8I5T4U8	105483684	105631433
ENSPPYG00000001275	ENSPPYT00000001534		H2N761	163927086	163976257
ENSPPYG00000039389	ENSPPYT00000060297		A0A2J8TUK6	106497515	106506233
ENSPPYG00000034690	ENSPPYT00000001011		H2N5S3	98194111	98194389
ENSPPYG00000015455	ENSPPYT00000017973	P0CB95	A0A2J8V606	51305545	51427726
ENSPPYG00000029911	ENSPPYT00000033772		K7EVC7	23689197	23725966
ENSPPYG00000012889	ENSPPYT00000045125		A0A8I5T736	48311994	48784616
ENSPPYG00000033621	ENSPPYT00000060408		A0A8I5UG34	19855318	19855704
ENSPPYG00000029911	ENSPPYT00000046736		A0A8I5YL35	23689197	23725966
ENSPPYG00000010641	ENSPPYT00000012370		H2P0U8	383762	384712
ENSPPYG00000015184	ENSPPYT00000017652		H2PEP9	167301279	167397399
ENSPPYG00000016212	ENSPPYT00000018856		H2PHV9	7722828	7752330
ENSPPYG00000012680	ENSPPYT00000056774		A0A8I5TMR4	105483684	105631433
ENSPPYG00000000936	ENSPPYT00000047139		A0A2J8SQ88	105757397	105775712
ENSPPYG00000038484	ENSPPYT00000055075		A0A2J8RU57	8935979	8957400
ENSPPYG00000000417	ENSPPYT00000000493		H2N4E2	64880863	64938926
ENSPPYG00000016212	ENSPPYT00000038457		A0A8I5TJ19	7722828	7752330
ENSPPYG00000000417	ENSPPYT00000046438		A0A2J8V884	64880863	64938926
ENSPPYG00000001854	ENSPPYT00000002211		H2N904	213214851	214432605
ENSPPYG00000031221	ENSPPYT00000014772		H2P756	19870244	19870567
ENSPPYG00000015244	ENSPPYT00000037192		A0A2J8T3G7	184580160	184752456
ENSPPYG00000037350	ENSPPYT00000001012		H2N5S3	98207885	98208163
ENSPPYG00000032516	ENSPPYT00000035701		A0A8I5UAC6	401411	402542
ENSPPYG00000013013	ENSPPYT00000036426		A0A2J8WW34	75933308	75967688
ENSPPYG00000012680	ENSPPYT00000014729		H2P716	105483684	105631433
ENSPPYG00000014655	ENSPPYT00000038201		A0A2J8R2J4	26184613	26343657
ENSPPYG00000014221	ENSPPYT00000016532		A0A2J8WT63	151481607	151624309
ENSPPYG00000038484	ENSPPYT00000045498		Q5R8L5	8935979	8957400
ENSPPYG00000012778	ENSPPYT00000014840		A0A2J8VM17	10451218	10643632
ENSPPYG00000015244	ENSPPYT00000037186		A0A8I5UC29	184580160	184752456
ENSPPYG00000012836	ENSPPYT00000050688		A0A2J8V7K6	34144533	34326862
ENSPPYG00000001854	ENSPPYT00000002213		H2N905	213214851	214432605
ENSPPYG00000039616	ENSPPYT00000036107		A0A2J8U269	23725949	23794470
ENSPPYG00000014655	ENSPPYT00000035535		A0A2J8R2L3	26184613	26343657
ENSPPYG00000013918	ENSPPYT00000016190		H2PAW5	94428716	94495012
ENSPPYG00000033677	ENSPPYT00000057131		A0A8I5TPS2	19891861	19892181
ENSPPYG00000001472	ENSPPYT00000059809		A0A2J8Y5X0	185552399	185706475
ENSPPYG00000013074	ENSPPYT00000033702		A0A2J8WV00	88206269	88235175
ENSPPYG00000014340	ENSPPYT00000042271		A0A2J8WH55	181705911	181709671
ENSPPYG00000001854	ENSPPYT00000039181		A0A2J8S8W3	213214851	214432605
ENSPPYG00000013013	ENSPPYT00000015127		H2P839	75933308	75967688
ENSPPYG00000016098	ENSPPYT00000018733		H2PHJ0	174146107	174178279
ENSPPYG00000019988	ENSPPYT00000023312		H2PUI5	848274	853712
ENSPPYG00000012836	ENSPPYT00000014911		H2P7I3	34144533	34326862
ENSPPYG00000013735	ENSPPYT00000039452		A0A8I5U8S8	73960283	74267286
ENSPPYG00000014655	ENSPPYT00000017041		H2PD29	26184613	26343657
ENSPPYG00000000842	ENSPPYT00000001013		H2N5S5	98261462	98261776
ENSPPYG00000000937	ENSPPYT00000001127		H2N631	105775923	105856020
ENSPPYG00000014340	ENSPPYT00000016681		H2PC53	181705911	181709671
ENSPPYG00000013074	ENSPPYT00000015201		H2P8A7	88206269	88235175
ENSPPYG00000015457	ENSPPYT00000059420		A0A2J8V625	51640760	52067833
ENSPPYG00000001472	ENSPPYT00000001760		A0A6D2XAC5	185552399	185706475
ENSPPYG00000014903	ENSPPYT00000017319		H2PDT6	83038733	83221970
ENSPPYG00000013735	ENSPPYT00000015974		A0A2J8S552	73960283	74267286
ENSPPYG00000016213	ENSPPYT00000018857		H2PHW0	7825369	7827021
ENSPPYG00000015457	ENSPPYT00000017975		H2PFJ2	51640760	52067833
ENSPPYG00000030270	ENSPPYT00000053504		A0A8I5T4L0	439695	440630
ENSPPYG00000013735	ENSPPYT00000059733		A0A2J8S538	73960283	74267286
ENSPPYG00000032850	ENSPPYT00000042623		A0A6D2W9R9	49582004	49707795
ENSPPYG00000031066	ENSPPYT00000047775		A0A8I5TNL0	19902448	19902741
ENSPPYG00000015457	ENSPPYT00000053748		A0A8I5YT74	51640760	52067833
ENSPPYG00000012836	ENSPPYT00000044741		A0A8I5TSM1	34144533	34326862
ENSPPYG00000000226	ENSPPYT00000039579		A0A2J8V699	36231642	36452249
ENSPPYG00000000110	ENSPPYT00000000119		A0A2J8UE25	16898346	17016885
ENSPPYG00000000173	ENSPPYT00000000187		H2N3K2	23770517	23794452
ENSPPYG00000000843	ENSPPYT00000001014		H2N5S6	98265299	98265655
ENSPPYG00000000418	ENSPPYT00000000494		H2N4E3	64999078	65171008
ENSPPYG00000015068	ENSPPYT00000033742		A0A663DIY2	137978913	138059082
ENSPPYG00000012681	ENSPPYT00000014730		H2P717	105632308	105677462
ENSPPYG00000012780	ENSPPYT00000014842		H2P7C0	11093231	11096903
ENSPPYG00000034423	ENSPPYT00000056460		A0A8I5YLJ4	8942355	8970374
ENSPPYG00000000110	ENSPPYT00000056207		A0A2J8UE68	16898346	17016885
ENSPPYG00000032257	ENSPPYT00000037374		A0A2J8WW21	76052612	76072735
ENSPPYG00000000909	ENSPPYT00000001097		H2N605	100671242	100748981
ENSPPYG00000015068	ENSPPYT00000017515		H2PEC0	137978913	138059082
ENSPPYG00000014529	ENSPPYT00000040449		A0A8I5TBL0	1711365	1729905
ENSPPYG00000041677	ENSPPYT00000033345		H2P5H9	19914878	19915252
ENSPPYG00000001741	ENSPPYT00000002078		H2N8M7	204584112	204629188
ENSPPYG00000015245	ENSPPYT00000017723		A0A2J8T3H1	184756015	184765767
ENSPPYG00000000226	ENSPPYT00000047832		A0A8I5UM08	36231642	36452249
ENSPPYG00000015068	ENSPPYT00000039501		A0A2J8XP71	137978913	138059082
ENSPPYG00000001276	ENSPPYT00000035225		A0A8I5UUE9	163976630	164059740
ENSPPYG00000001473	ENSPPYT00000001761		H2N7S7	185719143	185721204
ENSPPYG00000001741	ENSPPYT00000054350		A0A2J8SJ63	204584112	204629188
ENSPPYG00000013981	ENSPPYT00000016259		H2PB26	99390392	99424789
ENSPPYG00000038565	ENSPPYT00000057602		A0A2J8S558	74629726	74642603
ENSPPYG00000001473	ENSPPYT00000061122		A0A8I5T5H5	185719143	185721204
ENSPPYG00000014529	ENSPPYT00000016892		H2PCP2	1711365	1729905
ENSPPYG00000015692	ENSPPYT00000018260		H2PGA6	111319189	111457886
ENSPPYG00000014341	ENSPPYT00000016682		H2PC54	181732916	181740148
ENSPPYG00000014529	ENSPPYT00000050505		A0A2J8SS33	1711365	1729905
ENSPPYG00000013981	ENSPPYT00000048234		A0A2J8WXT0	99390392	99424789
